INT	INT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT
520312	999	2102	108.75	51.18	0	1	-1	-1	-1
520313	999	2102	108.75	48.76	0	1	-1	-1	-1
520314	999	2102	108.75	46.34	0	1	-1	-1	-1
520315	999	2102	108.75	43.92	0	1	-1	-1	-1
520400	52000	2103	64.82	84.99	1.9	0	-1	-1	-1
520401	52001	2103	64.82	47.74	1.9	0	-1	-1	-1
520402	52002	2103	64.82	13.4	1.9	0	-1	-1	-1
520403	52003	2103	61.3	83	1.9	0	-1	-1	-1
520404	52004	2103	61.5	49	1.9	0	-1	-1	-1
520405	52005	2103	61.5	11.5	1.9	0	-1	-1	-1
520406	999	2103	12.92	43.97	0	1	-1	-1	-1
520407	999	2103	12.92	45.99	0	1	-1	-1	-1
520408	999	2103	12.92	48.01	0	1	-1	-1	-1
520409	999	2103	12.92	50.03	0	1	-1	-1	-1
520410	999	2103	12.92	52.05	0	1	-1	-1	-1
520411	999	2103	108.75	53.6	0	1	-1	-1	-1
520412	999	2103	108.75	51.18	0	1	-1	-1	-1
520413	999	2103	108.75	48.76	0	1	-1	-1	-1
520414	999	2103	108.75	46.34	0	1	-1	-1	-1
520415	999	2103	108.75	43.92	0	1	-1	-1	-1
520500	52000	2104	64.82	84.99	1.9	0	-1	-1	-1
520501	52001	2104	64.82	47.74	1.9	0	-1	-1	-1
520502	52002	2104	64.82	13.4	1.9	0	-1	-1	-1
520503	52003	2104	61.3	83	1.9	0	-1	-1	-1
520504	52004	2104	61.5	49	1.9	0	-1	-1	-1
520505	52005	2104	61.5	11.5	1.9	0	-1	-1	-1
520506	999	2104	12.92	43.97	0	1	-1	-1	-1
520507	999	2104	12.92	45.99	0	1	-1	-1	-1
520508	999	2104	12.92	48.01	0	1	-1	-1	-1
520509	999	2104	12.92	50.03	0	1	-1	-1	-1
520510	999	2104	12.92	52.05	0	1	-1	-1	-1
520511	999	2104	108.75	53.6	0	1	-1	-1	-1
520512	999	2104	108.75	51.18	0	1	-1	-1	-1
520513	999	2104	108.75	48.76	0	1	-1	-1	-1
520514	999	2104	108.75	46.34	0	1	-1	-1	-1
520515	999	2104	108.75	43.92	0	1	-1	-1	-1
600000	70000	3000	34	15	-1	1	-1	-1	-1
600001	70000	3000	30	15	-2	1	-1	-1	-1
600002	70000	3000	32	15	-3	1	-1	-1	-1
600003	70000	3000	33	14	-1	1	-1	-1	-1
600004	70001	3001	34	15	-1	1	-1	-1	-1
600005	70001	3001	30	15	-2	1	-1	-1	-1
600006	70001	3001	32	15	-3	1	-1	-1	-1
600007	70002	3002	34	15	-1	1	-1	-1	-1
600008	70002	3002	30	15	-2	1	-1	-1	-1
600009	70002	3002	32	15	-3	1	-1	-1	-1
600010	70003	3003	34	15	-1	1	-1	-1	-1
600011	70003	3003	30	15	-2	1	-1	-1	-1
600012	70003	3003	32	15	-3	1	-1	-1	-1
600013	70004	3004	34	15	-1	1	-1	-1	-1
600014	70004	3004	30	15	-2	1	-1	-1	-1
600015	70004	3004	32	15	-3	1	-1	-1	-1
700000	1062	9	66	21	-3	1	-1	-1	-1
700001	1063	9	61	21	-3	1	-1	-1	-1
700002	1064	9	53	22	-3	1	-1	-1	-1
700003	1065	9	44	22	-3	1	-1	-1	-1
700004	1066	9	37	22	-3	1	-1	-1	-1
700005	1067	9	32	21	-3	1	-1	-1	-1
700006	1068	9	24	23	-3	1	-1	-1	-1
700007	1069	9	25	29	-3	1	-1	-1	-1
700010	7000	3	85.1	15.1	-4.45	0	-1	-1	-1
700011	7001	5	45.16	101.07	-1.14	0	-1	-1	-1
700012	7002	1	88	129	-3.28	0	-1	-1	-1
700013	7003	2	20.1	71	-0.07	0	-1	-1	-1
700014	7004	4	45	53	0.78	0	-1	-1	-1
700015	7005	6	13.19	101.44	-1.28	0	-1	-1	-1
700016	7006	7	90	124.06	-3	0	-1	-1	-1
700017	7007	8	136	107	-3.14	0	-1	-1	-1
702000	7200	3	132.4	47.8	-1	0	-1	-1	-1
702001	7200	3	110.2	58.2	-1	0	-1	-1	-1
702002	7200	3	159.8	100.4	-1	0	-1	-1	-1
702003	7200	3	151.1	136.2	-1	0	-1	-1	-1
702004	7200	3	139.7	150.8	-1	0	-1	-1	-1
702005	7200	3	138.7	162.9	-1	0	-1	-1	-1
702006	7200	3	131.1	173.2	-1	0	-1	-1	-1
702007	7200	3	126.5	162.8	-1	0	-1	-1	-1
702008	7200	3	137.7	64.6	-1	0	-1	-1	-1
702009	7200	3	110	11.2	-1	0	-1	-1	-1
702010	7200	3	56.8	17.7	-1	0	-1	-1	-1
702011	7200	3	19.5	29.9	-1	0	-1	-1	-1
702012	7200	3	28.4	169.2	-1	0	-1	-1	-1
702013	7200	3	85.2	181.4	-1	0	-1	-1	-1
702014	7200	3	134.6	44.2	-1	0	-1	-1	-1
702015	7200	3	128.1	172.8	-1	0	-1	-1	-1
702016	7200	3	97.7	132.2	-1	0	-1	-1	-1
702017	7200	3	52.3	17.3	-1	0	-1	-1	-1
702018	7200	3	108.9	15.4	-1	0	-1	-1	-1
702019	7200	3	150.3	77.1	-1	0	-1	-1	-1
720010	7201	5	-1	-1	-1	0	-1	-1	-1
720011	7201	5	-1	-1	-1	0	-1	-1	-1
720012	7201	5	-1	-1	-1	0	-1	-1	-1
720013	7201	5	-1	-1	-1	0	-1	-1	-1
720014	7201	5	-1	-1	-1	0	-1	-1	-1
720015	7201	5	-1	-1	-1	0	-1	-1	-1
720016	7201	5	-1	-1	-1	0	-1	-1	-1
720017	7201	5	-1	-1	-1	0	-1	-1	-1
720018	7201	5	-1	-1	-1	0	-1	-1	-1
720019	7201	5	-1	-1	-1	0	-1	-1	-1
720020	7201	5	127.2	19.9	-1	0	-1	-1	-1
720021	7201	5	128.4	17	-1	0	-1	-1	-1
720022	7201	5	36.6	122.1	-1	0	-1	-1	-1
720023	7201	5	31.2	24	-1	0	-1	-1	-1
720024	7201	5	136.9	40.6	-1	0	-1	-1	-1
720025	7201	5	22.6	112.6	-1	0	-1	-1	-1
720026	7201	5	64.2	39.7	-1	0	-1	-1	-1
720027	7201	5	135.7	120.2	-1	0	-1	-1	-1
720028	7201	5	84.9	118.5	-1	0	-1	-1	-1
720029	7201	5	108.7	29.3	-1	0	-1	-1	-1
720030	7201	5	40.3	60.8	-1	0	-1	-1	-1
720031	7201	5	41.8	16.1	-1	0	-1	-1	-1
720032	7201	5	101.7	126.8	-1	0	-1	-1	-1
720033	7201	5	25.3	99.6	-1	0	-1	-1	-1
720034	7201	5	35.7	124.4	-1	0	-1	-1	-1
720035	7201	5	27.7	46.6	-1	0	-1	-1	-1
720036	7201	5	69.8	18	-1	0	-1	-1	-1
720037	7201	5	95	17.4	-1	0	-1	-1	-1
720038	7201	5	139.7	81.3	-1	0	-1	-1	-1
720039	7201	5	30.1	27	-1	0	-1	-1	-1
720040	7202	1	37.6	32.6	-1	0	-1	-1	-1
720041	7202	1	39	34	-1	0	-1	-1	-1
720042	7202	1	82.3	63.6	-1	0	-1	-1	-1
720043	7202	1	96.9	91.2	-1	0	-1	-1	-1
720044	7202	1	37.2	48.4	-1	0	-1	-1	-1
720045	7202	1	101.2	110	-1	0	-1	-1	-1
720046	7202	1	101	60	-1	0	-1	-1	-1
720047	7202	1	27.3	53.1	-1	0	-1	-1	-1
720048	7202	1	46	110.4	-1	0	-1	-1	-1
720049	7202	1	51.4	126.5	-1	0	-1	-1	-1
720050	7202	1	93.3	127.1	-1	0	-1	-1	-1
720051	7202	1	81.2	127.1	-1	0	-1	-1	-1
720052	7202	1	84.9	65.7	-1	0	-1	-1	-1
720053	7202	1	65.9	26.1	-1	0	-1	-1	-1
720054	7202	1	154.1	100.1	-1	0	-1	-1	-1
720055	7202	1	154.9	94.9	-1	0	-1	-1	-1
720056	7202	1	152.2	130.5	-1	0	-1	-1	-1
720057	7202	1	154.7	126.6	-1	0	-1	-1	-1
720058	7202	1	26.8	71.8	-1	0	-1	-1	-1
720059	7202	1	96.5	27.8	-1	0	-1	-1	-1
720060	7203	2	20.8	59.8	-1	0	-1	-1	-1
720061	7203	2	25.2	64.1	-1	0	-1	-1	-1
720062	7203	2	104	20.8	-1	0	-1	-1	-1
720063	7203	2	40.9	119.9	-1	0	-1	-1	-1
720064	7203	2	68.1	119.2	-1	0	-1	-1	-1
720065	7203	2	66	79.8	-1	0	-1	-1	-1
720066	7203	2	19.6	108.7	-1	0	-1	-1	-1
720067	7203	2	68.3	100.8	-1	0	-1	-1	-1
720068	7203	2	21	74.1	-1	0	-1	-1	-1
720069	7203	2	132.6	52.1	-1	0	-1	-1	-1
720070	7203	2	61.3	24.2	-1	0	-1	-1	-1
720071	7203	2	52.9	120.4	-1	0	-1	-1	-1
720072	7203	2	66	67	-1	0	-1	-1	-1
720073	7203	2	89.7	53.5	-1	0	-1	-1	-1
720074	7203	2	49.5	101	-1	0	-1	-1	-1
720075	7203	2	22.6	107.9	-1	0	-1	-1	-1
720076	7203	2	64.9	119.7	-1	0	-1	-1	-1
720077	7203	2	119	81.1	-1	0	-1	-1	-1
720078	7203	2	43.4	40.9	-1	0	-1	-1	-1
720079	7203	2	47.4	42.8	-1	0	-1	-1	-1
720080	7204	4	92.4	9.8	-1	0	-1	-1	-1
720081	7204	4	98.5	35.5	-1	0	-1	-1	-1
720082	7204	4	43	85.7	-1	0	-1	-1	-1
720083	7204	4	95.4	37.6	-1	0	-1	-1	-1
720084	7204	4	44.4	57.2	-1	0	-1	-1	-1
720085	7204	4	47.2	57.2	-1	0	-1	-1	-1
720086	7204	4	30.7	28.1	-1	0	-1	-1	-1
720087	7204	4	18.5	72	-1	0	-1	-1	-1
720088	7204	4	18.9	30.2	-1	0	-1	-1	-1
720089	7204	4	57.6	39.4	-1	0	-1	-1	-1
720090	7204	4	47.8	42.7	-1	0	-1	-1	-1
720091	7204	4	94	48.4	-1	0	-1	-1	-1
720092	7204	4	56.1	74	-1	0	-1	-1	-1
720093	7204	4	82.1	8.9	-1	0	-1	-1	-1
720094	7204	4	81.1	67.4	-1	0	-1	-1	-1
720095	7204	4	54.9	102.2	-1	0	-1	-1	-1
720096	7204	4	47.3	9.1	-1	0	-1	-1	-1
720097	7204	4	43.2	98.4	-1	0	-1	-1	-1
720098	7204	4	45	101	-1	0	-1	-1	-1
720099	7204	4	46	85.7	-1	0	-1	-1	-1
720100	7205	6	83.5	24.6	-1	0	-1	-1	-1
720101	7205	6	33	75.6	-1	0	-1	-1	-1
720102	7205	6	31.5	54.5	-1	0	-1	-1	-1
720103	7205	6	16.4	108.7	-1	0	-1	-1	-1
720104	7205	6	19.6	108.8	-1	0	-1	-1	-1
720105	7205	6	51.9	67.9	-1	0	-1	-1	-1
720106	7205	6	28.9	51.5	-1	0	-1	-1	-1
720107	7205	6	33.8	78	-1	0	-1	-1	-1
720108	7205	6	12.3	62.9	-1	0	-1	-1	-1
720109	7205	6	15.7	33	-1	0	-1	-1	-1
720110	7205	6	87.8	70.8	-1	0	-1	-1	-1
720111	7205	6	18.6	98.6	-1	0	-1	-1	-1
720112	7205	6	50.5	66.2	-1	0	-1	-1	-1
720113	7205	6	58	18.2	-1	0	-1	-1	-1
720114	7205	6	19.1	31.2	-1	0	-1	-1	-1
720115	7205	6	85.2	13.2	-1	0	-1	-1	-1
720116	7205	6	67.7	53.5	-1	0	-1	-1	-1
720117	7205	6	65.6	55.3	-1	0	-1	-1	-1
720118	7205	6	74	58.5	-1	0	-1	-1	-1
720119	7205	6	73.6	16.5	-1	0	-1	-1	-1
720120	7206	7	32.5	20.5	-1	0	-1	-1	-1
720121	7206	7	37	61.9	-1	0	-1	-1	-1
720122	7206	7	97.6	26.6	-1	0	-1	-1	-1
720123	7206	7	120.5	32.7	-1	0	-1	-1	-1
720124	7206	7	123.8	30.4	-1	0	-1	-1	-1
720125	7206	7	140	61.9	-1	0	-1	-1	-1
720126	7206	7	107.1	89	-1	0	-1	-1	-1
720127	7206	7	138	112.8	-1	0	-1	-1	-1
720128	7206	7	92.3	133.1	-1	0	-1	-1	-1
720129	7206	7	108.9	128.7	-1	0	-1	-1	-1
720130	7206	7	65.4	129.6	-1	0	-1	-1	-1
720131	7206	7	51.9	127.52	-1	0	-1	-1	-1
720132	7206	7	35.1	98.2	-1	0	-1	-1	-1
720133	7206	7	31.1	49.5	-1	0	-1	-1	-1
720134	7206	7	17.5	65	-1	0	-1	-1	-1
720135	7206	7	19.2	79.8	-1	0	-1	-1	-1
720136	7206	7	42.1	76.7	-1	0	-1	-1	-1
720137	7206	7	87.3	100.7	-1	0	-1	-1	-1
720138	7206	7	112.3	61.4	-1	0	-1	-1	-1
720139	7206	7	37.9	119.65	-1	0	-1	-1	-1
720140	7207	9	-1	-1	-1	0	-1	-1	-1
720141	7207	9	-1	-1	-1	0	-1	-1	-1
720142	7207	9	-1	-1	-1	0	-1	-1	-1
720143	7207	9	-1	-1	-1	0	-1	-1	-1
720144	7207	9	-1	-1	-1	0	-1	-1	-1
720145	7207	9	-1	-1	-1	0	-1	-1	-1
720146	7207	9	-1	-1	-1	0	-1	-1	-1
720147	7207	9	-1	-1	-1	0	-1	-1	-1
720148	7207	9	-1	-1	-1	0	-1	-1	-1
720149	7207	9	-1	-1	-1	0	-1	-1	-1
720150	7207	9	-1	-1	-1	0	-1	-1	-1
720151	7207	9	-1	-1	-1	0	-1	-1	-1
720152	7207	9	-1	-1	-1	0	-1	-1	-1
720153	7207	9	-1	-1	-1	0	-1	-1	-1
720154	7207	9	-1	-1	-1	0	-1	-1	-1
720155	7207	9	-1	-1	-1	0	-1	-1	-1
720156	7207	9	-1	-1	-1	0	-1	-1	-1
720157	7207	9	-1	-1	-1	0	-1	-1	-1
720158	7207	9	-1	-1	-1	0	-1	-1	-1
720159	7207	9	-1	-1	-1	0	-1	-1	-1
730000	7300	3	-1	-1	-1	0	6	13	-1
730001	7301	3	-1	-1	-1	0	6	13	-1
730002	7302	5	-1	-1	-1	0	14	21	-1
730003	7303	5	-1	-1	-1	0	14	21	-1
730004	7304	1	-1	-1	-1	0	22	29	-1
730005	7305	1	-1	-1	-1	0	22	29	-1
730006	7306	2	-1	-1	-1	0	30	37	-1
730007	7307	2	-1	-1	-1	0	30	37	-1
730008	7308	4	51.18	28.41	-1	0	38	45	-1
730009	7309	4	94.6	85.1	-1	0	38	45	-1
730010	7310	6	-1	-1	-1	0	46	53	-1
730011	7311	6	-1	-1	-1	0	46	53	-1
730012	7312	7	130.9	69.2	-1	0	54	61	-1
730013	7313	7	47.5	96.9	-1	0	54	61	-1
730014	7314	9	-1	-1	-1	0	62	69	-1
730015	7315	9	-1	-1	-1	0	62	69	-1
800000	997	4000	12.25	11.76	0	1	-1	-1	-1
800001	997	4000	13.9	11.44	0	1	-1	-1	-1
800002	997	4000	10.66	11.31	0	1	-1	-1	-1
800003	997	0	-1	-1	0	1	-1	-1	-1
800004	997	0	-1	-1	0	1	-1	-1	-1
800005	997	0	-1	-1	0	1	-1	-1	-1
800006	997	0	-1	-1	0	1	-1	-1	-1
800007	997	0	-1	-1	0	1	-1	-1	-1
800008	80006	4000	12.21	44.05	-1.46	0	-1	-1	-1
800009	997	0	-1	-1	-1.46	1	-1	-1	-1
800010	997	0	-1	-1	0	1	-1	-1	-1
800011	997	0	-1	-1	0	1	-1	-1	-1
800012	997	0	-1	-1	0	1	-1	-1	-1
800013	997	9	74.59	84.85	0	1	-1	-1	-1
800014	80000	4000	11.5	15.64	-3	1	-1	-1	-1
800015	80000	4000	13.4	15.27	-3	1	-1	-1	-1
800016	80000	4000	11.59	17.6	-3	1	-1	-1	-1
800017	80000	4000	10.98	19.23	-3	1	-1	-1	-1
800018	80000	4000	11.72	20.97	-3	1	-1	-1	-1
800019	80000	4000	11.92	22.02	-3	1	-1	-1	-1
800020	80000	4000	12.87	21.84	-3	1	-1	-1	-1
800021	80000	4000	11.75	23.28	-3	1	-1	-1	-1
800022	80000	4000	13.12	24.73	-3	1	-1	-1	-1
800023	80000	4000	17.47	38.58	-3	1	-1	-1	-1
800024	80000	4000	13.63	38.21	-3	1	-1	-1	-1
800025	80001	4000	13.06	19.41	-3	1	-1	-1	-1
800026	80001	4000	12.04	20.43	-3	1	-1	-1	-1
800027	80001	4000	13.21	21.47	-3	1	-1	-1	-1
800028	80001	4000	13.46	22.77	-3	1	-1	-1	-1
800029	80001	4000	11.09	23.23	-3	1	-1	-1	-1
800030	80001	4000	11.38	24.71	-3	1	-1	-1	-1
800031	80001	4000	12.61	25.57	-3	1	-1	-1	-1
800032	80001	4000	12.96	27.38	-3	1	-1	-1	-1
800033	80001	4000	12.07	28.77	-3	1	-1	-1	-1
800034	80001	4000	12.79	22.67	-3	1	-1	-1	-1
800035	80001	4000	13.9	16.47	-3	1	-1	-1	-1
800036	80001	4000	13.08	17.59	-3	1	-1	-1	-1
800037	80001	4000	12	22.51	-3	1	-1	-1	-1
800038	80001	4000	7.96	42.33	-3	1	-1	-1	-1
800039	80001	4000	8.22	47.68	-3	1	-1	-1	-1
800040	80001	4000	16.42	48.49	-3	1	-1	-1	-1
800041	80001	4000	17.46	42.82	-3	1	-1	-1	-1
800042	80001	4000	18.16	38.97	-3	1	-1	-1	-1
800043	80001	0	-1	-1	-3	1	-1	-1	-1
800044	80001	0	-1	-1	-3	1	-1	-1	-1
800045	80001	0	-1	-1	-3	1	-1	-1	-1
800046	80001	0	-1	-1	-3	1	-1	-1	-1
800047	80002	4000	12.94	27.78	-3	1	-1	-1	-1
800048	80002	4000	13.27	29.51	-3	1	-1	-1	-1
800049	80002	4000	13.48	30.59	-3	1	-1	-1	-1
800050	80002	4000	11.99	31.7	-3	1	-1	-1	-1
800051	80002	4000	11.57	32.73	-3	1	-1	-1	-1
800052	80002	4000	11.83	34.1	-3	1	-1	-1	-1
800053	80002	4000	13.65	33.75	-3	1	-1	-1	-1
800054	80002	4000	14.05	35.8	-3	1	-1	-1	-1
800055	80002	4000	11.02	36.69	-3	1	-1	-1	-1
800056	80002	4000	12.34	36.93	-3	1	-1	-1	-1
800057	80002	4000	10.22	40.45	-3	1	-1	-1	-1
800058	80002	4000	15.05	43.62	1.2	1	-1	-1	-1
800059	80002	4000	5.87	40.55	1.3	1	-1	-1	-1
800060	80002	0	-1	-1	1.5	1	-1	-1	-1
800061	80002	0	-1	-1	-4.38	1	-1	-1	-1
800062	80002	0	-1	-1	-4.08	1	-1	-1	-1
800063	80002	0	-1	-1	-3.78	1	-1	-1	-1
800064	80002	0	-1	-1	-3.68	1	-1	-1	-1
800065	80002	0	-1	-1	-3.58	1	-1	-1	-1
800066	80002	0	-1	-1	-3.28	1	-1	-1	-1
800067	80002	0	-1	-1	-2.78	1	-1	-1	-1
800068	80003	9	74.73	79.11	-3	1	-1	-1	-1
800069	80003	9	73.77	78.7	-3	1	-1	-1	-1
800070	80003	9	71.8	78.37	-3	1	-1	-1	-1
800071	80003	9	72	76.63	-3	1	-1	-1	-1
800072	80003	9	74.66	79.21	-3	1	-1	-1	-1
800073	80003	9	74.5	79	-3	1	-1	-1	-1
800074	80003	9	74.73	79.11	-3	1	-1	-1	-1
800075	80003	9	73.77	78.7	-3	1	-1	-1	-1
800076	80003	9	71.8	78.37	-3	1	-1	-1	-1
800077	80003	9	72	76.63	-3	1	-1	-1	-1
800078	80003	9	74.66	79.21	-3	1	-1	-1	-1
800079	80003	9	74.5	79	-3	1	-1	-1	-1
800080	80003	9	74.73	79.11	-3	1	-1	-1	-1
800081	80003	9	73.77	78.7	-3	1	-1	-1	-1
800082	80003	9	71.8	78.37	-3	1	-1	-1	-1
800083	80003	9	72	76.63	3.14	1	-1	-1	-1
800084	80003	9	74.66	79.21	3.8	1	-1	-1	-1
800085	80003	9	72.84	75.17	1.2	1	-1	-1	-1
800086	80003	9	73	68	1.3	1	-1	-1	-1
800087	80003	9	73.47	77.06	1.5	1	-1	-1	-1
800088	80003	9	71.5	76.73	-4.38	1	-1	-1	-1
800089	80003	9	71.7	74.99	-4.08	1	-1	-1	-1
800090	80003	9	71.85	73.42	-3.78	1	-1	-1	-1
800091	80003	4000	12.41	47.72	-3.68	0	-1	-1	-1
800092	80104	9	72	87	-3	1	-1	-1	-1
800093	80104	9	72.52	87.04	-3	1	-1	-1	-1
800094	80104	9	71.5	90	-3	1	-1	-1	-1
800095	80004	9	71.66	94.87	2.7	1	-1	-1	-1
800096	80004	9	74.79	93.9	-3.28	1	-1	-1	-1
800097	80004	9	72.67	92.92	-2.78	1	-1	-1	-1
800098	80004	9	69.95	92.59	-3.14	1	-1	-1	-1
800099	80004	9	75.48	92.78	-2.48	1	-1	-1	-1
800100	80004	9	72.81	91.75	1.2	1	-1	-1	-1
800101	80004	4000	12.41	47.72	1.3	0	-1	-1	-1
800102	80105	9	72.52	89.1	-3	1	-1	-1	-1
800103	80105	9	75.2	88.9	-3	1	-1	-1	-1
800104	80105	9	72	89	-3	1	-1	-1	-1
800105	80105	9	72.52	87.04	-3	1	-1	-1	-1
800106	80105	9	71.5	90	-3	1	-1	-1	-1
800107	80105	9	72	87	-3	1	-1	-1	-1
800108	80005	9	68.71	91.61	1.5	1	-1	-1	-1
800109	80005	9	77.21	91.26	-4.38	1	-1	-1	-1
800110	80005	9	71.66	94.87	-4.08	1	-1	-1	-1
800111	80005	9	74.79	93.9	-3.78	1	-1	-1	-1
800112	80005	9	72.67	92.92	-3.68	1	-1	-1	-1
800113	80005	9	69.95	92.59	-3.58	1	-1	-1	-1
800114	80005	9	75.48	92.78	-3.28	1	-1	-1	-1
800115	80005	9	67.6	91.63	-2.78	1	-1	-1	-1
800116	80005	4000	12.41	47.72	-3.14	0	-1	-1	-1
800500	997	4001	12.25	11.76	0	1	-1	-1	-1
800501	997	4001	13.9	11.44	0	1	-1	-1	-1
800502	997	4001	10.66	11.31	0	1	-1	-1	-1
800503	997	0	-1	-1	0	1	-1	-1	-1
800504	997	0	-1	-1	0	1	-1	-1	-1
800505	997	0	-1	-1	0	1	-1	-1	-1
800506	997	0	-1	-1	0	1	-1	-1	-1
800507	997	0	-1	-1	0	1	-1	-1	-1
800508	80106	4001	12.21	44.05	-1.46	0	-1	-1	-1
800509	997	0	-1	-1	-1.46	1	-1	-1	-1
800510	997	0	-1	-1	0	1	-1	-1	-1
800511	997	0	-1	-1	0	1	-1	-1	-1
800512	997	0	-1	-1	0	1	-1	-1	-1
800513	997	9	74.59	84.85	0	1	-1	-1	-1
800514	80100	4001	11.5	15.64	-3	1	-1	-1	-1
800515	80100	4001	13.4	15.27	-3	1	-1	-1	-1
800516	80100	4001	11.59	17.6	-3	1	-1	-1	-1
800517	80100	4001	10.98	19.23	-3	1	-1	-1	-1
800518	80100	4001	11.72	20.97	-3	1	-1	-1	-1
800519	80100	4001	11.92	22.02	-3	1	-1	-1	-1
800520	80100	4001	12.87	21.84	-3	1	-1	-1	-1
800521	80100	4001	11.75	23.28	-3	1	-1	-1	-1
800522	80100	4001	13.12	24.73	-3	1	-1	-1	-1
800523	80100	4001	17.47	38.58	-3	1	-1	-1	-1
800524	80100	4001	13.63	38.21	-3	1	-1	-1	-1
800525	80101	4001	13.06	19.41	-3	1	-1	-1	-1
800526	80101	4001	12.04	20.43	-3	1	-1	-1	-1
800527	80101	4001	13.21	21.47	-3	1	-1	-1	-1
800528	80101	4001	13.46	22.77	-3	1	-1	-1	-1
800529	80101	4001	11.09	23.23	-3	1	-1	-1	-1
800530	80101	4001	11.38	24.71	-3	1	-1	-1	-1
800531	80101	4001	12.61	25.57	-3	1	-1	-1	-1
800532	80101	4001	12.96	27.38	-3	1	-1	-1	-1
800533	80101	4001	12.07	28.77	-3	1	-1	-1	-1
800534	80101	4001	12.79	22.67	-3	1	-1	-1	-1
800535	80101	4001	13.9	16.47	-3	1	-1	-1	-1
800536	80101	4001	13.08	17.59	-3	1	-1	-1	-1
800537	80101	4001	12	22.51	-3	1	-1	-1	-1
800538	80101	4001	7.96	42.33	-3	1	-1	-1	-1
800539	80101	4001	8.22	47.68	-3	1	-1	-1	-1
800540	80101	4001	16.42	48.49	-3	1	-1	-1	-1
800541	80101	4001	17.46	42.82	-3	1	-1	-1	-1
800542	80101	4001	18.16	38.97	-3	1	-1	-1	-1
800543	80101	0	-1	-1	-3	1	-1	-1	-1
800544	80101	0	-1	-1	-3	1	-1	-1	-1
800545	80101	0	-1	-1	-3	1	-1	-1	-1
800546	80101	0	-1	-1	-3	1	-1	-1	-1
800547	80102	4001	12.94	27.78	-3	1	-1	-1	-1
800548	80102	4001	13.27	29.51	-3	1	-1	-1	-1
800549	80102	4001	13.48	30.59	-3	1	-1	-1	-1
800550	80102	4001	11.99	31.7	-3	1	-1	-1	-1
800551	80102	4001	11.57	32.73	-3	1	-1	-1	-1
800552	80102	4001	11.83	34.1	-3	1	-1	-1	-1
800553	80102	4001	13.65	33.75	-3	1	-1	-1	-1
800554	80102	4001	14.05	35.8	-3	1	-1	-1	-1
800555	80102	4001	11.02	36.69	-3	1	-1	-1	-1
800556	80102	4001	12.34	36.93	-3	1	-1	-1	-1
800557	80102	4001	10.22	40.45	-3	1	-1	-1	-1
800558	80102	4001	15.05	43.62	1.2	1	-1	-1	-1
800559	80102	4001	5.87	40.55	1.3	1	-1	-1	-1
800560	80102	0	-1	-1	1.5	1	-1	-1	-1
800561	80102	0	-1	-1	-4.38	1	-1	-1	-1
800562	80102	0	-1	-1	-4.08	1	-1	-1	-1
800563	80102	0	-1	-1	-3.78	1	-1	-1	-1
800564	80102	0	-1	-1	-3.68	1	-1	-1	-1
800565	80102	0	-1	-1	-3.58	1	-1	-1	-1
800566	80102	0	-1	-1	-3.28	1	-1	-1	-1
800567	80102	0	-1	-1	-2.78	1	-1	-1	-1
800568	80103	9	74.73	79.11	-3	1	-1	-1	-1
800569	80103	9	73.77	78.7	-3	1	-1	-1	-1
800570	80103	9	71.8	78.37	-3	1	-1	-1	-1
800571	80103	9	72	76.63	-3	1	-1	-1	-1
800572	80103	9	74.66	79.21	-3	1	-1	-1	-1
800573	80103	9	74.5	79	-3	1	-1	-1	-1
800574	80103	9	74.73	79.11	-3	1	-1	-1	-1
800575	80103	9	73.77	78.7	-3	1	-1	-1	-1
800576	80103	9	71.8	78.37	-3	1	-1	-1	-1
800577	80103	9	72	76.63	-3	1	-1	-1	-1
800578	80103	9	74.66	79.21	-3	1	-1	-1	-1
800579	80103	9	74.5	79	-3	1	-1	-1	-1
800580	80103	9	74.73	79.11	-3	1	-1	-1	-1
800581	80103	9	73.77	78.7	-3	1	-1	-1	-1
800582	80103	9	71.8	78.37	-3	1	-1	-1	-1
800583	80103	9	72	76.63	3.14	1	-1	-1	-1
800584	80103	9	74.66	79.21	3.8	1	-1	-1	-1
800585	80103	9	72.84	75.17	1.2	1	-1	-1	-1
800586	80103	9	73	68	1.3	1	-1	-1	-1
800587	80103	9	73.47	77.06	1.5	1	-1	-1	-1
800588	80103	9	71.5	76.73	-4.38	1	-1	-1	-1
800589	80103	9	71.7	74.99	-4.08	1	-1	-1	-1
800590	80103	9	71.85	73.42	-3.78	1	-1	-1	-1
800591	80103	4001	12.41	47.72	-3.68	0	-1	-1	-1
800592	80104	9	72	87	-3	1	-1	-1	-1
800593	80104	9	72.52	87.04	-3	1	-1	-1	-1
800594	80104	9	71.5	90	-3	1	-1	-1	-1
800595	80104	9	71.66	94.87	2.7	1	-1	-1	-1
800596	80104	9	74.79	93.9	-3.28	1	-1	-1	-1
800597	80104	9	72.67	92.92	-2.78	1	-1	-1	-1
800598	80104	9	69.95	92.59	-3.14	1	-1	-1	-1
800599	80104	9	75.48	92.78	-2.48	1	-1	-1	-1
800600	80104	9	72.81	91.75	1.2	1	-1	-1	-1
800601	80104	4001	12.41	47.72	1.3	0	-1	-1	-1
800602	80105	9	72.52	89.1	-3	1	-1	-1	-1
