INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
80202	骷灵战士	2	80202	0	2	120	10	10	10	10	1115	1275	1115	1275	38	457	457	0	55417	100	0	12000	0	20000	909	531	0	0	0	0	450	0	0	0	0	0	0	0	3004	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80203	骷灵兽	3	80203	0	2	120	10	10	10	10	1115	1275	1115	1275	38	457	457	0	110835	100	0	12000	0	20000	909	531	0	0	0	0	450	0	0	0	0	0	0	0	3005	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80204	骷灵巫师	3	80204	0	2	120	10	10	10	10	1115	1275	1115	1275	38	457	457	0	110835	100	0	12000	0	20000	909	531	0	0	0	0	450	0	0	0	0	0	0	0	3006	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80205	骷灵骑士	3	80205	0	2	120	10	10	10	10	1115	1275	1115	1275	38	457	457	0	110835	100	0	12000	0	20000	909	531	0	0	0	0	450	0	0	0	0	0	0	0	3007	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80206	传送门	1	80206	0	2	125	10	10	10	10	1669	1844	1669	1844	42	496	496	0	315298	500	0	12000	0	20000	988	574	0	0	0	0	450	0	0	0	0	0	0	0	1000	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80207	堡垒大门	1	80207	0	2	125	10	10	10	10	1669	1844	1669	1844	42	496	496	0	315298	500	0	12000	0	20000	988	574	0	0	0	0	450	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80300	铁面战士	2	80300	0	2	150	10	10	10	10	2149	2456	2149	2456	72	825	825	0	134544	100	0	12000	0	20000	1340	864	0	0	0	0	450	0	0	0	0	0	0	0	3002	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80301	铁面巫师	2	80301	0	2	150	10	10	10	10	2149	2456	2149	2456	72	825	825	0	134544	100	0	12000	0	20000	1340	864	0	0	0	0	450	0	0	0	0	0	0	0	3003	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80302	骷灵战士	2	80302	0	2	150	10	10	10	10	2149	2456	2149	2456	72	825	825	0	134544	100	0	12000	0	20000	1340	864	0	0	0	0	450	0	0	0	0	0	0	0	3004	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80303	骷灵兽	3	80303	0	2	150	10	10	10	10	2149	2456	2149	2456	72	825	825	0	269090	100	0	12000	0	20000	1340	864	0	0	0	0	450	0	0	0	0	0	0	0	3005	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80304	骷灵巫师	3	80304	0	2	150	10	10	10	10	2149	2456	2149	2456	72	825	825	0	269090	100	0	12000	0	20000	1340	864	0	0	0	0	450	0	0	0	0	0	0	0	3006	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80305	骷灵骑士	3	80305	0	2	150	10	10	10	10	2149	2456	2149	2456	72	825	825	0	269090	100	0	12000	0	20000	1340	864	0	0	0	0	450	0	0	0	0	0	0	0	3007	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80306	传送门	1	80306	0	2	155	10	10	10	10	3112	3440	3112	3440	77	877	877	0	744286	500	0	12000	0	20000	1407	913	0	0	0	0	450	0	0	0	0	0	0	0	1000	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80307	堡垒大门	1	80307	0	2	155	10	10	10	10	3112	3440	3112	3440	77	877	877	0	744286	500	0	12000	0	20000	1407	913	0	0	0	0	450	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80400	铁面战士	2	80400	0	2	200	10	10	10	10	3872	4425	3872	4425	128	1445	1445	0	339914	100	0	12000	0	20000	2069	2802	0	0	0	0	450	0	0	0	0	0	0	0	3002	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80401	铁面巫师	2	80401	0	2	200	10	10	10	10	3872	4425	3872	4425	128	1445	1445	0	339914	100	0	12000	0	20000	2069	2802	0	0	0	0	450	0	0	0	0	0	0	0	3003	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80402	骷灵战士	2	80402	0	2	200	10	10	10	10	3872	4425	3872	4425	128	1445	1445	0	339914	100	0	12000	0	20000	2069	2802	0	0	0	0	450	0	0	0	0	0	0	0	3004	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80403	骷灵兽	3	80403	0	2	200	10	10	10	10	3872	4425	3872	4425	128	1445	1445	0	679829	100	0	12000	0	20000	2069	2802	0	0	0	0	450	0	0	0	0	0	0	0	3005	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80404	骷灵巫师	3	80404	0	2	200	10	10	10	10	3872	4425	3872	4425	128	1445	1445	0	679829	100	0	12000	0	20000	2069	2802	0	0	0	0	450	0	0	0	0	0	0	0	3006	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80405	骷灵骑士	3	80405	0	2	200	10	10	10	10	3872	4425	3872	4425	128	1445	1445	0	679829	100	0	12000	0	20000	2069	2802	0	0	0	0	450	0	0	0	0	0	0	0	3007	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80406	传送门	1	80406	0	2	205	10	10	10	10	5478	6055	5478	6055	133	1504	1504	0	1817959	500	0	12000	0	20000	2145	2900	0	0	0	0	450	0	0	0	0	0	0	0	1000	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80407	堡垒大门	1	80407	0	2	205	10	10	10	10	5478	6055	5478	6055	133	1504	1504	0	1817959	500	0	12000	0	20000	2145	2900	0	0	0	0	450	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80500	铁面战士	2	80500	0	2	250	10	10	10	10	5680	6491	5680	6491	186	2093	2093	0	638652	100	0	12000	0	20000	2877	3822	0	0	0	0	450	0	0	0	0	0	0	0	3002	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80501	铁面巫师	2	80501	0	2	250	10	10	10	10	5680	6491	5680	6491	186	2093	2093	0	638652	100	0	12000	0	20000	2877	3822	0	0	0	0	450	0	0	0	0	0	0	0	3003	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80502	骷灵战士	2	80502	0	2	250	10	10	10	10	5680	6491	5680	6491	186	2093	2093	0	638652	100	0	12000	0	20000	2877	3822	0	0	0	0	450	0	0	0	0	0	0	0	3004	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80503	骷灵兽	3	80503	0	2	250	10	10	10	10	5680	6491	5680	6491	186	2093	2093	0	1277304	100	0	12000	0	20000	2877	3822	0	0	0	0	450	0	0	0	0	0	0	0	3005	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80504	骷灵巫师	3	80504	0	2	250	10	10	10	10	5680	6491	5680	6491	186	2093	2093	0	1277304	100	0	12000	0	20000	2877	3822	0	0	0	0	450	0	0	0	0	0	0	0	3006	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80505	骷灵骑士	3	80505	0	2	250	10	10	10	10	5680	6491	5680	6491	186	2093	2093	0	1277304	100	0	12000	0	20000	2877	3822	0	0	0	0	450	0	0	0	0	0	0	0	3007	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80506	传送门	1	80506	0	2	255	10	10	10	10	8019	8863	8019	8863	193	2176	2176	0	3410249	500	0	12000	0	20000	2966	3948	0	0	0	0	450	0	0	0	0	0	0	0	1000	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80507	堡垒大门	1	80507	0	2	255	10	10	10	10	8019	8863	8019	8863	193	2176	2176	0	3410249	500	0	12000	0	20000	2966	3948	0	0	0	0	450	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80600	铁面战士	2	80600	0	2	300	10	10	10	10	8245	9423	8245	9423	268	3016	3016	0	1196510	100	0	12000	0	20000	3806	5173	0	0	0	0	450	0	0	0	0	0	0	0	3002	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80601	铁面巫师	2	80601	0	2	300	10	10	10	10	8245	9423	8245	9423	268	3016	3016	0	1196510	100	0	12000	0	20000	3806	5173	0	0	0	0	450	0	0	0	0	0	0	0	3003	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80602	骷灵战士	2	80602	0	2	300	10	10	10	10	8245	9423	8245	9423	268	3016	3016	0	1196510	100	0	12000	0	20000	3806	5173	0	0	0	0	450	0	0	0	0	0	0	0	3004	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80603	骷灵兽	3	80603	0	2	300	10	10	10	10	8245	9423	8245	9423	268	3016	3016	0	2393023	100	0	12000	0	20000	3806	5173	0	0	0	0	450	0	0	0	0	0	0	0	3005	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80604	骷灵巫师	3	80604	0	2	300	10	10	10	10	8245	9423	8245	9423	268	3016	3016	0	2393023	100	0	12000	0	20000	3806	5173	0	0	0	0	450	0	0	0	0	0	0	0	3006	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80605	骷灵骑士	3	80605	0	2	300	10	10	10	10	8245	9423	8245	9423	268	3016	3016	0	2393023	100	0	12000	0	20000	3806	5173	0	0	0	0	450	0	0	0	0	0	0	0	3007	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80606	传送门	1	80606	0	2	305	10	10	10	10	11585	12804	11585	12804	277	3121	3121	0	6349252	500	0	12000	0	20000	3904	5319	0	0	0	0	450	0	0	0	0	0	0	0	1000	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80607	堡垒大门	1	80607	0	2	305	10	10	10	10	11585	12804	11585	12804	277	3121	3121	0	6349252	500	0	12000	0	20000	3904	5319	0	0	0	0	450	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80700	铁面战士	2	80700	0	2	350	10	10	10	10	11466	13105	11466	13105	368	4158	4158	0	2103995	100	0	12000	0	20000	4838	6742	0	0	0	0	450	0	0	0	0	0	0	0	3002	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80701	铁面巫师	2	80701	0	2	350	10	10	10	10	11466	13105	11466	13105	368	4158	4158	0	2103995	100	0	12000	0	20000	4838	6742	0	0	0	0	450	0	0	0	0	0	0	0	3003	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80702	骷灵战士	2	80702	0	2	350	10	10	10	10	11466	13105	11466	13105	368	4158	4158	0	2103995	100	0	12000	0	20000	4838	6742	0	0	0	0	450	0	0	0	0	0	0	0	3004	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80703	骷灵兽	3	80703	0	2	350	10	10	10	10	11466	13105	11466	13105	368	4158	4158	0	4207992	100	0	12000	0	20000	4838	6742	0	0	0	0	450	0	0	0	0	0	0	0	3005	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80704	骷灵巫师	3	80704	0	2	350	10	10	10	10	11466	13105	11466	13105	368	4158	4158	0	4207992	100	0	12000	0	20000	4838	6742	0	0	0	0	450	0	0	0	0	0	0	0	3006	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80705	骷灵骑士	3	80705	0	2	350	10	10	10	10	11466	13105	11466	13105	368	4158	4158	0	4207992	100	0	12000	0	20000	4838	6742	0	0	0	0	450	0	0	0	0	0	0	0	3007	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80706	传送门	1	80706	0	2	355	10	10	10	10	16053	17742	16053	17742	380	4283	4283	0	11084301	500	0	12000	0	20000	4947	6911	0	0	0	0	450	0	0	0	0	0	0	0	1000	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80707	堡垒大门	1	80707	0	2	355	10	10	10	10	16053	17742	16053	17742	380	4283	4283	0	11084301	500	0	12000	0	20000	4947	6911	0	0	0	0	450	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80800	铁面战士	2	80800	0	2	400	10	10	10	10	15376	17572	15376	17572	489	5511	5511	0	3480495	100	0	12000	0	20000	6155	8863	0	0	0	0	450	0	0	0	0	0	0	0	3002	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80801	铁面巫师	2	80801	0	2	400	10	10	10	10	15376	17572	15376	17572	489	5511	5511	0	3480495	100	0	12000	0	20000	6155	8863	0	0	0	0	450	0	0	0	0	0	0	0	3003	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80802	骷灵战士	2	80802	0	2	400	10	10	10	10	15376	17572	15376	17572	489	5511	5511	0	3480495	100	0	12000	0	20000	6155	8863	0	0	0	0	450	0	0	0	0	0	0	0	3004	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80803	骷灵兽	3	80803	0	2	400	10	10	10	10	15376	17572	15376	17572	489	5511	5511	0	3480495	100	0	12000	0	20000	6155	8863	0	0	0	0	450	0	0	0	0	0	0	0	3005	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80804	骷灵巫师	3	80804	0	2	400	10	10	10	10	15376	17572	15376	17572	489	5511	5511	0	3480495	100	0	12000	0	20000	6155	8863	0	0	0	0	450	0	0	0	0	0	0	0	3006	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80805	骷灵骑士	3	80805	0	2	400	10	10	10	10	15376	17572	15376	17572	489	5511	5511	0	3480495	100	0	12000	0	20000	6155	8863	0	0	0	0	450	0	0	0	0	0	0	0	3007	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80806	传送门	1	80806	0	2	400	10	10	10	10	20868	23064	20868	23064	489	5511	5511	0	17402478	500	0	12000	0	20000	6155	8863	0	0	0	0	450	0	0	0	0	0	0	0	1000	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
80807	堡垒大门	1	80807	0	2	400	10	10	10	10	20868	23064	20868	23064	489	5511	5511	0	17402478	500	0	12000	0	20000	6155	8863	0	0	0	0	450	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85000	犀牛兽	2	85000	0	2	38	10	10	10	10	225	258	225	258	1	71	71	0	1144	100	0	12000	0	20000	50	72	0	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85001	魔狼	2	85001	0	2	40	10	10	10	10	267	304	267	304	2	75	75	0	1329	100	0	12000	0	20000	67	81	0	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85002	蛮荒巨人	2	85002	0	2	42	10	10	10	10	285	325	285	325	2	77	77	0	1452	100	0	12000	0	20000	74	86	0	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85003	骨兵	2	85003	0	2	42	10	10	10	10	285	325	285	325	2	77	77	0	1452	100	0	12000	0	20000	74	86	0	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85004	半兽人	2	85004	0	2	42	10	10	10	10	285	325	285	325	2	77	77	0	1452	100	0	12000	0	20000	74	86	0	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85005	金属荒古魔魂	3	85005	0	2	44	10	10	10	10	823	912	823	912	100	80	80	0	21077	500	0	12000	0	20000	82	91	0	0	0	0	300	0	0	0	0	0	0	0	1060	1004	1083	5084	5085	5086	5087	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85100	犀牛兽	2	85100	0	2	50	10	10	10	10	397	453	397	453	4	91	91	0	2820	100	0	12000	0	20000	127	114	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85101	魔狼	2	85101	0	2	50	10	10	10	10	397	453	397	453	4	91	91	0	2820	100	0	12000	0	20000	127	114	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85102	蛮荒巨人	2	85102	0	2	50	10	10	10	10	397	453	397	453	4	91	91	0	2820	100	0	12000	0	20000	127	114	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85103	骨兵	2	85103	0	2	50	10	10	10	10	397	453	397	453	4	91	91	0	2820	100	0	12000	0	20000	127	114	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85104	半兽人	2	85104	0	2	50	10	10	10	10	397	453	397	453	4	91	91	0	2820	100	0	12000	0	20000	127	114	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85105	金属荒古魔魂	3	85105	0	2	55	10	10	10	10	1279	1413	1279	1413	150	102	102	0	69262	500	0	12000	0	20000	153	129	0	0	0	0	300	0	0	0	0	0	0	0	1060	1004	4014	5088	5089	5090	5091	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85200	雪魔虫	2	85200	0	2	100	10	10	10	10	689	787	689	787	21	319	319	0	17384	100	0	12000	0	20000	561	351	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85201	蓝魔巨人	2	85201	0	2	100	10	10	10	10	689	787	689	787	21	319	319	0	17384	100	0	12000	0	20000	561	351	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85202	暗影战士	2	85202	0	2	100	10	10	10	10	689	787	689	787	21	319	319	0	17384	100	0	12000	0	20000	561	351	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85203	霜雪巨人	2	85203	0	2	100	10	10	10	10	689	787	689	787	21	319	319	0	17384	100	0	12000	0	20000	561	351	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85204	霜雪巨人王	2	85204	0	2	100	10	10	10	10	689	787	689	787	21	319	319	0	17384	100	0	12000	0	20000	561	351	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85205	金属荒古魔魂	3	85205	0	2	105	10	10	10	10	2216	2449	2216	2449	250	354	354	0	513906	500	0	12000	0	20000	695	412	0	0	0	0	300	0	0	0	0	0	0	0	1060	1004	4014	5092	5093	5094	5095	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85300	亡灵	2	85300	0	2	150	10	10	10	10	2149	2456	2149	2456	72	825	825	0	74747	100	0	12000	0	20000	1340	864	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85301	噬魂巨人	2	85301	0	2	150	10	10	10	10	2149	2456	2149	2456	72	825	825	0	74747	100	0	12000	0	20000	1340	864	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85302	幻影蜘蛛	2	85302	0	2	150	10	10	10	10	2149	2456	2149	2456	72	825	825	0	74747	100	0	12000	0	20000	1340	864	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85303	毒牛兽	2	85303	0	2	150	10	10	10	10	2149	2456	2149	2456	72	825	825	0	74747	100	0	12000	0	20000	1340	864	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85304	魔域战士	2	85304	0	2	150	10	10	10	10	2149	2456	2149	2456	72	825	825	0	74747	100	0	12000	0	20000	1340	864	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85305	金属荒古魔魂	3	85305	0	2	155	10	10	10	10	4581	4874	4581	4874	500	877	877	0	1653970	500	0	12000	0	20000	1407	913	0	0	0	0	300	0	0	0	0	0	0	0	1060	1004	4014	5096	5097	5098	5099	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85400	银甲魔	2	85400	0	2	200	10	10	10	10	3872	4425	3872	4425	128	1445	1445	0	188840	100	0	12000	0	20000	2069	2802	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85401	幻影蜘蛛	2	85401	0	2	200	10	10	10	10	3872	4425	3872	4425	128	1445	1445	0	188840	100	0	12000	0	20000	2069	2802	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85402	石骨兽	2	85402	0	2	200	10	10	10	10	3872	4425	3872	4425	128	1445	1445	0	188840	100	0	12000	0	20000	2069	2802	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85403	恶魔	2	85403	0	2	200	10	10	10	10	3872	4425	3872	4425	128	1445	1445	0	188840	100	0	12000	0	20000	2069	2802	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85404	魔骑士	2	85404	0	2	200	10	10	10	10	3872	4425	3872	4425	128	1445	1445	0	188840	100	0	12000	0	20000	2069	2802	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85405	金属荒古魔魂	3	85405	0	2	205	10	10	10	10	7357	9246	7357	9246	750	1504	1504	0	4039907	500	0	12000	0	20000	2145	2900	0	0	0	0	300	0	0	0	0	0	0	0	1060	1004	4014	5100	5101	5102	5103	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85500	死亡美人鱼	2	85500	0	2	250	10	10	10	10	5680	6491	5680	6491	186	2093	2093	0	354805	100	0	12000	0	20000	2877	3822	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85501	碧蓝海妖	2	85501	0	2	250	10	10	10	10	5680	6491	5680	6491	186	2093	2093	0	354805	100	0	12000	0	20000	2877	3822	0	0	0	0	300	0	0	0	0	0	0	0	1019	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85502	大海怪	2	85502	0	2	250	10	10	10	10	5680	6491	5680	6491	186	2093	2093	0	354805	100	0	12000	0	20000	2877	3822	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
