INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
200021	22066	1	15	3	50	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200021	0
200022	24513	1	15	3	30	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200022	0
200023	22053	5	15	3	20	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200023	0
200024	21900	1	15	3	8	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200024	0
200025	22051	1	15	3	18	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200025	0
200026	24950	1	15	3	100	517	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200026	0
200027	23580	1	15	3	100	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200027	0
200028	23581	1	15	3	100	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200028	0
200029	23582	1	15	3	100	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200029	0
200030	27600	1	15	3	200	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200030	0
200031	23580	1	-1	3	100	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200031	0
200032	23581	1	-1	3	100	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200032	0
200033	23582	1	-1	3	100	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200033	0
200034	27600	1	-1	3	200	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200034	0
200035	22007	1	-1	3	300	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200035	0
300000	200503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300000	100
300001	204503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300001	100
300002	207503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300002	100
300003	208503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300003	100
300004	209503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300004	100
300005	300503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300005	100
300006	304503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300006	100
300007	307503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300007	100
300008	308503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300008	100
300009	309503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300009	100
300010	400503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300010	100
300011	404503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300011	100
300012	407503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300012	100
300013	408503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300013	100
300014	409503	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300014	100
300015	40200	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300015	200
300016	40201	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300016	200
300017	40202	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300017	200
300018	40203	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300018	200
300019	40204	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300019	200
300020	40205	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300020	200
300021	40206	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300021	200
300022	40207	1	1106	3	3888	-1	-1	-1	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	300022	0
