INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
5054	0	65123	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40118	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40057	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5060	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40200	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5061	1	0	40058	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5061	0	65200	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40201	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5062	1	0	40059	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5062	0	65201	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40202	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5063	1	0	40060	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5063	0	65202	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40203	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5064	1	0	40061	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5064	0	65203	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40205	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40062	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5070	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40210	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5071	1	0	40058	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5071	0	65210	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40211	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5072	1	0	40059	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5072	0	65211	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40212	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5073	1	0	40060	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5073	0	65212	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40213	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5074	1	0	40061	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5074	0	65213	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40215	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40062	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5080	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40220	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5081	1	0	40058	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5081	0	65220	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40221	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5082	1	0	40059	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5082	0	65221	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40222	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5083	1	0	40060	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5083	0	65222	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40223	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5084	1	0	40061	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5084	0	65223	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40225	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40062	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5090	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40226	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5091	1	0	40100	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5091	0	65224	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40227	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5092	1	0	40101	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5092	0	65225	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40228	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5093	1	0	40102	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5093	0	65226	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40229	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5094	1	0	40103	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5094	0	65227	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40231	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40104	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	50015	-1	0	4	50000	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	40029	40030	1	40028	40031	-1	-1	-1	-1	-1	-1	-1
6001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	50018	-1	0	4	50003	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	40029	40030	1	40028	40031	-1	-1	-1	-1	-1	-1	-1
6002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	50021	-1	0	4	50006	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	40029	40030	1	40028	40031	-1	-1	-1	-1	-1	-1	-1
6003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	50024	-1	0	4	50009	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	40029	40030	1	40028	40031	-1	-1	-1	-1	-1	-1	-1
6004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	50027	-1	0	4	50012	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	40029	40030	1	40028	40031	-1	-1	-1	-1	-1	-1	-1
6500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	224202	200	4	224203	200	5	224204	3	-1	-1	-1	-1
7000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3000	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7001	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000
7001	0	45001	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3000	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7002	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000
7002	0	45002	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3000	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2000
7100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3001	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7101	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7101	0	45004	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3001	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7102	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000
7102	0	45005	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3012	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3002	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7201	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000
7201	0	45006	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3007	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7202	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7202	0	45007	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3003	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3004	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3005	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7450	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3006	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3008	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7501	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000
7501	0	45008	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3009	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3010	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7699	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3011	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3011	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7800	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3013	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7850	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3014	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7851	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000
7851	0	45011	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3014	5	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000
7852	0	45011	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3015	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2000
7853	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3017	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000
7854	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	92	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2000
7855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3900	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7856	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3901	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7857	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3902	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7858	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3903	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7859	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3904	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7860	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3905	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3906	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7862	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3907	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7863	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3908	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7870	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3019	5	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7871	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2000
7871	0	45012	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3021	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2000
7900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4700	7	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7901	1	0	40011	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7901	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4700	7	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	0	40011	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7902	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8001	1	10	224302	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8002	1	6	224304	224310	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8003	1	10	224309	20	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8004	1	6	224304	224311	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8005	1	10	224309	20	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8006	1	6	224304	224312	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8007	1	10	224309	20	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8007	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8008	1	6	224304	224313	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8009	1	10	224309	20	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8010	1	6	224304	224314	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8010	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8011	1	10	224309	20	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8012	1	6	224304	224315	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8013	1	10	224309	20	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8014	1	6	224304	224316	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8015	1	10	224309	20	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8016	1	6	224304	224317	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8017	1	10	224309	20	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8017	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8018	1	6	224304	224318	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8018	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8019	1	10	224309	20	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8019	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8020	1	6	224304	224319	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8020	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8021	1	10	224309	20	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8022	1	6	224304	224320	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8022	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8023	1	10	224309	20	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8023	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8024	1	6	224304	224321	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8024	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8025	1	10	224309	20	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8026	1	6	224304	224322	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8026	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8027	1	10	224309	20	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8027	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8028	1	6	224304	224323	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8028	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8029	1	10	224309	20	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8029	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8030	1	6	224304	224324	9	224305	224306	7	224307	224308	-1	-1	-1	-1
8030	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	6	224304	224324	9	224305	224306	7	224307	224308	-1	-1	-1	-1
9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	11	41010	-1	11	41011	-1	11	41012	-1	12	-1	-1	-1
9001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	11	-1	-1	11	-1	-1	11	-1	-1	12	-1	-1	-1
10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	223200	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40076	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	223201	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40077	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	223202	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40078	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	223203	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40079	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	223204	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40080	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	223205	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40081	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	223206	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40082	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10007	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	223207	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40083	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11001	0	130088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	10	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12001	8	120000	-1	5	300000102	-1	-1	-1	-1	-1	-1	-1	3	120000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12002	1	10	300000014	300000019	13	300000007	300000015	7	300000008	300000016	14	300000014	-1	-1
12002	8	0	-1	9	-1	-1	1	999	-1	5	300000103	-1	3	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12003	0	10	300000088	300000019	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
