INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
208302	史诗的绿麟裤子	208002	0	4227081	1	10008	3	1	-1	-1	0	10	1728	1728	208302	-1	-1	-1	183208302	2	1	345	99999	1	10	0	0	3	31	-1	1	0	0	-1	43	52	0	6450
208303	史诗的黄金裤子	208003	0	4227081	1	10008	3	1	-1	-1	0	10	2592	2160	208303	-1	-1	-1	183208303	2	1	432	99999	1	10	0	0	3	32	-1	1	0	0	-1	76	91	0	11400
208304	史诗的白金裤子	208004	0	4227081	1	10008	3	1	-1	-1	0	10	3456	2880	208304	-1	-1	-1	183208304	2	1	576	99999	1	10	0	0	3	33	-1	1	0	0	-1	133	160	0	19950
208305	史诗的浴血裤子	208005	0	4227081	1	10008	3	1	-1	-1	0	10	4320	3600	208305	-1	-1	-1	183208305	2	1	720	99999	1	10	0	0	3	34	-1	1	0	0	-1	234	280	0	35100
208306	史诗的深渊裤子	208006	0	4227081	1	10008	3	1	-1	-1	0	10	5184	4320	208306	-1	-1	-1	183208306	2	1	864	99999	1	10	0	0	3	35	-1	1	0	0	-1	409	491	0	61350
208307	史诗的暗黑裤子	208007	0	4227081	1	10008	3	1	-1	-1	0	10	6048	5040	208307	-1	-1	-1	183208307	2	1	1008	99999	1	10	0	0	3	36	-1	1	0	0	-1	716	859	0	107400
208308	史诗的龙炎裤子	208008	0	4227081	1	10008	3	1	-1	-1	0	10	6912	5760	208308	-1	-1	-1	183208308	2	1	1152	99999	1	10	0	0	3	37	-1	1	0	0	-1	1253	1504	0	187950
208309	史诗的斗神裤子	208009	0	4227081	1	10008	3	1	-1	-1	0	10	7776	6480	208309	-1	-1	-1	183208309	2	1	1296	99999	1	10	0	0	3	38	-1	1	0	0	-1	2194	2632	0	329100
208310	史诗的勇气裤子	208010	0	4227081	1	10008	3	1	-1	-1	0	10	8640	7200	208310	-1	-1	-1	183208310	2	1	1440	99999	1	10	0	0	3	39	-1	1	0	0	-1	3839	4607	0	575850
208321	史诗的野猪裤子	208001	0	4227081	1	10008	3	1	-1	-1	0	10	864	1440	208321	-1	-1	-1	183208321	2	1	288	99999	1	10	0	0	3	30	-1	1	0	0	-1	25	30	0	3750
208322	史诗的绿麟裤子	208002	0	4227081	1	10008	3	1	-1	-1	0	10	1728	1728	208322	-1	-1	-1	183208322	2	1	345	99999	1	10	0	0	3	31	-1	1	0	0	-1	43	52	0	6450
208323	史诗的黄金裤子	208003	0	4227081	1	10008	3	1	-1	-1	0	10	2592	2160	208323	-1	-1	-1	183208323	2	1	432	99999	1	10	0	0	3	32	-1	1	0	0	-1	76	91	0	11400
208324	史诗的白金裤子	208004	0	4227081	1	10008	3	1	-1	-1	0	10	3456	2880	208324	-1	-1	-1	183208324	2	1	576	99999	1	10	0	0	3	33	-1	1	0	0	-1	133	160	0	19950
208325	史诗的浴血裤子	208005	0	4227081	1	10008	3	1	-1	-1	0	10	4320	3600	208325	-1	-1	-1	183208325	2	1	720	99999	1	10	0	0	3	34	-1	1	0	0	-1	234	280	0	35100
208326	史诗的深渊裤子	208006	0	4227081	1	10008	3	1	-1	-1	0	10	5184	4320	208326	-1	-1	-1	183208326	2	1	864	99999	1	10	0	0	3	35	-1	1	0	0	-1	409	491	0	61350
208327	史诗的暗黑裤子	208007	0	4227081	1	10008	3	1	-1	-1	0	10	6048	5040	208327	-1	-1	-1	183208327	2	1	1008	99999	1	10	0	0	3	36	-1	1	0	0	-1	716	859	0	107400
208328	史诗的龙炎裤子	208008	0	4227081	1	10008	3	1	-1	-1	0	10	6912	5760	208328	-1	-1	-1	183208328	2	1	1152	99999	1	10	0	0	3	37	-1	1	0	0	-1	1253	1504	0	187950
208329	史诗的斗神裤子	208009	0	4227081	1	10008	3	1	-1	-1	0	10	7776	6480	208329	-1	-1	-1	183208329	2	1	1296	99999	1	10	0	0	3	38	-1	1	0	0	-1	2194	2632	0	329100
208330	史诗的勇气裤子	208010	0	4227081	1	10008	3	1	-1	-1	0	10	8640	7200	208330	-1	-1	-1	183208330	2	1	1440	99999	1	10	0	0	3	39	-1	1	0	0	-1	3839	4607	0	575850
208401	真·史诗野猪裤子	208001	0	4227081	1	10008	4	1	-1	-1	0	10	1350	1800	208401	-1	-1	-1	184208401	2	1	360	99999	1	10	0	0	3	30	-1	1	0	0	-1	75	90	0	11250
208402	真·史诗绿麟裤子	208002	0	4227081	1	10008	4	1	-1	-1	0	10	2700	2160	208402	-1	-1	-1	184208402	2	1	432	99999	1	10	0	0	3	31	-1	1	0	0	-1	131	157	0	19650
208403	真·史诗黄金裤子	208003	0	4227081	1	10008	4	1	-1	-1	0	10	4050	2700	208403	-1	-1	-1	184208403	2	1	540	99999	1	10	0	0	3	32	-1	1	0	0	-1	229	275	0	34350
208404	真·史诗白金裤子	208004	0	4227081	1	10008	4	1	-1	-1	0	10	5400	3600	208404	-1	-1	-1	184208404	2	1	720	99999	1	10	0	0	3	33	-1	1	0	0	-1	401	481	0	60150
208405	真·史诗浴血裤子	208005	0	4227081	1	10008	4	1	-1	-1	0	10	6750	4500	208405	-1	-1	-1	184208405	2	1	900	99999	1	10	0	0	3	34	-1	1	0	0	-1	702	842	0	105300
208406	真·史诗深渊裤子	208006	0	4227081	1	10008	4	1	-1	-1	0	10	8100	5400	208406	-1	-1	-1	184208406	2	1	1080	99999	1	10	0	0	3	35	-1	1	0	0	-1	1228	1474	0	184200
208407	真·史诗暗黑裤子	208007	0	4227081	1	10008	4	1	-1	-1	0	10	9450	6300	208407	-1	-1	-1	184208407	2	1	1260	99999	1	10	0	0	3	36	-1	1	0	0	-1	2149	2579	0	322350
208408	真·史诗龙炎裤子	208008	0	4227081	1	10008	4	1	-1	-1	0	10	10800	7200	208408	-1	-1	-1	184208408	2	1	1440	99999	1	10	0	0	3	37	-1	1	0	0	-1	3761	4513	0	564150
208409	真·史诗斗神裤子	208009	0	4227081	1	10008	4	1	-1	-1	0	10	12150	8100	208409	-1	-1	-1	184208409	2	1	1620	99999	1	10	0	0	3	38	-1	1	0	0	-1	6582	7898	0	987300
208410	真·史诗勇气裤子	208010	0	4227081	1	10008	4	1	-1	-1	0	10	13500	9000	208410	-1	-1	-1	184208410	2	1	1800	99999	1	10	0	0	3	39	-1	1	0	0	-1	11518	13822	0	1727700
208421	真·史诗野猪裤子	208001	0	4227081	1	10008	4	1	-1	-1	0	10	1350	1800	208421	-1	-1	-1	184208421	2	1	360	99999	1	10	0	0	3	30	-1	1	0	0	-1	75	90	0	11250
208422	真·史诗绿麟裤子	208002	0	4227081	1	10008	4	1	-1	-1	0	10	2700	2160	208422	-1	-1	-1	184208422	2	1	432	99999	1	10	0	0	3	31	-1	1	0	0	-1	131	157	0	19650
208423	真·史诗黄金裤子	208003	0	4227081	1	10008	4	1	-1	-1	0	10	4050	2700	208423	-1	-1	-1	184208423	2	1	540	99999	1	10	0	0	3	32	-1	1	0	0	-1	229	275	0	34350
208424	真·史诗白金裤子	208004	0	4227081	1	10008	4	1	-1	-1	0	10	5400	3600	208424	-1	-1	-1	184208424	2	1	720	99999	1	10	0	0	3	33	-1	1	0	0	-1	401	481	0	60150
208425	真·史诗浴血裤子	208005	0	4227081	1	10008	4	1	-1	-1	0	10	6750	4500	208425	-1	-1	-1	184208425	2	1	900	99999	1	10	0	0	3	34	-1	1	0	0	-1	702	842	0	105300
208426	真·史诗深渊裤子	208006	0	4227081	1	10008	4	1	-1	-1	0	10	8100	5400	208426	-1	-1	-1	184208426	2	1	1080	99999	1	10	0	0	3	35	-1	1	0	0	-1	1228	1474	0	184200
208427	真·史诗暗黑裤子	208007	0	4227081	1	10008	4	1	-1	-1	0	10	9450	6300	208427	-1	-1	-1	184208427	2	1	1260	99999	1	10	0	0	3	36	-1	1	0	0	-1	2149	2579	0	322350
208428	真·史诗龙炎裤子	208008	0	4227081	1	10008	4	1	-1	-1	0	10	10800	7200	208428	-1	-1	-1	184208428	2	1	1440	99999	1	10	0	0	3	37	-1	1	0	0	-1	3761	4513	0	564150
208429	真·史诗斗神裤子	208009	0	4227081	1	10008	4	1	-1	-1	0	10	12150	8100	208429	-1	-1	-1	184208429	2	1	1620	99999	1	10	0	0	3	38	-1	1	0	0	-1	6582	7898	0	987300
208430	真·史诗勇气裤子	208010	0	4227081	1	10008	4	1	-1	-1	0	10	13500	9000	208430	-1	-1	-1	184208430	2	1	1800	99999	1	10	0	0	3	39	-1	1	0	0	-1	11518	13822	0	1727700
208501	魔王野猪裤子	208001	0	4227081	1	10008	5	1	-1	-1	0	10	2430	2700	208501	-1	-1	-1	184208401	2	1	360	99999	1	10	0	0	3	30	-1	1	0	0	-1	150	180	1	22500
208502	魔王绿麟裤子	208002	0	4227081	1	10008	5	1	-1	-1	0	10	4860	3240	208502	-1	-1	-1	184208402	2	1	432	99999	1	10	0	0	3	31	-1	1	0	0	-1	262	315	1	39300
208503	魔王黄金裤子	208003	0	4227081	1	10008	5	1	-1	-1	0	10	7290	4050	208503	-1	-1	-1	184208403	2	1	540	99999	1	10	0	0	3	32	-1	1	0	0	-1	459	550	1	68850
208504	魔王白金裤子	208004	0	4227081	1	10008	5	1	-1	-1	0	10	9720	5400	208504	-1	-1	-1	184208404	2	1	720	99999	1	10	0	0	3	33	-1	1	0	0	-1	802	963	1	120300
208505	魔王浴血裤子	208005	0	4227081	1	10008	5	1	-1	-1	0	10	12150	6750	208505	-1	-1	-1	184208405	2	1	900	99999	1	10	0	0	3	34	-1	1	0	0	-1	1404	1684	1	210600
208506	魔王深渊裤子	208006	0	4227081	1	10008	5	1	-1	-1	0	10	14580	8100	208506	-1	-1	-1	184208406	2	1	1080	99999	1	10	0	0	3	35	-1	1	0	0	-1	2457	2948	1	368550
208507	魔王暗黑裤子	208007	0	4227081	1	10008	5	1	-1	-1	0	10	17010	9450	208507	-1	-1	-1	184208407	2	1	1260	99999	1	10	0	0	3	36	-1	1	0	0	-1	4299	5158	1	644850
208508	魔王龙炎裤子	208008	0	4227081	1	10008	5	1	-1	-1	0	10	19440	10800	208508	-1	-1	-1	184208408	2	1	1440	99999	1	10	0	0	3	37	-1	1	0	0	-1	7522	9027	1	1128300
208509	魔王斗神裤子	208009	0	4227081	1	10008	5	1	-1	-1	0	10	21870	12150	208509	-1	-1	-1	184208409	2	1	1620	99999	1	10	0	0	3	38	-1	1	0	0	-1	13164	15796	1	1974600
208510	魔王勇气裤子	208010	0	4227081	1	10008	5	1	-1	-1	0	10	24300	13500	208510	-1	-1	-1	184208410	2	1	1800	99999	1	10	0	0	3	39	-1	1	0	0	-1	23037	27644	1	3455550
208521	魔王野猪裤子	208001	0	4227081	1	10008	5	1	-1	-1	0	10	2430	2700	208521	-1	-1	-1	184208421	2	1	360	99999	1	10	0	0	3	30	-1	1	0	0	-1	150	180	1	22500
208522	魔王绿麟裤子	208002	0	4227081	1	10008	5	1	-1	-1	0	10	4860	3240	208522	-1	-1	-1	184208422	2	1	432	99999	1	10	0	0	3	31	-1	1	0	0	-1	262	315	1	39300
208523	魔王黄金裤子	208003	0	4227081	1	10008	5	1	-1	-1	0	10	7290	4050	208523	-1	-1	-1	184208423	2	1	540	99999	1	10	0	0	3	32	-1	1	0	0	-1	459	550	1	68850
208524	魔王白金裤子	208004	0	4227081	1	10008	5	1	-1	-1	0	10	9720	5400	208524	-1	-1	-1	184208424	2	1	720	99999	1	10	0	0	3	33	-1	1	0	0	-1	802	963	1	120300
208525	魔王浴血裤子	208005	0	4227081	1	10008	5	1	-1	-1	0	10	12150	6750	208525	-1	-1	-1	184208425	2	1	900	99999	1	10	0	0	3	34	-1	1	0	0	-1	1404	1684	1	210600
208526	魔王深渊裤子	208006	0	4227081	1	10008	5	1	-1	-1	0	10	14580	8100	208526	-1	-1	-1	184208426	2	1	1080	99999	1	10	0	0	3	35	-1	1	0	0	-1	2457	2948	1	368550
208527	魔王暗黑裤子	208007	0	4227081	1	10008	5	1	-1	-1	0	10	17010	9450	208527	-1	-1	-1	184208427	2	1	1260	99999	1	10	0	0	3	36	-1	1	0	0	-1	4299	5158	1	644850
208528	魔王龙炎裤子	208008	0	4227081	1	10008	5	1	-1	-1	0	10	19440	10800	208528	-1	-1	-1	184208428	2	1	1440	99999	1	10	0	0	3	37	-1	1	0	0	-1	7522	9027	1	1128300
208529	魔王斗神裤子	208009	0	4227081	1	10008	5	1	-1	-1	0	10	21870	12150	208529	-1	-1	-1	184208429	2	1	1620	99999	1	10	0	0	3	38	-1	1	0	0	-1	13164	15796	1	1974600
208530	魔王勇气裤子	208010	0	4227081	1	10008	5	1	-1	-1	0	10	24300	13500	208530	-1	-1	-1	184208430	2	1	1800	99999	1	10	0	0	3	39	-1	1	0	0	-1	23037	27644	1	3455550
209001	野猪靴子	209001	0	4259849	1	10009	0	1	-1	-1	0	10	105	700	209001	-1	-1	-1	170209001	0	1	140	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	2	3	0	300
209002	绿麟靴子	209002	0	4259849	1	10009	0	1	-1	-1	0	10	210	840	209002	-1	-1	-1	170209002	0	1	168	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	4	5	0	600
209003	黄金靴子	209003	0	4259849	1	10009	0	1	-1	-1	0	10	315	1050	209003	-1	-1	-1	170209003	0	1	210	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	7	9	0	1050
209004	白金靴子	209004	0	4259849	1	10009	0	1	-1	-1	0	10	420	1400	209004	-1	-1	-1	170209004	0	1	280	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	13	16	0	1950
209005	浴血靴子	209005	0	4259849	1	10009	0	1	-1	-1	0	10	525	1750	209005	-1	-1	-1	170209005	0	1	350	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	23	28	0	3450
209006	深渊靴子	209006	0	4259849	1	10009	0	1	-1	-1	0	10	630	2100	209006	-1	-1	-1	170209006	0	1	420	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	40	49	0	6000
209007	暗黑靴子	209007	0	4259849	1	10009	0	1	-1	-1	0	10	735	2450	209007	-1	-1	-1	170209007	0	1	490	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	71	85	0	10650
209008	龙炎靴子	209008	0	4259849	1	10009	0	1	-1	-1	0	10	840	2800	209008	-1	-1	-1	170209008	0	1	560	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	125	150	0	18750
209009	斗神靴子	209009	0	4259849	1	10009	0	1	-1	-1	0	10	945	3150	209009	-1	-1	-1	170209009	0	1	630	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	219	263	0	32850
209010	勇气靴子	209010	0	4259849	1	10009	0	1	-1	-1	0	10	1050	3500	209010	-1	-1	-1	170209010	0	1	700	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	383	460	0	57450
209101	卓越的野猪靴子	209001	0	4259849	1	10009	1	1	-1	-1	0	10	252	840	209101	-1	-1	-1	171209101	0	1	168	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	5	6	0	750
209102	卓越的绿麟靴子	209002	0	4259849	1	10009	1	1	-1	-1	0	10	504	1008	209102	-1	-1	-1	171209102	0	1	201	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	8	10	0	1200
209103	卓越的黄金靴子	209003	0	4259849	1	10009	1	1	-1	-1	0	10	756	1260	209103	-1	-1	-1	171209103	0	1	252	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	15	18	0	2250
209104	卓越的白金靴子	209004	0	4259849	1	10009	1	1	-1	-1	0	10	1008	1680	209104	-1	-1	-1	171209104	0	1	336	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	26	32	0	3900
209105	卓越的浴血靴子	209005	0	4259849	1	10009	1	1	-1	-1	0	10	1260	2100	209105	-1	-1	-1	171209105	0	1	420	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	46	56	0	6900
209106	卓越的深渊靴子	209006	0	4259849	1	10009	1	1	-1	-1	0	10	1512	2520	209106	-1	-1	-1	171209106	0	1	504	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	81	98	0	12150
209107	卓越的暗黑靴子	209007	0	4259849	1	10009	1	1	-1	-1	0	10	1764	2940	209107	-1	-1	-1	171209107	0	1	588	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	143	171	0	21450
209108	卓越的龙炎靴子	209008	0	4259849	1	10009	1	1	-1	-1	0	10	2016	3360	209108	-1	-1	-1	171209108	0	1	672	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	250	300	0	37500
209109	卓越的斗神靴子	209009	0	4259849	1	10009	1	1	-1	-1	0	10	2268	3780	209109	-1	-1	-1	171209109	0	1	756	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	438	526	0	65700
209110	卓越的勇气靴子	209010	0	4259849	1	10009	1	1	-1	-1	0	10	2520	4200	209110	-1	-1	-1	171209110	0	1	840	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	767	921	0	115050
209201	精良的野猪靴子	209001	0	4259849	1	10009	2	1	-1	-1	0	10	441	980	209201	-1	-1	-1	172209201	2	1	196	392	1	10	0	0	4	40	-1	1	0	0	-1	10	12	0	1500
209202	精良的绿麟靴子	209002	0	4259849	1	10009	2	1	-1	-1	0	10	882	1176	209202	-1	-1	-1	172209202	2	1	235	470	1	10	0	0	4	41	-1	1	0	0	-1	17	21	0	2550
209203	精良的黄金靴子	209003	0	4259849	1	10009	2	1	-1	-1	0	10	1323	1470	209203	-1	-1	-1	172209203	2	1	294	588	1	10	0	0	4	42	-1	1	0	0	-1	30	36	0	4500
209204	精良的白金靴子	209004	0	4259849	1	10009	2	1	-1	-1	0	10	1764	1960	209204	-1	-1	-1	172209204	2	1	392	784	1	10	0	0	4	43	-1	1	0	0	-1	53	64	0	7950
209205	精良的浴血靴子	209005	0	4259849	1	10009	2	1	-1	-1	0	10	2205	2450	209205	-1	-1	-1	172209205	2	1	490	980	1	10	0	0	4	44	-1	1	0	0	-1	93	112	0	13950
209206	精良的深渊靴子	209006	0	4259849	1	10009	2	1	-1	-1	0	10	2646	2940	209206	-1	-1	-1	172209206	2	1	588	1176	1	10	0	0	4	45	-1	1	0	0	-1	163	196	0	24450
209207	精良的暗黑靴子	209007	0	4259849	1	10009	2	1	-1	-1	0	10	3087	3430	209207	-1	-1	-1	172209207	2	1	686	1372	1	10	0	0	4	46	-1	1	0	0	-1	286	343	0	42900
209208	精良的龙炎靴子	209008	0	4259849	1	10009	2	1	-1	-1	0	10	3528	3920	209208	-1	-1	-1	172209208	2	1	784	1568	1	10	0	0	4	47	-1	1	0	0	-1	501	601	0	75150
209209	精良的斗神靴子	209009	0	4259849	1	10009	2	1	-1	-1	0	10	3969	4410	209209	-1	-1	-1	172209209	2	1	882	1764	1	10	0	0	4	48	-1	1	0	0	-1	877	1053	0	131550
209210	精良的勇气靴子	209010	0	4259849	1	10009	2	1	-1	-1	0	10	4410	4900	209210	-1	-1	-1	172209210	2	1	980	1960	1	10	0	0	4	49	-1	1	0	0	-1	1535	1842	0	230250
209301	史诗的野猪靴子	209001	0	4259849	1	10009	3	1	-1	-1	0	10	672	1120	209301	-1	-1	-1	173209301	2	1	224	99999	1	10	0	0	4	40	-1	1	0	0	-1	25	30	0	3750
209302	史诗的绿麟靴子	209002	0	4259849	1	10009	3	1	-1	-1	0	10	1344	1344	209302	-1	-1	-1	173209302	2	1	268	99999	1	10	0	0	4	41	-1	1	0	0	-1	43	52	0	6450
209303	史诗的黄金靴子	209003	0	4259849	1	10009	3	1	-1	-1	0	10	2016	1680	209303	-1	-1	-1	173209303	2	1	336	99999	1	10	0	0	4	42	-1	1	0	0	-1	76	91	0	11400
209304	史诗的白金靴子	209004	0	4259849	1	10009	3	1	-1	-1	0	10	2688	2240	209304	-1	-1	-1	173209304	2	1	448	99999	1	10	0	0	4	43	-1	1	0	0	-1	133	160	0	19950
209305	史诗的浴血靴子	209005	0	4259849	1	10009	3	1	-1	-1	0	10	3360	2800	209305	-1	-1	-1	173209305	2	1	560	99999	1	10	0	0	4	44	-1	1	0	0	-1	234	280	0	35100
209306	史诗的深渊靴子	209006	0	4259849	1	10009	3	1	-1	-1	0	10	4032	3360	209306	-1	-1	-1	173209306	2	1	672	99999	1	10	0	0	4	45	-1	1	0	0	-1	409	491	0	61350
209307	史诗的暗黑靴子	209007	0	4259849	1	10009	3	1	-1	-1	0	10	4704	3920	209307	-1	-1	-1	173209307	2	1	784	99999	1	10	0	0	4	46	-1	1	0	0	-1	716	859	0	107400
209308	史诗的龙炎靴子	209008	0	4259849	1	10009	3	1	-1	-1	0	10	5376	4480	209308	-1	-1	-1	173209308	2	1	896	99999	1	10	0	0	4	47	-1	1	0	0	-1	1253	1504	0	187950
209309	史诗的斗神靴子	209009	0	4259849	1	10009	3	1	-1	-1	0	10	6048	5040	209309	-1	-1	-1	173209309	2	1	1008	99999	1	10	0	0	4	48	-1	1	0	0	-1	2194	2632	0	329100
209310	史诗的勇气靴子	209010	0	4259849	1	10009	3	1	-1	-1	0	10	6720	5600	209310	-1	-1	-1	173209310	2	1	1120	99999	1	10	0	0	4	49	-1	1	0	0	-1	3839	4607	0	575850
209321	史诗的野猪靴子	209001	0	4259849	1	10009	3	1	-1	-1	0	10	672	1120	209321	-1	-1	-1	173209321	2	1	224	99999	1	10	0	0	4	40	-1	1	0	0	-1	25	30	0	3750
209322	史诗的绿麟靴子	209002	0	4259849	1	10009	3	1	-1	-1	0	10	1344	1344	209322	-1	-1	-1	173209322	2	1	268	99999	1	10	0	0	4	41	-1	1	0	0	-1	43	52	0	6450
209323	史诗的黄金靴子	209003	0	4259849	1	10009	3	1	-1	-1	0	10	2016	1680	209323	-1	-1	-1	173209323	2	1	336	99999	1	10	0	0	4	42	-1	1	0	0	-1	76	91	0	11400
209324	史诗的白金靴子	209004	0	4259849	1	10009	3	1	-1	-1	0	10	2688	2240	209324	-1	-1	-1	173209324	2	1	448	99999	1	10	0	0	4	43	-1	1	0	0	-1	133	160	0	19950
209325	史诗的浴血靴子	209005	0	4259849	1	10009	3	1	-1	-1	0	10	3360	2800	209325	-1	-1	-1	173209325	2	1	560	99999	1	10	0	0	4	44	-1	1	0	0	-1	234	280	0	35100
209326	史诗的深渊靴子	209006	0	4259849	1	10009	3	1	-1	-1	0	10	4032	3360	209326	-1	-1	-1	173209326	2	1	672	99999	1	10	0	0	4	45	-1	1	0	0	-1	409	491	0	61350
209327	史诗的暗黑靴子	209007	0	4259849	1	10009	3	1	-1	-1	0	10	4704	3920	209327	-1	-1	-1	173209327	2	1	784	99999	1	10	0	0	4	46	-1	1	0	0	-1	716	859	0	107400
209328	史诗的龙炎靴子	209008	0	4259849	1	10009	3	1	-1	-1	0	10	5376	4480	209328	-1	-1	-1	173209328	2	1	896	99999	1	10	0	0	4	47	-1	1	0	0	-1	1253	1504	0	187950
209329	史诗的斗神靴子	209009	0	4259849	1	10009	3	1	-1	-1	0	10	6048	5040	209329	-1	-1	-1	173209329	2	1	1008	99999	1	10	0	0	4	48	-1	1	0	0	-1	2194	2632	0	329100
209330	史诗的勇气靴子	209010	0	4259849	1	10009	3	1	-1	-1	0	10	6720	5600	209330	-1	-1	-1	173209330	2	1	1120	99999	1	10	0	0	4	49	-1	1	0	0	-1	3839	4607	0	575850
209401	真·史诗野猪靴子	209001	0	4259849	1	10009	4	1	-1	-1	0	10	1050	1400	209401	-1	-1	-1	174209401	2	1	280	99999	1	10	0	0	4	40	-1	1	0	0	-1	75	90	0	11250
209402	真·史诗绿麟靴子	209002	0	4259849	1	10009	4	1	-1	-1	0	10	2100	1680	209402	-1	-1	-1	174209402	2	1	336	99999	1	10	0	0	4	41	-1	1	0	0	-1	131	157	0	19650
209403	真·史诗黄金靴子	209003	0	4259849	1	10009	4	1	-1	-1	0	10	3150	2100	209403	-1	-1	-1	174209403	2	1	420	99999	1	10	0	0	4	42	-1	1	0	0	-1	229	275	0	34350
209404	真·史诗白金靴子	209004	0	4259849	1	10009	4	1	-1	-1	0	10	4200	2800	209404	-1	-1	-1	174209404	2	1	560	99999	1	10	0	0	4	43	-1	1	0	0	-1	401	481	0	60150
209405	真·史诗浴血靴子	209005	0	4259849	1	10009	4	1	-1	-1	0	10	5250	3500	209405	-1	-1	-1	174209405	2	1	700	99999	1	10	0	0	4	44	-1	1	0	0	-1	702	842	0	105300
209406	真·史诗深渊靴子	209006	0	4259849	1	10009	4	1	-1	-1	0	10	6300	4200	209406	-1	-1	-1	174209406	2	1	840	99999	1	10	0	0	4	45	-1	1	0	0	-1	1228	1474	0	184200
209407	真·史诗暗黑靴子	209007	0	4259849	1	10009	4	1	-1	-1	0	10	7350	4900	209407	-1	-1	-1	174209407	2	1	980	99999	1	10	0	0	4	46	-1	1	0	0	-1	2149	2579	0	322350
209408	真·史诗龙炎靴子	209008	0	4259849	1	10009	4	1	-1	-1	0	10	8400	5600	209408	-1	-1	-1	174209408	2	1	1120	99999	1	10	0	0	4	47	-1	1	0	0	-1	3761	4513	0	564150
209409	真·史诗斗神靴子	209009	0	4259849	1	10009	4	1	-1	-1	0	10	9450	6300	209409	-1	-1	-1	174209409	2	1	1260	99999	1	10	0	0	4	48	-1	1	0	0	-1	6582	7898	0	987300
209410	真·史诗勇气靴子	209010	0	4259849	1	10009	4	1	-1	-1	0	10	10500	7000	209410	-1	-1	-1	174209410	2	1	1400	99999	1	10	0	0	4	49	-1	1	0	0	-1	11518	13822	0	1727700
209421	真·史诗野猪靴子	209001	0	4259849	1	10009	4	1	-1	-1	0	10	1050	1400	209421	-1	-1	-1	174209421	2	1	280	99999	1	10	0	0	4	40	-1	1	0	0	-1	75	90	0	11250
209422	真·史诗绿麟靴子	209002	0	4259849	1	10009	4	1	-1	-1	0	10	2100	1680	209422	-1	-1	-1	174209422	2	1	336	99999	1	10	0	0	4	41	-1	1	0	0	-1	131	157	0	19650
209423	真·史诗黄金靴子	209003	0	4259849	1	10009	4	1	-1	-1	0	10	3150	2100	209423	-1	-1	-1	174209423	2	1	420	99999	1	10	0	0	4	42	-1	1	0	0	-1	229	275	0	34350
209424	真·史诗白金靴子	209004	0	4259849	1	10009	4	1	-1	-1	0	10	4200	2800	209424	-1	-1	-1	174209424	2	1	560	99999	1	10	0	0	4	43	-1	1	0	0	-1	401	481	0	60150
209425	真·史诗浴血靴子	209005	0	4259849	1	10009	4	1	-1	-1	0	10	5250	3500	209425	-1	-1	-1	174209425	2	1	700	99999	1	10	0	0	4	44	-1	1	0	0	-1	702	842	0	105300
209426	真·史诗深渊靴子	209006	0	4259849	1	10009	4	1	-1	-1	0	10	6300	4200	209426	-1	-1	-1	174209426	2	1	840	99999	1	10	0	0	4	45	-1	1	0	0	-1	1228	1474	0	184200
209427	真·史诗暗黑靴子	209007	0	4259849	1	10009	4	1	-1	-1	0	10	7350	4900	209427	-1	-1	-1	174209427	2	1	980	99999	1	10	0	0	4	46	-1	1	0	0	-1	2149	2579	0	322350
209428	真·史诗龙炎靴子	209008	0	4259849	1	10009	4	1	-1	-1	0	10	8400	5600	209428	-1	-1	-1	174209428	2	1	1120	99999	1	10	0	0	4	47	-1	1	0	0	-1	3761	4513	0	564150
209429	真·史诗斗神靴子	209009	0	4259849	1	10009	4	1	-1	-1	0	10	9450	6300	209429	-1	-1	-1	174209429	2	1	1260	99999	1	10	0	0	4	48	-1	1	0	0	-1	6582	7898	0	987300
209430	真·史诗勇气靴子	209010	0	4259849	1	10009	4	1	-1	-1	0	10	10500	7000	209430	-1	-1	-1	174209430	2	1	1400	99999	1	10	0	0	4	49	-1	1	0	0	-1	11518	13822	0	1727700
