INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
3001103	-1	0	3星地精队长	0	0	0	0	0	0	0	0	145	145	5382	0	44	58	291	0	0	0	0	0	0	0	0	0	0	0
3001104	-1	0	4星地精队长	0	0	0	0	0	0	0	0	182	182	6727	0	54	73	363	0	0	0	0	0	0	0	0	0	0	0
3001105	-1	0	5星地精队长	0	0	0	0	0	0	0	0	254	254	9418	0	76	102	509	0	0	0	0	0	0	0	0	0	0	0
3001201	-1	0	1星盗贼	0	0	0	0	0	0	0	0	77	77	2839	0	23	31	153	0	0	0	0	0	0	0	0	0	0	0
3001202	-1	0	2星盗贼	0	0	0	0	0	0	0	0	115	115	4259	0	35	46	230	0	0	0	0	0	0	0	0	0	0	0
3001203	-1	0	3星盗贼	0	0	0	0	0	0	0	0	153	153	5678	0	46	61	307	0	0	0	0	0	0	0	0	0	0	0
3001204	-1	0	4星盗贼	0	0	0	0	0	0	0	0	192	192	7098	0	58	77	383	0	0	0	0	0	0	0	0	0	0	0
3001205	-1	0	5星盗贼	0	0	0	0	0	0	0	0	268	268	9937	0	81	107	537	0	0	0	0	0	0	0	0	0	0	0
3001301	-1	0	1星树人	0	0	0	0	0	0	0	0	81	81	2988	0	24	32	161	0	0	0	0	0	0	0	0	0	0	0
3001302	-1	0	2星树人	0	0	0	0	0	0	0	0	121	121	4481	0	36	48	242	0	0	0	0	0	0	0	0	0	0	0
3001303	-1	0	3星树人	0	0	0	0	0	0	0	0	161	161	5975	0	48	65	323	0	0	0	0	0	0	0	0	0	0	0
3001304	-1	0	4星树人	0	0	0	0	0	0	0	0	202	202	7469	0	61	81	403	0	0	0	0	0	0	0	0	0	0	0
3001305	-1	0	5星树人	0	0	0	0	0	0	0	0	282	282	10456	0	85	113	565	0	0	0	0	0	0	0	0	0	0	0
3001401	-1	0	1星半兽人	0	0	0	0	0	0	0	0	85	85	3136	0	25	34	169	0	0	0	0	0	0	0	0	0	0	0
3001402	-1	0	2星半兽人	0	0	0	0	0	0	0	0	127	127	4704	0	38	51	254	0	0	0	0	0	0	0	0	0	0	0
3001403	-1	0	3星半兽人	0	0	0	0	0	0	0	0	169	169	6272	0	51	68	339	0	0	0	0	0	0	0	0	0	0	0
3001404	-1	0	4星半兽人	0	0	0	0	0	0	0	0	212	212	7840	0	64	85	423	0	0	0	0	0	0	0	0	0	0	0
3001405	-1	0	5星半兽人	0	0	0	0	0	0	0	0	296	296	10976	0	89	119	593	0	0	0	0	0	0	0	0	0	0	0
3001501	-1	0	1星岩石巨人	0	0	0	0	0	0	0	0	89	89	3284	0	27	35	177	0	0	0	0	0	0	0	0	0	0	0
3001502	-1	0	2星岩石巨人	0	0	0	0	0	0	0	0	133	133	4926	0	40	53	266	0	0	0	0	0	0	0	0	0	0	0
3001503	-1	0	3星岩石巨人	0	0	0	0	0	0	0	0	177	177	6568	0	53	71	355	0	0	0	0	0	0	0	0	0	0	0
3001504	-1	0	4星岩石巨人	0	0	0	0	0	0	0	0	222	222	8210	0	67	89	443	0	0	0	0	0	0	0	0	0	0	0
3001505	-1	0	5星岩石巨人	0	0	0	0	0	0	0	0	310	310	11495	0	93	124	621	0	0	0	0	0	0	0	0	0	0	0
3001601	-1	0	1星雪魔虫	0	0	0	0	0	0	0	0	93	93	3433	0	28	37	185	0	0	0	0	0	0	0	0	0	0	0
3001602	-1	0	2星雪魔虫	0	0	0	0	0	0	0	0	139	139	5149	0	42	56	278	0	0	0	0	0	0	0	0	0	0	0
3001603	-1	0	3星雪魔虫	0	0	0	0	0	0	0	0	185	185	6865	0	56	74	371	0	0	0	0	0	0	0	0	0	0	0
3001604	-1	0	4星雪魔虫	0	0	0	0	0	0	0	0	232	232	8581	0	70	93	463	0	0	0	0	0	0	0	0	0	0	0
3001605	-1	0	5星雪魔虫	0	0	0	0	0	0	0	0	324	324	12014	0	97	130	649	0	0	0	0	0	0	0	0	0	0	0
3001701	-1	0	1星冰晶兽	0	0	0	0	0	0	0	0	97	97	3581	0	29	39	193	0	0	0	0	0	0	0	0	0	0	0
3001702	-1	0	2星冰晶兽	0	0	0	0	0	0	0	0	145	145	5371	0	44	58	290	0	0	0	0	0	0	0	0	0	0	0
3001703	-1	0	3星冰晶兽	0	0	0	0	0	0	0	0	193	193	7162	0	58	77	387	0	0	0	0	0	0	0	0	0	0	0
3001704	-1	0	4星冰晶兽	0	0	0	0	0	0	0	0	242	242	8952	0	73	97	483	0	0	0	0	0	0	0	0	0	0	0
3001705	-1	0	5星冰晶兽	0	0	0	0	0	0	0	0	338	338	12533	0	102	135	677	0	0	0	0	0	0	0	0	0	0	0
3001801	-1	0	1星蓝魔巨人	0	0	0	0	0	0	0	0	101	101	3729	0	30	40	201	0	0	0	0	0	0	0	0	0	0	0
3001802	-1	0	2星蓝魔巨人	0	0	0	0	0	0	0	0	151	151	5594	0	45	60	302	0	0	0	0	0	0	0	0	0	0	0
3001803	-1	0	3星蓝魔巨人	0	0	0	0	0	0	0	0	201	201	7458	0	60	81	403	0	0	0	0	0	0	0	0	0	0	0
3001804	-1	0	4星蓝魔巨人	0	0	0	0	0	0	0	0	252	252	9323	0	76	101	503	0	0	0	0	0	0	0	0	0	0	0
3001805	-1	0	5星蓝魔巨人	0	0	0	0	0	0	0	0	352	352	13052	0	106	141	705	0	0	0	0	0	0	0	0	0	0	0
3001901	-1	0	1星暗影战士	0	0	0	0	0	0	0	0	105	105	3877	0	31	42	209	0	0	0	0	0	0	0	0	0	0	0
3001902	-1	0	2星暗影战士	0	0	0	0	0	0	0	0	157	157	5816	0	47	63	314	0	0	0	0	0	0	0	0	0	0	0
3001903	-1	0	3星暗影战士	0	0	0	0	0	0	0	0	209	209	7755	0	63	84	419	0	0	0	0	0	0	0	0	0	0	0
3001904	-1	0	4星暗影战士	0	0	0	0	0	0	0	0	262	262	9694	0	79	105	524	0	0	0	0	0	0	0	0	0	0	0
3001905	-1	0	5星暗影战士	0	0	0	0	0	0	0	0	366	366	13571	0	110	147	733	0	0	0	0	0	0	0	0	0	0	0
3002001	-1	0	1星霜雪巨人	0	0	0	0	0	0	0	0	109	109	4026	0	33	43	217	0	0	0	0	0	0	0	0	0	0	0
3002002	-1	0	2星霜雪巨人	0	0	0	0	0	0	0	0	163	163	6039	0	49	65	326	0	0	0	0	0	0	0	0	0	0	0
3002003	-1	0	3星霜雪巨人	0	0	0	0	0	0	0	0	217	217	8052	0	65	87	435	0	0	0	0	0	0	0	0	0	0	0
3002004	-1	0	4星霜雪巨人	0	0	0	0	0	0	0	0	272	272	10064	0	82	109	544	0	0	0	0	0	0	0	0	0	0	0
3002005	-1	0	5星霜雪巨人	0	0	0	0	0	0	0	0	380	380	14090	0	114	152	761	0	0	0	0	0	0	0	0	0	0	0
3002101	-1	0	1星霜雪巨人王	0	0	0	0	0	0	0	0	113	113	4174	0	34	45	225	0	0	0	0	0	0	0	0	0	0	0
3002102	-1	0	2星霜雪巨人王	0	0	0	0	0	0	0	0	169	169	6261	0	51	68	338	0	0	0	0	0	0	0	0	0	0	0
3002103	-1	0	3星霜雪巨人王	0	0	0	0	0	0	0	0	225	225	8348	0	68	90	451	0	0	0	0	0	0	0	0	0	0	0
3002104	-1	0	4星霜雪巨人王	0	0	0	0	0	0	0	0	282	282	10435	0	85	113	564	0	0	0	0	0	0	0	0	0	0	0
3002105	-1	0	5星霜雪巨人王	0	0	0	0	0	0	0	0	394	394	14609	0	118	158	789	0	0	0	0	0	0	0	0	0	0	0
3002401	-1	0	1星亡灵	0	0	0	0	0	0	0	0	117	117	4322	0	35	47	233	0	0	0	0	0	0	0	0	0	0	0
3002402	-1	0	2星亡灵	0	0	0	0	0	0	0	0	175	175	6484	0	53	70	350	0	0	0	0	0	0	0	0	0	0	0
3002403	-1	0	3星亡灵	0	0	0	0	0	0	0	0	233	233	8645	0	70	93	467	0	0	0	0	0	0	0	0	0	0	0
3002404	-1	0	4星亡灵	0	0	0	0	0	0	0	0	292	292	10806	0	88	117	584	0	0	0	0	0	0	0	0	0	0	0
3002405	-1	0	5星亡灵	0	0	0	0	0	0	0	0	409	409	15129	0	123	163	817	0	0	0	0	0	0	0	0	0	0	0
3002501	-1	0	1星噬魂巨人	0	0	0	0	0	0	0	0	121	121	4471	0	36	48	241	0	0	0	0	0	0	0	0	0	0	0
3002502	-1	0	2星噬魂巨人	0	0	0	0	0	0	0	0	181	181	6706	0	54	72	362	0	0	0	0	0	0	0	0	0	0	0
3002503	-1	0	3星噬魂巨人	0	0	0	0	0	0	0	0	241	241	8941	0	72	97	483	0	0	0	0	0	0	0	0	0	0	0
3002504	-1	0	4星噬魂巨人	0	0	0	0	0	0	0	0	302	302	11177	0	91	121	604	0	0	0	0	0	0	0	0	0	0	0
3002505	-1	0	5星噬魂巨人	0	0	0	0	0	0	0	0	423	423	15648	0	127	169	845	0	0	0	0	0	0	0	0	0	0	0
3002601	-1	0	1星骨兵弓手	0	0	0	0	0	0	0	0	125	125	4619	0	37	50	249	0	0	0	0	0	0	0	0	0	0	0
3002602	-1	0	2星骨兵弓手	0	0	0	0	0	0	0	0	187	187	6929	0	56	75	374	0	0	0	0	0	0	0	0	0	0	0
3002603	-1	0	3星骨兵弓手	0	0	0	0	0	0	0	0	249	249	9238	0	75	100	499	0	0	0	0	0	0	0	0	0	0	0
3002604	-1	0	4星骨兵弓手	0	0	0	0	0	0	0	0	312	312	11548	0	94	125	624	0	0	0	0	0	0	0	0	0	0	0
3002605	-1	0	5星骨兵弓手	0	0	0	0	0	0	0	0	437	437	16167	0	131	175	873	0	0	0	0	0	0	0	0	0	0	0
3002701	-1	0	1星暗夜魔狼	0	0	0	0	0	0	0	0	129	129	4767	0	39	52	257	0	0	0	0	0	0	0	0	0	0	0
3002702	-1	0	2星暗夜魔狼	0	0	0	0	0	0	0	0	193	193	7151	0	58	77	386	0	0	0	0	0	0	0	0	0	0	0
3002703	-1	0	3星暗夜魔狼	0	0	0	0	0	0	0	0	257	257	9535	0	77	103	515	0	0	0	0	0	0	0	0	0	0	0
3002704	-1	0	4星暗夜魔狼	0	0	0	0	0	0	0	0	322	322	11918	0	97	129	644	0	0	0	0	0	0	0	0	0	0	0
3002705	-1	0	5星暗夜魔狼	0	0	0	0	0	0	0	0	451	451	16686	0	135	180	901	0	0	0	0	0	0	0	0	0	0	0
3002801	-1	0	1星幻影蜘蛛	0	0	0	0	0	0	0	0	133	133	4916	0	40	53	265	0	0	0	0	0	0	0	0	0	0	0
3002802	-1	0	2星幻影蜘蛛	0	0	0	0	0	0	0	0	199	199	7374	0	60	80	398	0	0	0	0	0	0	0	0	0	0	0
3002803	-1	0	3星幻影蜘蛛	0	0	0	0	0	0	0	0	265	265	9831	0	80	106	531	0	0	0	0	0	0	0	0	0	0	0
3002804	-1	0	4星幻影蜘蛛	0	0	0	0	0	0	0	0	332	332	12289	0	100	133	664	0	0	0	0	0	0	0	0	0	0	0
3002805	-1	0	5星幻影蜘蛛	0	0	0	0	0	0	0	0	465	465	17205	0	139	186	929	0	0	0	0	0	0	0	0	0	0	0
3002901	-1	0	1星骨兵剑士	0	0	0	0	0	0	0	0	137	137	5064	0	41	55	273	0	0	0	0	0	0	0	0	0	0	0
3002902	-1	0	2星骨兵剑士	0	0	0	0	0	0	0	0	205	205	7596	0	62	82	410	0	0	0	0	0	0	0	0	0	0	0
3002903	-1	0	3星骨兵剑士	0	0	0	0	0	0	0	0	273	273	10128	0	82	109	547	0	0	0	0	0	0	0	0	0	0	0
3002904	-1	0	4星骨兵剑士	0	0	0	0	0	0	0	0	342	342	12660	0	103	137	684	0	0	0	0	0	0	0	0	0	0	0
3002905	-1	0	5星骨兵剑士	0	0	0	0	0	0	0	0	479	479	17724	0	144	191	957	0	0	0	0	0	0	0	0	0	0	0
3003001	-1	0	1星亡灵巫师	0	0	0	0	0	0	0	0	141	141	5212	0	42	56	281	0	0	0	0	0	0	0	0	0	0	0
3003002	-1	0	2星亡灵巫师	0	0	0	0	0	0	0	0	211	211	7819	0	63	84	422	0	0	0	0	0	0	0	0	0	0	0
3003003	-1	0	3星亡灵巫师	0	0	0	0	0	0	0	0	281	281	10425	0	84	113	563	0	0	0	0	0	0	0	0	0	0	0
3003004	-1	0	4星亡灵巫师	0	0	0	0	0	0	0	0	352	352	13031	0	106	141	704	0	0	0	0	0	0	0	0	0	0	0
3003005	-1	0	5星亡灵巫师	0	0	0	0	0	0	0	0	493	493	18243	0	148	197	985	0	0	0	0	0	0	0	0	0	0	0
3003201	-1	0	1星魔域战士	0	0	0	0	0	0	0	0	145	145	5361	0	43	58	290	0	0	0	0	0	0	0	0	0	0	0
3003202	-1	0	2星魔域战士	0	0	0	0	0	0	0	0	217	217	8041	0	65	87	434	0	0	0	0	0	0	0	0	0	0	0
3003203	-1	0	3星魔域战士	0	0	0	0	0	0	0	0	290	290	10721	0	87	116	579	0	0	0	0	0	0	0	0	0	0	0
3003204	-1	0	4星魔域战士	0	0	0	0	0	0	0	0	362	362	13402	0	109	145	724	0	0	0	0	0	0	0	0	0	0	0
3003205	-1	0	5星魔域战士	0	0	0	0	0	0	0	0	507	507	18762	0	152	203	1013	0	0	0	0	0	0	0	0	0	0	0
3003301	-1	0	1星银甲魔	0	0	0	0	0	0	0	0	149	149	5509	0	45	60	298	0	0	0	0	0	0	0	0	0	0	0
3003302	-1	0	2星银甲魔	0	0	0	0	0	0	0	0	223	223	8263	0	67	89	446	0	0	0	0	0	0	0	0	0	0	0
3003303	-1	0	3星银甲魔	0	0	0	0	0	0	0	0	298	298	11018	0	89	119	595	0	0	0	0	0	0	0	0	0	0	0
3003304	-1	0	4星银甲魔	0	0	0	0	0	0	0	0	372	372	13772	0	112	149	744	0	0	0	0	0	0	0	0	0	0	0
3003305	-1	0	5星银甲魔	0	0	0	0	0	0	0	0	521	521	19281	0	156	208	1041	0	0	0	0	0	0	0	0	0	0	0
3003401	-1	0	1星毒甲魔	0	0	0	0	0	0	0	0	153	153	5657	0	46	61	306	0	0	0	0	0	0	0	0	0	0	0
3003402	-1	0	2星毒甲魔	0	0	0	0	0	0	0	0	229	229	8486	0	69	92	458	0	0	0	0	0	0	0	0	0	0	0
3003403	-1	0	3星毒甲魔	0	0	0	0	0	0	0	0	306	306	11315	0	92	122	611	0	0	0	0	0	0	0	0	0	0	0
3003404	-1	0	4星毒甲魔	0	0	0	0	0	0	0	0	382	382	14143	0	115	153	764	0	0	0	0	0	0	0	0	0	0	0
3003405	-1	0	5星毒甲魔	0	0	0	0	0	0	0	0	535	535	19801	0	160	214	1069	0	0	0	0	0	0	0	0	0	0	0
3003501	-1	0	1星厄运巫师	0	0	0	0	0	0	0	0	157	157	5806	0	47	63	314	0	0	0	0	0	0	0	0	0	0	0
3003502	-1	0	2星厄运巫师	0	0	0	0	0	0	0	0	235	235	8708	0	71	94	470	0	0	0	0	0	0	0	0	0	0	0
3003503	-1	0	3星厄运巫师	0	0	0	0	0	0	0	0	314	314	11611	0	94	125	627	0	0	0	0	0	0	0	0	0	0	0
3003504	-1	0	4星厄运巫师	0	0	0	0	0	0	0	0	392	392	14514	0	118	157	784	0	0	0	0	0	0	0	0	0	0	0
3003505	-1	0	5星厄运巫师	0	0	0	0	0	0	0	0	549	549	20320	0	165	220	1097	0	0	0	0	0	0	0	0	0	0	0
3003601	-1	0	1星石骨兽	0	0	0	0	0	0	0	0	161	161	5954	0	48	64	322	0	0	0	0	0	0	0	0	0	0	0
3003602	-1	0	2星石骨兽	0	0	0	0	0	0	0	0	241	241	8931	0	72	96	482	0	0	0	0	0	0	0	0	0	0	0
3003603	-1	0	3星石骨兽	0	0	0	0	0	0	0	0	322	322	11908	0	96	129	643	0	0	0	0	0	0	0	0	0	0	0
3003604	-1	0	4星石骨兽	0	0	0	0	0	0	0	0	402	402	14885	0	121	161	804	0	0	0	0	0	0	0	0	0	0	0
3003605	-1	0	5星石骨兽	0	0	0	0	0	0	0	0	563	563	20839	0	169	225	1125	0	0	0	0	0	0	0	0	0	0	0
3003701	-1	0	1星地狱魔鬼	0	0	0	0	0	0	0	0	165	165	6102	0	49	66	330	0	0	0	0	0	0	0	0	0	0	0
3003702	-1	0	2星地狱魔鬼	0	0	0	0	0	0	0	0	247	247	9153	0	74	99	494	0	0	0	0	0	0	0	0	0	0	0
3003703	-1	0	3星地狱魔鬼	0	0	0	0	0	0	0	0	330	330	12205	0	99	132	659	0	0	0	0	0	0	0	0	0	0	0
3003704	-1	0	4星地狱魔鬼	0	0	0	0	0	0	0	0	412	412	15256	0	124	165	824	0	0	0	0	0	0	0	0	0	0	0
3003705	-1	0	5星地狱魔鬼	0	0	0	0	0	0	0	0	577	577	21358	0	173	231	1153	0	0	0	0	0	0	0	0	0	0	0
3003801	-1	0	1星魔骑士	0	0	0	0	0	0	0	0	169	169	6251	0	51	68	338	0	0	0	0	0	0	0	0	0	0	0
3003802	-1	0	2星魔骑士	0	0	0	0	0	0	0	0	253	253	9376	0	76	101	506	0	0	0	0	0	0	0	0	0	0	0
3003803	-1	0	3星魔骑士	0	0	0	0	0	0	0	0	338	338	12501	0	101	135	675	0	0	0	0	0	0	0	0	0	0	0
3003804	-1	0	4星魔骑士	0	0	0	0	0	0	0	0	422	422	15626	0	127	169	844	0	0	0	0	0	0	0	0	0	0	0
3003805	-1	0	5星魔骑士	0	0	0	0	0	0	0	0	591	591	21877	0	177	236	1181	0	0	0	0	0	0	0	0	0	0	0
3003901	-1	0	1星魔战士	0	0	0	0	0	0	0	0	173	173	6399	0	52	69	346	0	0	0	0	0	0	0	0	0	0	0
3003902	-1	0	2星魔战士	0	0	0	0	0	0	0	0	259	259	9598	0	78	104	518	0	0	0	0	0	0	0	0	0	0	0
3003903	-1	0	3星魔战士	0	0	0	0	0	0	0	0	346	346	12798	0	104	138	691	0	0	0	0	0	0	0	0	0	0	0
3003904	-1	0	4星魔战士	0	0	0	0	0	0	0	0	432	432	15997	0	130	173	864	0	0	0	0	0	0	0	0	0	0	0
3003905	-1	0	5星魔战士	0	0	0	0	0	0	0	0	605	605	22396	0	181	242	1210	0	0	0	0	0	0	0	0	0	0	0
3004001	-1	0	1星迷你魔鱼	0	0	0	0	0	0	0	0	177	177	6547	0	53	71	354	0	0	0	0	0	0	0	0	0	0	0
3004002	-1	0	2星迷你魔鱼	0	0	0	0	0	0	0	0	265	265	9821	0	80	106	530	0	0	0	0	0	0	0	0	0	0	0
3004003	-1	0	3星迷你魔鱼	0	0	0	0	0	0	0	0	354	354	13094	0	106	141	707	0	0	0	0	0	0	0	0	0	0	0
3004004	-1	0	4星迷你魔鱼	0	0	0	0	0	0	0	0	442	442	16368	0	133	177	884	0	0	0	0	0	0	0	0	0	0	0
3004005	-1	0	5星迷你魔鱼	0	0	0	0	0	0	0	0	619	619	22915	0	186	248	1238	0	0	0	0	0	0	0	0	0	0	0
3004101	-1	0	1星暴烈人鱼	0	0	0	0	0	0	0	0	181	181	6696	0	54	72	362	0	0	0	0	0	0	0	0	0	0	0
3004102	-1	0	2星暴烈人鱼	0	0	0	0	0	0	0	0	271	271	10043	0	81	109	542	0	0	0	0	0	0	0	0	0	0	0
3004103	-1	0	3星暴烈人鱼	0	0	0	0	0	0	0	0	362	362	13391	0	108	145	723	0	0	0	0	0	0	0	0	0	0	0
3004104	-1	0	4星暴烈人鱼	0	0	0	0	0	0	0	0	452	452	16739	0	136	181	904	0	0	0	0	0	0	0	0	0	0	0
3004105	-1	0	5星暴烈人鱼	0	0	0	0	0	0	0	0	633	633	23434	0	190	253	1266	0	0	0	0	0	0	0	0	0	0	0
3004201	-1	0	1星鬼面海怪	0	0	0	0	0	0	0	0	185	185	6844	0	55	74	370	0	0	0	0	0	0	0	0	0	0	0
3004202	-1	0	2星鬼面海怪	0	0	0	0	0	0	0	0	277	277	10266	0	83	111	554	0	0	0	0	0	0	0	0	0	0	0
3004203	-1	0	3星鬼面海怪	0	0	0	0	0	0	0	0	370	370	13688	0	111	148	739	0	0	0	0	0	0	0	0	0	0	0
3004204	-1	0	4星鬼面海怪	0	0	0	0	0	0	0	0	462	462	17110	0	139	185	924	0	0	0	0	0	0	0	0	0	0	0
3004205	-1	0	5星鬼面海怪	0	0	0	0	0	0	0	0	647	647	23953	0	194	259	1294	0	0	0	0	0	0	0	0	0	0	0
3004301	-1	0	1星巨大魔鱼	0	0	0	0	0	0	0	0	189	189	6992	0	57	76	378	0	0	0	0	0	0	0	0	0	0	0
3004302	-1	0	2星巨大魔鱼	0	0	0	0	0	0	0	0	283	283	10488	0	85	113	566	0	0	0	0	0	0	0	0	0	0	0
3004303	-1	0	3星巨大魔鱼	0	0	0	0	0	0	0	0	378	378	13984	0	113	151	755	0	0	0	0	0	0	0	0	0	0	0
3004304	-1	0	4星巨大魔鱼	0	0	0	0	0	0	0	0	472	472	17480	0	142	189	944	0	0	0	0	0	0	0	0	0	0	0
3004305	-1	0	5星巨大魔鱼	0	0	0	0	0	0	0	0	661	661	24473	0	198	264	1322	0	0	0	0	0	0	0	0	0	0	0
3004401	-1	0	1星尖啸海怪	0	0	0	0	0	0	0	0	193	193	7140	0	58	77	386	0	0	0	0	0	0	0	0	0	0	0
3004402	-1	0	2星尖啸海怪	0	0	0	0	0	0	0	0	289	289	10711	0	87	116	578	0	0	0	0	0	0	0	0	0	0	0
3004403	-1	0	3星尖啸海怪	0	0	0	0	0	0	0	0	386	386	14281	0	116	154	771	0	0	0	0	0	0	0	0	0	0	0
3004404	-1	0	4星尖啸海怪	0	0	0	0	0	0	0	0	482	482	17851	0	145	193	964	0	0	0	0	0	0	0	0	0	0	0
3004405	-1	0	5星尖啸海怪	0	0	0	0	0	0	0	0	675	675	24992	0	202	270	1350	0	0	0	0	0	0	0	0	0	0	0
3004501	-1	0	1星荒古魔蜥	0	0	0	0	0	0	0	0	197	197	7289	0	59	79	394	0	0	0	0	0	0	0	0	0	0	0
3004502	-1	0	2星荒古魔蜥	0	0	0	0	0	0	0	0	295	295	10933	0	89	118	590	0	0	0	0	0	0	0	0	0	0	0
3004503	-1	0	3星荒古魔蜥	0	0	0	0	0	0	0	0	394	394	14578	0	118	157	787	0	0	0	0	0	0	0	0	0	0	0
3004504	-1	0	4星荒古魔蜥	0	0	0	0	0	0	0	0	492	492	18222	0	148	197	984	0	0	0	0	0	0	0	0	0	0	0
3004505	-1	0	5星荒古魔蜥	0	0	0	0	0	0	0	0	689	689	25511	0	207	276	1378	0	0	0	0	0	0	0	0	0	0	0
3100001	-1	0	1星黑袍巫魔	0	0	0	0	0	0	0	0	114	114	4238	0	34	46	229	0	0	0	0	0	0	0	0	0	0	0
3100002	-1	0	2星黑袍巫魔	0	0	0	0	0	0	0	0	172	172	6357	0	51	69	343	0	0	0	0	0	0	0	0	0	0	0
3100003	-1	0	3星黑袍巫魔	0	0	0	0	0	0	0	0	229	229	8475	0	69	92	458	0	0	0	0	0	0	0	0	0	0	0
3100004	-1	0	4星黑袍巫魔	0	0	0	0	0	0	0	0	286	286	10594	0	86	114	572	0	0	0	0	0	0	0	0	0	0	0
3100005	-1	0	5星黑袍巫魔	0	0	0	0	0	0	0	0	401	401	14832	0	120	160	801	0	0	0	0	0	0	0	0	0	0	0
3100101	-1	0	1星盗贼魔头	0	0	0	0	0	0	0	0	143	143	5297	0	43	57	286	0	0	0	0	0	0	0	0	0	0	0
3100102	-1	0	2星盗贼魔头	0	0	0	0	0	0	0	0	215	215	7946	0	64	86	429	0	0	0	0	0	0	0	0	0	0	0
3100103	-1	0	3星盗贼魔头	0	0	0	0	0	0	0	0	286	286	10594	0	86	114	572	0	0	0	0	0	0	0	0	0	0	0
3100104	-1	0	4星盗贼魔头	0	0	0	0	0	0	0	0	358	358	13243	0	107	143	715	0	0	0	0	0	0	0	0	0	0	0
3100105	-1	0	5星盗贼魔头	0	0	0	0	0	0	0	0	501	501	18540	0	150	200	1001	0	0	0	0	0	0	0	0	0	0	0
3100201	-1	0	1星幻雪冰后	0	0	0	0	0	0	0	0	172	172	6357	0	51	69	343	0	0	0	0	0	0	0	0	0	0	0
3100202	-1	0	2星幻雪冰后	0	0	0	0	0	0	0	0	257	257	9535	0	77	103	515	0	0	0	0	0	0	0	0	0	0	0
3100203	-1	0	3星幻雪冰后	0	0	0	0	0	0	0	0	343	343	12713	0	103	137	687	0	0	0	0	0	0	0	0	0	0	0
3100204	-1	0	4星幻雪冰后	0	0	0	0	0	0	0	0	429	429	15891	0	129	172	858	0	0	0	0	0	0	0	0	0	0	0
3100205	-1	0	5星幻雪冰后	0	0	0	0	0	0	0	0	601	601	22248	0	180	240	1202	0	0	0	0	0	0	0	0	0	0	0
3100301	-1	0	1星魔王之影	0	0	0	0	0	0	0	0	200	200	7416	0	60	80	401	0	0	0	0	0	0	0	0	0	0	0
3100302	-1	0	2星魔王之影	0	0	0	0	0	0	0	0	300	300	11124	0	90	120	601	0	0	0	0	0	0	0	0	0	0	0
3100303	-1	0	3星魔王之影	0	0	0	0	0	0	0	0	401	401	14832	0	120	160	801	0	0	0	0	0	0	0	0	0	0	0
3100304	-1	0	4星魔王之影	0	0	0	0	0	0	0	0	501	501	18540	0	150	200	1001	0	0	0	0	0	0	0	0	0	0	0
3100305	-1	0	5星魔王之影	0	0	0	0	0	0	0	0	701	701	25956	0	210	280	1402	0	0	0	0	0	0	0	0	0	0	0
3100401	-1	0	1星荒古魔魂	0	0	0	0	0	0	0	0	229	229	8475	0	69	92	458	0	0	0	0	0	0	0	0	0	0	0
3100402	-1	0	2星荒古魔魂	0	0	0	0	0	0	0	0	343	343	12713	0	103	137	687	0	0	0	0	0	0	0	0	0	0	0
3100403	-1	0	3星荒古魔魂	0	0	0	0	0	0	0	0	458	458	16951	0	137	183	915	0	0	0	0	0	0	0	0	0	0	0
3100404	-1	0	4星荒古魔魂	0	0	0	0	0	0	0	0	572	572	21188	0	172	229	1144	0	0	0	0	0	0	0	0	0	0	0
3100405	-1	0	5星荒古魔魂	0	0	0	0	0	0	0	0	801	801	29664	0	240	320	1602	0	0	0	0	0	0	0	0	0	0	0
3100501	-1	0	1星魔灵塞伊丝	0	0	0	0	0	0	0	0	257	257	9535	0	77	103	515	0	0	0	0	0	0	0	0	0	0	0
3100502	-1	0	2星魔灵塞伊丝	0	0	0	0	0	0	0	0	386	386	14302	0	116	155	772	0	0	0	0	0	0	0	0	0	0	0
3100503	-1	0	3星魔灵塞伊丝	0	0	0	0	0	0	0	0	515	515	19070	0	154	206	1030	0	0	0	0	0	0	0	0	0	0	0
3100504	-1	0	4星魔灵塞伊丝	0	0	0	0	0	0	0	0	644	644	23837	0	193	258	1287	0	0	0	0	0	0	0	0	0	0	0
3100505	-1	0	5星魔灵塞伊丝	0	0	0	0	0	0	0	0	901	901	33372	0	270	361	1802	0	0	0	0	0	0	0	0	0	0	0
