INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
400327	7	2	1	2	96	70	-1	-1	1	601	4	781	10	325	11	308	13	10323	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	7	5	16	80	13	0	0	97775	1	310	2	7	5	70	90	-1	12307	400407	-1	1	3
400328	8	2	1	2	104	80	-1	-1	1	823	4	1043	10	402	11	380	13	14091	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	8	5	16	80	13	0	0	256250	1	310	2	8	5	80	100	-1	12308	400408	-1	1	3
400329	9	2	1	2	112	90	-1	-1	1	996	4	1259	10	528	11	500	13	21397	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	9	5	16	80	13	0	0	256250	1	310	2	9	5	80	100	-1	12309	400409	-1	1	3
400330	10	2	1	2	120	100	-1	-1	1	1086	4	1394	10	609	11	577	13	26766	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	10	5	16	80	13	0	0	256250	1	310	2	10	5	80	100	-1	12310	400410	-1	1	3
400401	1	2	1	2	48	10	1201	0	-1	0	-1	0	10	23	11	22	13	449	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	1	6	20	100	13	0	0	3760	1	410	2	1	5	10	40	-1	-1	-1	-1	1	0
400402	2	2	1	2	56	20	1202	0	1	4	4	5	10	49	11	47	13	958	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	2	6	20	100	13	0	0	5835	1	410	2	2	5	20	50	-1	-1	-1	-1	1	0
400403	3	2	1	2	64	30	1203	0	1	5	4	5	10	85	11	81	13	1742	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	3	6	20	100	13	0	0	8730	1	410	2	3	5	30	60	-1	12403	400304	-1	1	0
400404	4	2	1	2	72	40	1204	0	1	168	4	245	10	140	11	133	13	3133	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	4	6	20	100	13	0	0	16255	1	410	2	4	5	40	70	-1	12404	400305	-1	1	1
400405	5	2	1	2	80	50	1205	0	1	285	4	406	10	209	11	198	13	5207	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	5	6	20	100	13	0	0	31785	1	410	2	5	5	50	80	-1	12405	400306	-1	1	1
400406	6	2	1	2	88	60	1206	0	1	420	4	565	10	291	11	275	13	8173	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	6	6	20	100	13	0	0	66330	1	410	2	6	5	60	90	-1	12406	400307	-1	1	2
400407	7	2	1	2	96	70	1207	0	1	601	4	781	10	386	11	366	13	12259	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	7	6	20	100	13	0	0	147590	1	410	2	7	5	70	100	-1	12407	400308	-1	1	3
400408	8	2	1	2	104	80	1208	0	1	823	4	1043	10	477	11	452	13	16733	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	8	6	20	100	13	0	0	256250	1	410	2	8	5	80	100	-1	12408	400309	-1	1	3
400409	9	2	1	2	112	90	1209	0	1	996	4	1259	10	627	11	594	13	25409	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	9	6	20	100	13	0	0	256250	1	410	2	9	5	80	100	-1	12409	400310	-1	1	3
400410	10	2	1	2	120	100	1210	0	1	1086	4	1394	10	724	11	685	13	31785	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	10	6	20	100	13	0	0	256250	1	410	2	10	5	80	100	-1	-1	-1	-1	1	3
400421	1	2	1	2	48	10	1201	0	-1	0	-1	0	10	23	11	22	13	449	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	1	6	20	100	13	0	0	3760	1	410	2	1	5	10	40	-1	-1	-1	-1	1	0
400422	2	2	1	2	56	20	1202	0	1	4	4	5	10	49	11	47	13	958	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	2	6	20	100	13	0	0	5835	1	410	2	2	5	20	50	-1	-1	-1	-1	1	0
400423	3	2	1	2	64	30	1203	0	1	5	4	5	10	85	11	81	13	1742	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	3	6	20	100	13	0	0	8730	1	410	2	3	5	30	60	-1	12403	400304	-1	1	0
400424	4	2	1	2	72	40	1204	0	1	168	4	245	10	140	11	133	13	3133	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	4	6	20	100	13	0	0	16255	1	410	2	4	5	40	70	-1	12404	400305	-1	1	1
400425	5	2	1	2	80	50	1205	0	1	285	4	406	10	209	11	198	13	5207	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	5	6	20	100	13	0	0	31785	1	410	2	5	5	50	80	-1	12405	400306	-1	1	1
400426	6	2	1	2	88	60	1206	0	1	420	4	565	10	291	11	275	13	8173	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	6	6	20	100	13	0	0	66330	1	410	2	6	5	60	90	-1	12406	400307	-1	1	2
400427	7	2	1	2	96	70	1207	0	1	601	4	781	10	386	11	366	13	12259	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	7	6	20	100	13	0	0	147590	1	410	2	7	5	70	100	-1	12407	400308	-1	1	3
400428	8	2	1	2	104	80	1208	0	1	823	4	1043	10	477	11	452	13	16733	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	8	6	20	100	13	0	0	256250	1	410	2	8	5	80	100	-1	12408	400309	-1	1	3
400429	9	2	1	2	112	90	1209	0	1	996	4	1259	10	627	11	594	13	25409	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	9	6	20	100	13	0	0	256250	1	410	2	9	5	80	100	-1	12409	400310	-1	1	3
400430	10	2	1	2	120	100	1210	0	1	1086	4	1394	10	724	11	685	13	31785	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	10	6	20	100	13	0	0	256250	1	410	2	10	5	80	100	-1	-1	-1	-1	1	3
400501	1	2	1	2	48	10	1251	0	-1	0	-1	0	10	45	11	43	13	896	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	1	6	30	150	13	0	0	10380	1	510	10	1	5	50	100	-1	-1	-1	-1	1	0
400502	2	2	1	2	56	20	1252	0	1	4	4	5	10	96	11	93	13	1915	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	2	6	30	150	13	0	0	24050	1	510	10	2	5	50	100	-1	-1	-1	-1	1	0
400503	3	2	1	2	64	30	1253	0	1	5	4	5	10	170	11	161	13	3483	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	3	6	30	150	13	0	0	49985	1	510	10	3	5	50	100	-1	12503	400504	-1	1	0
400504	4	2	1	2	72	40	1254	0	1	168	4	245	10	280	11	265	13	6265	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	4	6	30	150	13	0	0	73325	1	510	10	4	5	50	100	-1	12504	400505	-1	1	1
400505	5	2	1	2	80	50	1255	0	1	285	4	406	10	416	11	395	13	10413	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	5	6	30	150	13	0	0	109470	1	510	10	5	5	50	100	-1	12505	400506	-1	1	1
400506	6	2	1	2	88	60	1256	0	1	420	4	565	10	581	11	550	13	16345	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	6	6	30	150	13	0	0	165875	1	510	10	6	5	50	100	-1	12506	400507	-1	1	2
400507	7	2	1	2	96	70	1257	0	1	601	4	781	10	771	11	731	13	24516	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	7	6	30	150	13	0	0	256250	1	510	10	7	5	50	100	-1	12507	400508	-1	1	3
400508	8	2	1	2	104	80	1258	0	1	823	4	1043	10	953	11	903	13	33465	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	8	6	30	150	13	0	0	256250	1	510	10	8	5	50	100	-1	12508	400509	-1	1	3
400509	9	2	1	2	112	90	1259	0	1	996	4	1259	10	1253	11	1186	13	50816	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	9	6	30	150	13	0	0	256250	1	510	10	9	5	50	100	-1	12509	400510	-1	1	3
400510	10	2	1	2	120	100	1260	0	1	1086	4	1394	10	1446	11	1370	13	63570	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	10	6	30	150	13	0	0	256250	1	510	10	10	5	50	100	-1	-1	-1	-1	1	3
400521	1	2	1	2	48	10	1251	0	-1	0	-1	0	10	45	11	43	13	896	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	1	6	30	150	13	0	0	10380	1	510	10	1	5	50	100	-1	-1	-1	-1	1	0
400522	2	2	1	2	56	20	1252	0	1	4	4	5	10	96	11	93	13	1915	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	2	6	30	150	13	0	0	24050	1	510	10	2	5	50	100	-1	-1	-1	-1	1	0
400523	3	2	1	2	64	30	1253	0	1	5	4	5	10	170	11	161	13	3483	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	3	6	30	150	13	0	0	49985	1	510	10	3	5	50	100	-1	12503	400504	-1	1	0
400524	4	2	1	2	72	40	1254	0	1	168	4	245	10	280	11	265	13	6265	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	4	6	30	150	13	0	0	73325	1	510	10	4	5	50	100	-1	12504	400505	-1	1	1
400525	5	2	1	2	80	50	1255	0	1	285	4	406	10	416	11	395	13	10413	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	5	6	30	150	13	0	0	109470	1	510	10	5	5	50	100	-1	12505	400506	-1	1	1
400526	6	2	1	2	88	60	1256	0	1	420	4	565	10	581	11	550	13	16345	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	6	6	30	150	13	0	0	165875	1	510	10	6	5	50	100	-1	12506	400507	-1	1	2
400527	7	2	1	2	96	70	1257	0	1	601	4	781	10	771	11	731	13	24516	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	7	6	30	150	13	0	0	256250	1	510	10	7	5	50	100	-1	12507	400508	-1	1	3
400528	8	2	1	2	104	80	1258	0	1	823	4	1043	10	953	11	903	13	33465	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	8	6	30	150	13	0	0	256250	1	510	10	8	5	50	100	-1	12508	400509	-1	1	3
400529	9	2	1	2	112	90	1259	0	1	996	4	1259	10	1253	11	1186	13	50816	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	9	6	30	150	13	0	0	256250	1	510	10	9	5	50	100	-1	12509	400510	-1	1	3
400530	10	2	1	2	120	100	1260	0	1	1086	4	1394	10	1446	11	1370	13	63570	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	10	6	30	150	13	0	0	256250	1	510	10	10	5	50	100	-1	-1	-1	-1	1	3
401001	1	2	2	0	48	20	-1	-1	-1	0	-1	0	5	14	6	18	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	-1	-1	-1	10	11	2	10	50	105	0	0	44	2	2	1	11	2	50	60	-1	-1	-1	-1	1	0
401002	2	2	2	0	56	40	-1	-1	1	4	2	9	5	26	6	35	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	12	2	10	50	105	0	0	90	2	2	1	12	2	50	60	-1	-1	-1	-1	1	0
401003	3	2	2	0	64	60	-1	-1	1	6	2	19	5	42	6	56	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	13	2	10	50	105	0	0	188	2	2	1	13	2	50	60	-1	-1	-1	-1	1	0
401004	4	2	2	0	72	80	-1	-1	1	180	2	418	5	63	6	84	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	14	2	10	50	105	0	0	402	2	2	1	14	2	50	60	-1	-1	-1	-1	1	1
401005	5	2	2	0	80	100	-1	-1	1	327	2	712	5	86	6	116	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	15	2	10	50	105	0	0	642	2	2	1	15	2	50	60	-1	-1	-1	-1	1	1
401006	6	2	2	0	88	120	-1	-1	1	403	2	829	5	113	6	152	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	16	2	10	50	105	0	0	909	2	2	1	16	2	50	60	-1	-1	-1	-1	1	2
401007	7	2	2	0	96	140	-1	-1	1	584	2	1115	5	142	6	191	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	17	2	10	50	105	0	0	1202	2	2	1	17	2	50	60	-1	-1	-1	-1	1	3
401008	8	2	2	0	104	160	-1	-1	1	805	2	1456	5	169	6	227	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	18	2	10	50	105	0	0	1522	2	2	1	18	2	50	60	-1	-1	-1	-1	1	3
401009	9	2	2	0	112	180	-1	-1	1	979	2	1756	5	211	6	284	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	19	2	10	50	105	0	0	1868	2	2	1	19	2	50	60	-1	-1	-1	-1	1	3
401010	10	2	2	0	120	200	-1	-1	1	1069	2	1981	5	238	6	320	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	20	2	10	50	105	0	0	2242	2	2	1	20	2	50	60	-1	-1	-1	-1	1	3
401101	1	2	2	0	48	20	-1	-1	-1	0	-1	0	5	20	6	28	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	11	3	12	60	105	0	0	90	2	2	1	11	3	50	80	-1	-1	-1	-1	1	0
401102	2	2	2	0	56	40	-1	-1	1	4	2	10	5	40	6	53	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	12	3	12	60	105	0	0	138	2	2	1	12	3	50	80	-1	-1	-1	-1	1	0
401103	3	2	2	0	64	60	-1	-1	1	8	2	20	5	63	6	84	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	13	3	12	60	105	0	0	291	2	2	1	13	3	50	80	-1	-1	-1	-1	1	0
401104	4	2	2	0	72	80	-1	-1	1	186	2	429	5	94	6	127	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	14	3	12	60	105	0	0	436	2	2	1	14	3	50	80	-1	-1	-1	-1	1	1
401105	5	2	2	0	80	100	-1	-1	1	334	2	726	5	130	6	174	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	15	3	12	60	105	0	0	680	2	2	1	15	3	50	80	-1	-1	-1	-1	1	1
401106	6	2	2	0	88	120	-1	-1	1	411	2	843	5	169	6	228	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	16	3	12	60	105	0	0	951	2	2	1	16	3	50	80	-1	-1	-1	-1	1	2
401107	7	2	2	0	96	140	-1	-1	1	593	2	1129	5	213	6	286	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	17	3	12	60	105	0	0	1248	2	2	1	17	3	50	80	-1	-1	-1	-1	1	3
401108	8	2	2	0	104	160	-1	-1	1	814	2	1470	5	253	6	340	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	18	3	12	60	105	0	0	3070	2	2	1	18	3	50	80	-1	-1	-1	-1	1	3
401109	9	2	2	0	112	180	-1	-1	1	988	2	1770	5	317	6	426	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	19	3	12	60	105	0	0	3070	2	2	1	19	3	50	80	-1	-1	-1	-1	1	3
401110	10	2	2	0	120	200	-1	-1	1	1078	2	1995	5	357	6	480	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	20	3	12	60	105	0	0	3070	2	2	1	20	3	50	80	-1	-1	-1	-1	1	3
401201	1	2	2	0	48	20	-1	-1	-1	0	-1	0	5	27	6	37	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	11	4	14	70	105	0	0	119	2	2	1	11	4	60	90	-1	-1	-1	-1	1	0
401202	2	2	2	0	56	40	-1	-1	1	4	2	10	5	53	6	71	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	12	4	14	70	105	0	0	188	2	2	1	12	4	60	90	-1	-1	-1	-1	1	0
401203	3	2	2	0	64	60	-1	-1	1	9	2	20	5	84	6	113	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	13	4	14	70	105	0	0	313	2	2	1	13	4	60	90	-1	-1	-1	-1	1	0
401204	4	2	2	0	72	80	-1	-1	1	193	2	439	5	126	6	169	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	14	4	14	70	105	0	0	459	2	2	1	14	4	60	90	-1	-1	-1	-1	1	1
401205	5	2	2	0	80	100	-1	-1	1	342	2	738	5	173	6	232	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	15	4	14	70	105	0	0	909	2	2	1	15	4	60	90	-1	-1	-1	-1	1	1
401206	6	2	2	0	88	120	-1	-1	1	420	2	855	5	226	6	303	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	16	4	14	70	105	0	0	1868	2	2	1	16	4	60	90	-1	-1	-1	-1	1	2
401207	7	2	2	0	96	140	-1	-1	1	601	2	1141	5	284	6	382	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	17	4	14	70	105	0	0	3070	2	2	1	17	4	60	90	-1	-1	-1	-1	1	3
401208	8	2	2	0	104	160	-1	-1	1	823	2	1484	5	337	6	453	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	18	4	14	70	105	0	0	5617	2	2	1	18	4	60	90	-1	-1	-1	-1	1	3
401209	9	2	2	0	112	180	-1	-1	1	996	2	1784	5	422	6	568	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	19	4	14	70	105	0	0	5617	2	2	1	19	4	60	90	-1	-1	-1	-1	1	3
401210	10	2	2	0	120	200	-1	-1	1	1086	2	2009	5	476	6	640	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	20	4	14	70	105	0	0	5617	2	2	1	20	4	60	90	-1	-1	-1	-1	1	3
401301	1	2	2	0	48	20	-1	-1	-1	0	-1	0	5	65	6	87	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	11	5	16	80	105	0	0	138	2	310	1	11	5	10	30	-1	-1	-1	-1	1	0
401302	2	2	2	0	56	40	-1	-1	1	5	2	10	5	125	6	168	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	12	5	16	80	105	0	0	239	2	310	1	12	5	20	40	-1	-1	-1	-1	1	0
401303	3	2	2	0	64	60	-1	-1	1	5	2	10	5	199	6	267	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	13	5	16	80	105	0	0	324	2	310	1	13	5	30	50	-1	-1	-1	-1	1	0
401304	4	2	2	0	72	80	-1	-1	1	5	2	10	5	298	6	401	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	14	5	16	80	105	0	0	592	2	310	1	14	5	40	60	-1	-1	-1	-1	1	1
401305	5	2	2	0	80	100	-1	-1	1	5	2	10	5	411	6	552	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	15	5	16	80	105	0	0	1126	2	310	1	15	5	50	70	-1	-1	-1	-1	1	1
401306	6	2	2	0	88	120	-1	-1	1	5	2	10	5	536	6	721	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	16	5	16	80	105	0	0	2281	2	310	1	16	5	60	80	-1	-1	-1	-1	1	2
401307	7	2	2	0	96	140	-1	-1	1	5	2	10	5	675	6	907	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	17	5	16	80	105	0	0	4888	2	310	1	17	5	70	90	-1	-1	-1	-1	1	3
401308	8	2	2	0	104	160	-1	-1	1	5	2	10	5	801	6	1077	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	18	5	16	80	105	0	0	12812	2	310	1	18	5	80	100	-1	-1	-1	-1	1	3
401309	9	2	2	0	112	180	-1	-1	1	5	2	10	5	1003	6	1349	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	19	5	16	80	105	0	0	12812	2	310	1	19	5	80	100	-1	-1	-1	-1	1	3
401310	10	2	2	0	120	200	-1	-1	1	5	2	10	5	1130	6	1519	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	20	5	16	80	105	0	0	12812	2	310	1	20	5	80	100	-1	-1	-1	-1	1	3
401321	1	2	2	0	48	20	-1	-1	-1	0	-1	0	5	65	6	87	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	11	5	16	80	105	0	0	138	2	310	1	11	5	10	30	-1	-1	-1	-1	1	0
401322	2	2	2	0	56	40	-1	-1	1	5	2	10	5	125	6	168	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	12	5	16	80	105	0	0	239	2	310	1	12	5	20	40	-1	-1	-1	-1	1	0
401323	3	2	2	0	64	60	-1	-1	1	5	2	10	5	199	6	267	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	13	5	16	80	105	0	0	324	2	310	1	13	5	30	50	-1	-1	-1	-1	1	0
401324	4	2	2	0	72	80	-1	-1	1	5	2	10	5	298	6	401	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	14	5	16	80	105	0	0	592	2	310	1	14	5	40	60	-1	-1	-1	-1	1	1
401325	5	2	2	0	80	100	-1	-1	1	5	2	10	5	411	6	552	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	15	5	16	80	105	0	0	1126	2	310	1	15	5	50	70	-1	-1	-1	-1	1	1
401326	6	2	2	0	88	120	-1	-1	1	5	2	10	5	536	6	721	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	16	5	16	80	105	0	0	2281	2	310	1	16	5	60	80	-1	-1	-1	-1	1	2
401327	7	2	2	0	96	140	-1	-1	1	5	2	10	5	675	6	907	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	17	5	16	80	105	0	0	4888	2	310	1	17	5	70	90	-1	-1	-1	-1	1	3
401328	8	2	2	0	104	160	-1	-1	1	5	2	10	5	801	6	1077	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	18	5	16	80	105	0	0	12812	2	310	1	18	5	80	100	-1	-1	-1	-1	1	3
401329	9	2	2	0	112	180	-1	-1	1	5	2	10	5	1003	6	1349	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	19	5	16	80	105	0	0	12812	2	310	1	19	5	80	100	-1	-1	-1	-1	1	3
401330	10	2	2	0	120	200	-1	-1	1	5	2	10	5	1130	6	1519	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	20	5	16	80	105	0	0	12812	2	310	1	20	5	80	100	-1	-1	-1	-1	1	3
401401	1	2	2	0	48	20	-1	-1	-1	0	-1	0	5	78	6	104	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	11	6	20	100	105	0	0	188	2	410	1	11	6	10	40	-1	-1	-1	-1	1	0
401402	2	2	2	0	56	40	-1	-1	1	5	2	10	5	150	6	202	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	12	6	20	100	105	0	0	291	2	410	1	12	6	20	50	-1	-1	-1	-1	1	0
401403	3	2	2	0	64	60	-1	-1	1	5	2	10	5	239	6	320	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	13	6	20	100	105	0	0	436	2	410	1	13	6	30	60	-1	-1	-1	-1	1	0
401404	4	2	2	0	72	80	-1	-1	1	5	2	10	5	358	6	481	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	14	6	20	100	105	0	0	812	2	410	1	14	6	40	70	-1	-1	-1	-1	1	1
401405	5	2	2	0	80	100	-1	-1	1	5	2	10	5	493	6	662	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	15	6	20	100	105	0	0	1589	2	410	1	15	6	50	80	-1	-1	-1	-1	1	1
401406	6	2	2	0	88	120	-1	-1	1	5	2	10	5	643	6	865	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	16	6	20	100	105	0	0	3316	2	410	1	16	6	60	90	-1	-1	-1	-1	1	2
401407	7	2	2	0	96	140	-1	-1	1	5	2	10	5	810	6	1088	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	17	6	20	100	105	0	0	7379	2	410	1	17	6	70	100	-1	-1	-1	-1	1	3
401408	8	2	2	0	104	160	-1	-1	1	5	2	10	5	961	6	1292	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	18	6	20	100	105	0	0	12812	2	410	1	18	6	80	100	-1	-1	-1	-1	1	3
401409	9	2	2	0	112	180	-1	-1	1	5	2	10	5	1204	6	1619	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	19	6	20	100	105	0	0	12812	2	410	1	19	6	80	100	-1	-1	-1	-1	1	3
401410	10	2	2	0	120	200	-1	-1	1	5	2	10	5	1356	6	1823	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	20	6	20	100	105	0	0	12812	2	410	1	20	6	80	100	-1	-1	-1	-1	1	3
401421	1	2	2	0	48	20	-1	-1	-1	0	-1	0	5	78	6	104	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	11	6	20	100	105	0	0	188	2	410	1	11	6	10	40	-1	-1	-1	-1	1	0
401422	2	2	2	0	56	40	-1	-1	1	5	2	10	5	150	6	202	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	12	6	20	100	105	0	0	291	2	410	1	12	6	20	50	-1	-1	-1	-1	1	0
401423	3	2	2	0	64	60	-1	-1	1	5	2	10	5	239	6	320	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	13	6	20	100	105	0	0	436	2	410	1	13	6	30	60	-1	-1	-1	-1	1	0
401424	4	2	2	0	72	80	-1	-1	1	5	2	10	5	358	6	481	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	14	6	20	100	105	0	0	812	2	410	1	14	6	40	70	-1	-1	-1	-1	1	1
401425	5	2	2	0	80	100	-1	-1	1	5	2	10	5	493	6	662	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	15	6	20	100	105	0	0	1589	2	410	1	15	6	50	80	-1	-1	-1	-1	1	1
401426	6	2	2	0	88	120	-1	-1	1	5	2	10	5	643	6	865	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	16	6	20	100	105	0	0	3316	2	410	1	16	6	60	90	-1	-1	-1	-1	1	2
401427	7	2	2	0	96	140	-1	-1	1	5	2	10	5	810	6	1088	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	17	6	20	100	105	0	0	7379	2	410	1	17	6	70	100	-1	-1	-1	-1	1	3
401428	8	2	2	0	104	160	-1	-1	1	5	2	10	5	961	6	1292	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	18	6	20	100	105	0	0	12812	2	410	1	18	6	80	100	-1	-1	-1	-1	1	3
401429	9	2	2	0	112	180	-1	-1	1	5	2	10	5	1204	6	1619	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	19	6	20	100	105	0	0	12812	2	410	1	19	6	80	100	-1	-1	-1	-1	1	3
