INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	FLOAT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	STRING
6111	灭世之战II:谎言	4	33	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	-1	-1	-1	1	30	-1	460000	漫天火雨，烈焰焚烧山地，魔主的部队已经兵临城下，他们誓要摧毁人类文明，家园已濒临毁灭，英雄们为信仰而战!	2	1000	2	1000	2	1000	2	1000	-1	1	-1	-1	-1	6111	-1	-1	-1	-1	-1	-1	-1	1	1	12001	-1	1	6000000	3000000	1	1	-1	1	1	-1	-1	225017	-1	  1.报名阶段:玩家可提升炮台等级.提升后炮塔血量及攻击技能强度增加，并且每次提升可获得道具礼包以及贡献值.\n  2.战斗阶段,4波怪物从三个方向攻击炮台及圣坛.\n  3.清空前三波怪物才出现第4波魔王,击杀魔王可获得宝箱奖励,有几率开出稀有道具.\n  4.战斗胜利时,炮台剩余数量越多,全服奖励越多(奖励通过邮件发送).\n  5.如果在倒计时结束前没有击杀所有BOSS会视为灭世失败.\n  6.灭世失败会导致全服玩家获得称号惩罚：[FF3A3A]劫后余生[-].\n  7.每场灭世战役中伤害最高的玩家会获得专属称号：[FFFF00]玛雅战神[-]，并被永久载入《救世英雄录》	2	226019|226006|226007|226008|226009|226010|226011
6112	灭世之战III:原罪	4	33	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2004	-1	-1	-1	1	30	-1	620000	大地翻覆，深渊吞噬一切，魔主的真身即将降临人间，他的阴影欲要笼罩大陆，世界即将被吞噬，兄弟们为自由而战!	2	1000	2	1000	2	1000	2	1000	-1	1	-1	-1	-1	6112	-1	-1	-1	-1	-1	-1	-1	1	1	12001	-1	1	6000000	3000000	1	1	-1	1	1	-1	-1	225026	-1	  1.报名阶段:玩家可提升炮台等级.提升后炮塔血量及攻击技能强度增加，并且每次提升可获得道具礼包以及贡献值.\n  2.战斗阶段,4波怪物从三个方向攻击炮台及圣坛.\n  3.清空前三波怪物才出现第4波魔王,击杀魔王可获得宝箱奖励,有几率开出稀有道具.\n  4.战斗胜利时,炮台剩余数量越多,全服奖励越多(奖励通过邮件发送).\n  5.如果在倒计时结束前没有击杀所有BOSS会视为灭世失败.\n  6.灭世失败会导致全服玩家获得称号惩罚：[FF3A3A]劫后余生[-].\n  7.每场灭世战役中伤害最高的玩家会获得专属称号：[FFFF00]玛雅战神[-]，并被永久载入《救世英雄录》	3	226020|226012|226013|226014|226015|226016|226017
6113	灭世之战IV:痛苦	4	33	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2005	-1	-1	-1	1	30	-1	780000	鬼影夜行，魔物哀嚎遍野，魔主的投影正在入侵大陆，他用暴虐想要征服世界，末日即将来临，勇士们为种族而战!	2	1000	2	1000	2	1000	2	1000	-1	1	-1	-1	-1	6113	-1	-1	-1	-1	-1	-1	-1	1	1	12001	-1	1	6000000	3000000	1	1	-1	1	1	-1	-1	225408	-1	  1.报名阶段:玩家可提升炮台等级.提升后炮塔血量及攻击技能强度增加，并且每次提升可获得道具礼包以及贡献值.\n  2.战斗阶段,4波怪物从三个方向攻击炮台及圣坛.\n  3.清空前三波怪物才出现第4波魔王,击杀魔王可获得宝箱奖励,有几率开出稀有道具.\n  4.战斗胜利时,炮台剩余数量越多,全服奖励越多(奖励通过邮件发送).\n  5.如果在倒计时结束前没有击杀所有BOSS会视为灭世失败.\n  6.灭世失败会导致全服玩家获得称号惩罚：[FF3A3A]劫后余生[-].\n  7.每场灭世战役中伤害最高的玩家会获得专属称号：[FFFF00]玛雅战神[-]，并被永久载入《救世英雄录》	4	226039|226021|226022|226023|226024|226025|226026
6114	灭世之战V:悲痛	4	33	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2006	-1	-1	-1	1	30	-1	890000	战音铮铮，金戈铁甲，魔主的军队已经围攻圣城玛雅，他们想用铁蹄摧垮圣城，大战一触即发，战士们为家园而战!	2	1000	2	1000	2	1000	2	1000	-1	1	-1	-1	-1	6114	-1	-1	-1	-1	-1	-1	-1	1	1	12001	-1	1	6000000	3000000	1	1	-1	1	1	-1	-1	225417	-1	  1.报名阶段:玩家可提升炮台等级.提升后炮塔血量及攻击技能强度增加，并且每次提升可获得道具礼包以及贡献值.\n  2.战斗阶段,4波怪物从三个方向攻击炮台及圣坛.\n  3.清空前三波怪物才出现第4波魔王,击杀魔王可获得宝箱奖励,有几率开出稀有道具.\n  4.战斗胜利时,炮台剩余数量越多,全服奖励越多(奖励通过邮件发送).\n  5.如果在倒计时结束前没有击杀所有BOSS会视为灭世失败.\n  6.灭世失败会导致全服玩家获得称号惩罚：[FF3A3A]劫后余生[-].\n  7.每场灭世战役中伤害最高的玩家会获得专属称号：[FFFF00]玛雅战神[-]，并被永久载入《救世英雄录》	5	226040|226027|226028|226029|226030|226031|226032
6115	灭世之战VI:憎恨	4	33	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2007	-1	-1	-1	1	30	-1	980000	水汽蔓延，深海之歌飘过，魔主之音回响在众人耳边，想要诱惑心智不坚之人，幕后的黑手出现，英雄们为同伴而战!	2	1000	2	1000	2	1000	2	1000	-1	1	-1	-1	-1	6115	-1	-1	-1	-1	-1	-1	-1	1	1	12001	-1	1	6000000	3000000	1	1	-1	1	1	-1	-1	225426	-1	  1.报名阶段:玩家可提升炮台等级.提升后炮塔血量及攻击技能强度增加，并且每次提升可获得道具礼包以及贡献值.\n  2.战斗阶段,4波怪物从三个方向攻击炮台及圣坛.\n  3.清空前三波怪物才出现第4波魔王,击杀魔王可获得宝箱奖励,有几率开出稀有道具.\n  4.战斗胜利时,炮台剩余数量越多,全服奖励越多(奖励通过邮件发送).\n  5.如果在倒计时结束前没有击杀所有BOSS会视为灭世失败.\n  6.灭世失败会导致全服玩家获得称号惩罚：[FF3A3A]劫后余生[-].\n  7.每场灭世战役中伤害最高的玩家会获得专属称号：[FFFF00]玛雅战神[-]，并被永久载入《救世英雄录》	6	226041|226033|226034|226035|226036|226037|226038
6116	灭世之战VII:恐惧	4	33	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2008	-1	-1	-1	1	30	-1	1050000	黄沙漫天，古老诅咒降临，魔主之手已经伸向大陆，破坏毁灭都是他们最喜欢的艺术，大陆将要毁于一旦，救世者们为未来而战!	2	1000	2	1000	2	1000	2	1000	-1	1	-1	-1	-1	6116	-1	-1	-1	-1	-1	-1	-1	1	1	12001	-1	1	6000000	3000000	1	1	-1	1	1	-1	-1	226108	-1	  1.报名阶段:玩家可提升炮台等级.提升后炮塔血量及攻击技能强度增加，并且每次提升可获得道具礼包以及贡献值.\n  2.战斗阶段,4波怪物从三个方向攻击炮台及圣坛.\n  3.清空前三波怪物才出现第4波魔王,击杀魔王可获得宝箱奖励,有几率开出稀有道具.\n  4.战斗胜利时,炮台剩余数量越多,全服奖励越多(奖励通过邮件发送).\n  5.如果在倒计时结束前没有击杀所有BOSS会视为灭世失败.\n  6.灭世失败会导致全服玩家获得称号惩罚：[FF3A3A]劫后余生[-].\n  7.每场灭世战役中伤害最高的玩家会获得专属称号：[FFFF00]玛雅战神[-]，并被永久载入《救世英雄录》	7	226060|226042|226043|226044|226045|226046|226047
6117	灭世之战VIII:毁灭	4	33	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2009	-1	-1	-1	1	30	-1	1220000	星河璀璨，暗夜星辰坠落，魔主之念已控制神明，堕落神明的力量已经喷薄欲出，群星之力冲击大陆，屠魔者们为世界而战!	2	1000	2	1000	2	1000	2	1000	-1	1	-1	-1	-1	6117	-1	-1	-1	-1	-1	-1	-1	1	1	12001	-1	1	6000000	3000000	1	1	-1	1	1	-1	-1	226117	-1	  1.报名阶段:玩家可提升炮台等级.提升后炮塔血量及攻击技能强度增加，并且每次提升可获得道具礼包以及贡献值.\n  2.战斗阶段,4波怪物从三个方向攻击炮台及圣坛.\n  3.清空前三波怪物才出现第4波魔王,击杀魔王可获得宝箱奖励,有几率开出稀有道具.\n  4.战斗胜利时,炮台剩余数量越多,全服奖励越多(奖励通过邮件发送).\n  5.如果在倒计时结束前没有击杀所有BOSS会视为灭世失败.\n  6.灭世失败会导致全服玩家获得称号惩罚：[FF3A3A]劫后余生[-].\n  7.每场灭世战役中伤害最高的玩家会获得专属称号：[FFFF00]玛雅战神[-]，并被永久载入《救世英雄录》	8	226061|226048|226049|226050|226051|226052|226053
6118	灭世之战IX:重生	4	33	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2010	-1	-1	-1	1	30	-1	1350000	暗无天日，所有光芒都已消逝，魔主的力量已倾斜到大陆，神明堕落万物凋零，最终还是要进入末日么？各位圣灵们为救世而战!	2	1000	2	1000	2	1000	2	1000	-1	1	-1	-1	-1	6118	-1	-1	-1	-1	-1	-1	-1	1	1	12001	-1	1	6000000	3000000	1	1	-1	1	1	-1	-1	226126	-1	  1.报名阶段:玩家可提升炮台等级.提升后炮塔血量及攻击技能强度增加，并且每次提升可获得道具礼包以及贡献值.\n  2.战斗阶段,4波怪物从三个方向攻击炮台及圣坛.\n  3.清空前三波怪物才出现第4波魔王,击杀魔王可获得宝箱奖励,有几率开出稀有道具.\n  4.战斗胜利时,炮台剩余数量越多,全服奖励越多(奖励通过邮件发送).\n  5.如果在倒计时结束前没有击杀所有BOSS会视为灭世失败.\n  6.灭世失败会导致全服玩家获得称号惩罚：[FF3A3A]劫后余生[-].\n  7.每场灭世战役中伤害最高的玩家会获得专属称号：[FFFF00]玛雅战神[-]，并被永久载入《救世英雄录》	9	226062|226054|226055|226056|226057|226058|226059
6200	机关金库	4	21	3	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	85	85	-1	-1	-1	1.5	-1	-1	金币可不是随便捡的哦，要小心躲避地上的陷阱。\n被陷阱击中，会陷入短时间的昏迷，会大大影响收取金币的速度。\n金币5秒内不被拾取，就会消失。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	448	-1	-1	6200	-1	-1	-1	-1	-1	-1	-1	0	1	3100	-1	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6210	机关金库	4	21	3	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	99996	-1	-1	-1	1.5	-1	-1	金币可不是随便捡的哦，要小心躲避地上的陷阱。\n被陷阱击中，会陷入短时间的昏迷，会大大影响收取金币的速度。\n金币5秒内不被拾取，就会消失。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	448	-1	-1	6200	-1	-1	-1	-1	-1	-1	-1	0	1	3100	-1	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7000	试炼古域	4	7	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48000	48000	-1	-1	-1	30	-1	-1	战火即将重燃，玛雅女神用神力创造了试练之地，试练古域！\n5倍经验的小怪，更有20倍经验巨怪，期待你们通过试练可以更加强大！\n（只要还有剩余时间，中途离开也可再次进入）	-1	-1	-1	-1	-1	-1	-1	-1	99999999	-1	428	-1	-1	7000	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7001	试炼古域	4	7	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48001	48001	-1	-1	-1	30	-1	-1	战火即将重燃，玛雅女神用神力创造了试练之地，试练古域！\n5倍经验的小怪，更有20倍经验巨怪，期待你们通过试练可以更加强大！\n（只要还有剩余时间，中途离开也可再次进入）	-1	-1	-1	-1	-1	-1	-1	-1	99999999	-1	428	-1	-1	7001	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7002	试炼古域	4	7	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48002	48002	-1	-1	-1	30	-1	-1	战火即将重燃，玛雅女神用神力创造了试练之地，试练古域！\n5倍经验的小怪，更有20倍经验巨怪，期待你们通过试练可以更加强大！\n（只要还有剩余时间，中途离开也可再次进入）	-1	-1	-1	-1	-1	-1	-1	-1	99999999	-1	428	-1	-1	7002	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7003	试炼古域	4	7	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48003	48003	-1	-1	-1	30	-1	-1	战火即将重燃，玛雅女神用神力创造了试练之地，试练古域！\n5倍经验的小怪，更有20倍经验巨怪，期待你们通过试练可以更加强大！\n（只要还有剩余时间，中途离开也可再次进入）	-1	-1	-1	-1	-1	-1	-1	-1	99999999	-1	428	-1	-1	7003	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7004	试炼古域	4	7	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48004	48004	-1	-1	-1	30	-1	-1	战火即将重燃，玛雅女神用神力创造了试练之地，试练古域！\n5倍经验的小怪，更有20倍经验巨怪，期待你们通过试练可以更加强大！\n（只要还有剩余时间，中途离开也可再次进入）	-1	-1	-1	-1	-1	-1	-1	-1	99999999	-1	428	-1	-1	7004	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7005	试炼古域	4	7	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48005	48005	-1	-1	-1	30	-1	-1	战火即将重燃，玛雅女神用神力创造了试练之地，试练古域！\n5倍经验的小怪，更有20倍经验巨怪，期待你们通过试练可以更加强大！\n（只要还有剩余时间，中途离开也可再次进入）	-1	-1	-1	-1	-1	-1	-1	-1	99999999	-1	428	-1	-1	7005	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7100	试炼古域	4	7	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	99991	-1	-1	-1	30	-1	-1	战火即将重燃，玛雅女神用神力创造了试练之地，试练古域！\n5倍经验的小怪，更有20倍经验巨怪，期待你们通过试练可以更加强大！\n（只要还有剩余时间，中途离开也可再次进入）	-1	-1	-1	-1	-1	-1	-1	-1	99999999	-1	428	-1	-1	7005	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8000	古域纷争	3	26	3	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	47001	99999	-1	-1	-1	-1	-1	-1	古域中谁是王者？需要靠自己实力去争取！\n击杀场内敌人获得5积分、击杀怪物获得3积分。\n活动结束后按积分和排名发放额外奖励。	11	6000	1	176000	2	31500	-1	-1	-1	-1	557	-1	558	8000	-1	400	-1	-1	-1	104000	-1	0	-1	-1	-1	1	17500	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8001	古域纷争	3	27	3	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	47002	99999	-1	-1	-1	-1	-1	-1	古域中谁是王者？需要靠自己实力去争取！\n击杀场内敌人获得5积分、击杀怪物获得3积分。\n活动结束后按积分和排名发放额外奖励。	11	9000	1	239200	2	61875	-1	-1	-1	-1	557	-1	558	8001	-1	401	-1	-1	-1	104001	-1	0	-1	-1	-1	1	22000	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8002	古域纷争	3	28	3	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	47003	99999	-1	-1	-1	-1	-1	-1	古域中谁是王者？需要靠自己实力去争取！\n击杀场内敌人获得5积分、击杀怪物获得3积分。\n活动结束后按积分和排名发放额外奖励。	11	12000	1	354200	2	91125	-1	-1	-1	-1	557	-1	558	8002	-1	402	-1	-1	-1	104002	-1	0	-1	-1	-1	1	26500	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8003	古域纷争	3	29	3	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	47004	99999	-1	-1	-1	-1	-1	-1	古域中谁是王者？需要靠自己实力去争取！\n击杀场内敌人获得5积分、击杀怪物获得3积分。\n活动结束后按积分和排名发放额外奖励。	11	15000	1	492200	2	124875	-1	-1	-1	-1	557	-1	558	8003	-1	403	-1	-1	-1	104003	-1	0	-1	-1	-1	1	31000	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8004	古域纷争	3	30	3	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	47005	99999	-1	-1	-1	-1	-1	-1	古域中谁是王者？需要靠自己实力去争取！\n击杀场内敌人获得5积分、击杀怪物获得3积分。\n活动结束后按积分和排名发放额外奖励。	11	18000	1	653200	2	164250	-1	-1	-1	-1	557	-1	558	8004	-1	404	-1	-1	-1	104004	-1	0	-1	-1	-1	1	35500	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8005	古域纷争	3	31	3	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	47006	99999	-1	-1	-1	-1	-1	-1	古域中谁是王者？需要靠自己实力去争取！\n击杀场内敌人获得5积分、击杀怪物获得3积分。\n活动结束后按积分和排名发放额外奖励。	11	21600	1	837200	2	193275	-1	-1	-1	-1	557	-1	558	8005	-1	405	-1	-1	-1	104005	-1	0	-1	-1	-1	1	40000	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8100	古域纷争	3	31	3	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	99999	-1	-1	-1	-1	-1	-1	古域中谁是王者？需要靠自己实力去争取！\n击杀场内敌人获得5积分、击杀怪物获得3积分。\n活动结束后按积分和排名发放额外奖励。	11	21600	1	837200	2	193275	-1	-1	-1	-1	557	-1	558	8005	-1	405	-1	-1	-1	104005	-1	0	-1	-1	-1	1	40000	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9000	圣光盟战	3	32	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1900	30	3	30	-1	-1	-1	11	21600	1	628500	2	193275	-1	-1	-1	-1	-1	-1	-1	9000	-1	-1	-1	-1	-1	-1	-1	1	-1	9000	-1	1	3000000	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10000	黑袍巫魔	0	8	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	66004	-1	-1	-1	3	2	11340	黑袍巫魔的灵魂在这里肆虐，只有威望高超的勇士才可以挑战他。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	600	-1	601	10000	602	-1	0	-1	-1	319	-1	1	-1	10000	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10001	盗贼魔头	0	8	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	66005	-1	-1	-1	3	2	16380	盗贼魔头依然猖獗，举起武器，让他彻底安息吧。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	603	-1	604	10001	605	-1	0	-1	-1	320	-1	1	-1	10001	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10002	幻雪冰后	0	8	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	66006	-1	-1	-1	3	2	69270	幻雪冰后在这里徘徊，没人知道她在等着什么。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	606	-1	607	10002	608	-1	0	-1	-1	321	-1	1	-1	10002	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10003	魔王之影	0	8	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	66007	-1	-1	-1	3	2	162480	魔王之影还在幽幽作祟，以圣光的名义！	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	609	-1	610	10003	611	-1	0	-1	-1	322	-1	1	-1	10003	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10004	荒古魔魂	0	8	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	66008	-1	-1	-1	3	2	253260	荒古魔魂再次重生，英雄，就决定是你了！	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	612	-1	613	10004	614	-1	0	-1	-1	323	-1	1	-1	10004	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10005	魔灵赛伊丝	0	8	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	66009	-1	-1	-1	3	2	486840	魔灵塞伊丝庞大的身躯胀满了空间，除掉他！	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	615	-1	616	10005	617	-1	0	-1	-1	324	-1	1	-1	10005	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10006	沙魔阿卡门农	0	8	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	66010	-1	-1	-1	3	2	810420	沙魔阿卡门努再次侵袭了这片土地！	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	618	-1	619	10006	620	-1	0	-1	-1	325	-1	1	-1	10006	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10007	星空领主瑟利斯	0	8	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	66011	-1	-1	-1	3	2	908670	星空领主瑟利斯突破空间，神力整撕碎一切，快去拯救这一切！	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	647	-1	648	10007	649	-1	0	-1	-1	326	-1	1	-1	10007	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11000	灵兽岛（初级）	1	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2013	-1	-1	-1	10000000	-1	-1	灵兽岛，位于玛雅大陆边缘的神秘岛屿，岛上散布着各种稀有的灵兽。\n每天10点，13点，16点，19点，22点整会刷新稀有的灵兽；在岛上每5分钟会消耗1点灵力，击杀不同级别的灵兽会消耗2点，5点，20点的灵力，没有灵力无法进入灵兽岛。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11000	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11001	灵兽岛（中级）	1	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2019	-1	-1	-1	10000000	-1	-1	灵兽岛，位于玛雅大陆边缘的神秘岛屿，岛上散布着各种稀有的灵兽。\n每天10点，13点，16点，19点，22点整会刷新稀有的灵兽；在岛上每5分钟会消耗1点灵力，击杀不同级别的灵兽会消耗2点，5点，20点的灵力，没有灵力无法进入灵兽岛。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11001	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11002	灵兽岛（高级）	1	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2024	-1	-1	-1	10000000	-1	-1	灵兽岛，位于玛雅大陆边缘的神秘岛屿，岛上散布着各种稀有的灵兽。\n每天10点，13点，16点，19点，22点整会刷新稀有的灵兽；在岛上每5分钟会消耗1点灵力，击杀不同级别的灵兽会消耗2点，5点，20点的灵力，没有灵力无法进入灵兽岛。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11002	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11100	灵兽岛	1	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	99990	-1	-1	-1	10000000	-1	-1	灵兽岛，位于玛雅大陆边缘的神秘岛屿，岛上散布着各种稀有的灵兽。\n每天10点，13点，16点，19点，22点整会刷新稀有的灵兽；在岛上每5分钟会消耗1点灵力，击杀不同级别的灵兽会消耗2点，5点，20点的灵力，没有灵力无法进入灵兽岛。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11002	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12000	无尽幻境第1层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	12105	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12000	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12001	无尽幻境第2层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	18423	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12001	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12002	无尽幻境第3层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	24955	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12002	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12003	无尽幻境第4层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	31705	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12003	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12004	无尽幻境第5层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	38675	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12004	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12005	无尽幻境第6层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	45866	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12005	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12006	无尽幻境第7层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	53282	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12006	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12007	无尽幻境第8层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	60924	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12007	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
