INT	STRING	INT	INT	INT	FLOAT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING
80104	骷灵巫师	3	1	80	1	1	3	4	12	-1	-1	0	2000	1	10000		17	200000	0	40218	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80105	骷灵骑士	0	1	80	1	1	3	4	12	-1	-1	0	2000	1	10000		17	200000	0	40219	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80106	传送门	0	1	80	1	0	0	0	6	-1	-1	0	2000	0	10000		1275	-1	0	40220	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80107	堡垒大门	0	1	90	1	0	0	0	6	-1	-1	0	2000	0	10000		375	-1	0	40221	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80200	铁面战士	0	1	90	1	1	1	4	12	-1	-1	0	2000	1	10000		48	200000	0	40222	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80201	铁面巫师	0	1	120	1	1	3	4	12	-1	-1	0	2000	1	10000		48	200000	0	40223	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80202	骷灵战士	0	1	120	1	1	3	4	12	-1	-1	0	2000	1	10000		48	200000	0	40224	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80203	骷灵兽	0	1	120	1	1	3	4	12	-1	-1	0	2000	1	10000		48	200000	0	40225	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80204	骷灵巫师	3	1	120	1	1	3	4	12	-1	-1	0	2000	1	10000		48	200000	0	40226	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80205	骷灵骑士	0	1	120	1	1	3	4	12	-1	-1	0	2000	1	10000		48	200000	0	40227	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80206	传送门	0	1	125	1	0	0	0	6	-1	-1	0	2000	0	10000		3600	-1	0	40228	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80207	堡垒大门	0	1	125	1	0	0	0	6	-1	-1	0	2000	0	10000		900	-1	0	40229	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80300	铁面战士	0	1	150	1	1	1	4	12	-1	-1	0	2000	1	10000		104	200000	0	40230	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80301	铁面巫师	0	1	150	1	1	3	4	12	-1	-1	0	2000	1	10000		104	200000	0	40231	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80302	骷灵战士	0	1	150	1	1	3	4	12	-1	-1	0	2000	1	10000		104	200000	0	40232	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80303	骷灵兽	0	1	150	1	1	3	4	12	-1	-1	0	2000	1	10000		104	200000	0	40233	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80304	骷灵巫师	3	1	150	1	1	3	4	12	-1	-1	0	2000	1	10000		104	200000	0	40234	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80305	骷灵骑士	0	1	150	1	1	3	4	12	-1	-1	0	2000	1	10000		104	200000	0	40235	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80306	传送门	0	1	155	1	0	0	0	6	-1	-1	0	2000	0	10000		7800	-1	0	40236	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80307	堡垒大门	0	1	155	1	0	0	0	6	-1	-1	0	2000	0	10000		1900	-1	0	40237	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80400	铁面战士	0	1	200	1	1	1	4	12	-1	-1	0	2000	1	10000		192	200000	0	40238	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80401	铁面巫师	0	1	200	1	1	3	4	12	-1	-1	0	2000	1	10000		192	200000	0	40239	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80402	骷灵战士	0	1	200	1	1	3	4	12	-1	-1	0	2000	1	10000		192	200000	0	40240	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80403	骷灵兽	0	1	200	1	1	3	4	12	-1	-1	0	2000	1	10000		192	200000	0	40241	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80404	骷灵巫师	3	1	200	1	1	3	4	12	-1	-1	0	2000	1	10000		192	200000	0	40242	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80405	骷灵骑士	0	1	200	1	1	3	4	12	-1	-1	0	2000	1	10000		192	200000	0	40243	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80406	传送门	0	1	205	1	0	0	0	6	-1	-1	0	2000	0	10000		14437	-1	0	40244	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80407	堡垒大门	0	1	205	1	0	0	0	6	-1	-1	0	2000	0	10000		3600	-1	0	40245	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80500	铁面战士	0	1	250	1	1	1	4	12	-1	-1	0	2000	1	10000		321	200000	0	40246	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80501	铁面巫师	0	1	250	1	1	3	4	12	-1	-1	0	2000	1	10000		321	200000	0	40247	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80502	骷灵战士	0	1	250	1	1	3	4	12	-1	-1	0	2000	1	10000		321	200000	0	40248	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80503	骷灵兽	0	1	250	1	1	3	4	12	-1	-1	0	2000	1	10000		321	200000	0	40249	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80504	骷灵巫师	3	1	250	1	1	3	4	12	-1	-1	0	2000	1	10000		321	200000	0	40250	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80505	骷灵骑士	0	1	250	1	1	3	4	12	-1	-1	0	2000	1	10000		321	200000	0	40251	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80506	传送门	0	1	255	1	0	0	0	6	-1	-1	0	2000	0	10000		24075	-1	0	40252	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80507	堡垒大门	0	1	255	1	0	0	0	6	-1	-1	0	2000	0	10000		6500	-1	0	40253	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80600	铁面战士	0	1	300	1	1	1	4	12	-1	-1	0	2000	1	10000		497	200000	0	40254	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80601	铁面巫师	0	1	300	1	1	3	4	12	-1	-1	0	2000	1	10000		497	200000	0	40255	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80602	骷灵战士	0	1	300	1	1	3	4	12	-1	-1	0	2000	1	10000		497	200000	0	40256	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80603	骷灵兽	0	1	300	1	1	3	4	12	-1	-1	0	2000	1	10000		497	200000	0	40257	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80604	骷灵巫师	3	1	300	1	1	3	4	12	-1	-1	0	2000	1	10000		497	200000	0	40258	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80605	骷灵骑士	0	1	300	1	1	3	4	12	-1	-1	0	2000	1	10000		497	200000	0	40259	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80606	传送门	0	1	305	1	0	0	0	6	-1	-1	0	2000	0	10000		37275	-1	0	40260	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80607	堡垒大门	0	1	305	1	0	0	0	6	-1	-1	0	2000	0	10000		9000	-1	0	40261	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80700	铁面战士	0	1	350	1	1	1	4	12	-1	-1	0	2000	1	10000		728	200000	0	40262	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80701	铁面巫师	0	1	350	1	1	3	4	12	-1	-1	0	2000	1	10000		728	200000	0	40263	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80702	骷灵战士	0	1	350	1	1	3	4	12	-1	-1	0	2000	1	10000		728	200000	0	40264	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80703	骷灵兽	0	1	350	1	1	3	4	12	-1	-1	0	2000	1	10000		728	200000	0	40265	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80704	骷灵巫师	3	1	350	1	1	3	4	12	-1	-1	0	2000	1	10000		728	200000	0	40266	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80705	骷灵骑士	0	1	350	1	1	3	4	12	-1	-1	0	2000	1	10000		728	200000	0	40267	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80706	传送门	0	1	355	1	0	0	0	6	-1	-1	0	2000	0	10000		54600	-1	0	40268	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80707	堡垒大门	0	1	355	1	0	0	0	6	-1	-1	0	2000	0	10000		12400	-1	0	40269	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80800	铁面战士	0	1	400	1	1	1	4	12	-1	-1	0	2000	1	10000		1021	200000	0	40270	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80801	铁面巫师	0	1	400	1	1	3	4	12	-1	-1	0	2000	1	10000		1021	200000	0	40271	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80802	骷灵战士	0	1	400	1	1	3	4	12	-1	-1	0	2000	1	10000		1021	200000	0	40272	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80803	骷灵兽	0	1	400	1	1	3	4	12	-1	-1	0	2000	1	10000		1021	200000	0	40273	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80804	骷灵巫师	3	1	400	1	1	3	4	12	-1	-1	0	2000	1	10000		1021	200000	0	40274	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80805	骷灵骑士	0	1	400	1	1	3	4	12	-1	-1	0	2000	1	10000		1021	200000	0	40275	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80806	传送门	0	1	400	1	0	0	0	6	-1	-1	0	2000	0	10000		76612	-1	0	40276	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
80807	堡垒大门	0	1	400	1	0	0	0	6	-1	-1	0	2000	0	10000		18000	-1	0	40277	1	-1	-1	-1	-1	500	1	750	100000	0			1	0	0	-1	0	-1	-1		
85000	犀牛兽	0	1	38	1	1	4	30	50	-1	-1	0	2000	0	8000		8	200000	0	40278	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85001	魔狼	0	1	40	1	1	4	30	50	-1	-1	0	2000	0	8000		8	200000	0	40279	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85002	蛮荒巨人	0	1	42	1	1	4	30	50	-1	-1	0	2000	0	8000		8	200000	0	40280	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85003	骨兵	0	1	42	1	1	4	30	50	-1	-1	0	2000	0	8000		8	200000	0	40281	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85004	半兽人	0	1	42	1	1	4	30	50	-1	-1	0	2000	0	8000		8	200000	0	40282	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85005	金属荒古魔魂	1810	1	44	1	1	4	30	50	-1	-1	0	2000	0	8000		100	200001	3	40283	1	-1	-1	-1	-1	400	1	10000	100000	0			1	0	0	-1	0	-1	-1		
85100	犀牛兽	0	1	50	1	1	4	30	50	-1	-1	0	2000	0	8000		12	200000	0	40284	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85101	魔狼	0	1	50	1	1	4	30	50	-1	-1	0	2000	0	8000		13	200000	0	40285	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85102	蛮荒巨人	0	1	50	1	1	4	30	50	-1	-1	0	2000	0	8000		13	200000	0	40286	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85103	骨兵	0	1	50	1	1	4	30	50	-1	-1	0	2000	0	8000		13	200000	0	40287	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85104	半兽人	0	1	50	1	1	4	30	50	-1	-1	0	2000	0	8000		13	200000	0	40288	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85105	金属荒古魔魂	1812	1	55	1	1	4	30	50	-1	-1	0	2000	0	8000		420	200001	0	40289	1	-1	-1	-1	-1	400	1	10000	100000	0			1	0	0	-1	0	-1	-1		
85200	雪魔虫	0	1	100	1	1	4	30	50	-1	-1	0	2000	0	8000		36	200000	0	40290	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85201	蓝魔巨人	0	1	100	1	1	4	30	50	-1	-1	0	2000	0	8000		36	200000	0	40291	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85202	暗影战士	0	1	100	1	1	4	30	50	-1	-1	0	2000	0	8000		36	200000	0	40292	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85203	霜雪巨人	0	1	100	1	1	4	30	50	-1	-1	0	2000	0	8000		36	200000	0	40293	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85204	霜雪巨人王	0	1	100	1	1	4	30	50	-1	-1	0	2000	0	8000		36	200000	0	40294	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85205	金属荒古魔魂	1814	1	105	1	1	4	30	50	-1	-1	0	2000	0	8000		1850	200001	0	40295	1	-1	-1	-1	-1	400	1	10000	100000	0			1	0	0	-1	0	-1	-1		
85300	亡灵	0	1	150	1	1	4	30	50	-1	-1	0	2000	0	8000		78	200000	0	40296	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85301	噬魂巨人	0	1	150	1	1	4	30	50	-1	-1	0	2000	0	8000		78	200000	0	40297	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85302	幻影蜘蛛	0	1	150	1	1	4	30	50	-1	-1	0	2000	0	8000		78	200000	0	40298	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85303	毒牛兽	0	1	150	1	1	4	30	50	-1	-1	0	2000	0	8000		78	200000	0	40299	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85304	魔域战士	0	1	150	1	1	4	30	50	-1	-1	0	2000	0	8000		78	200000	0	40300	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85305	金属荒古魔魂	1816	1	155	1	1	4	30	50	-1	-1	0	2000	0	8000		7800	200001	0	40301	1	-1	-1	-1	-1	400	1	10000	100000	0			1	0	0	-1	0	-1	-1		
85400	银甲魔	0	1	200	1	1	4	30	50	-1	-1	0	2000	0	8000		144	200000	0	40302	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85401	幻影蜘蛛	0	1	200	1	1	4	30	50	-1	-1	0	2000	0	8000		144	200000	0	40303	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85402	石骨兽	0	1	200	1	1	4	30	50	-1	-1	0	2000	0	8000		144	200000	0	40304	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85403	恶魔	0	1	200	1	1	4	30	50	-1	-1	0	2000	0	8000		144	200000	0	40305	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85404	魔骑士	0	1	200	1	1	4	30	50	-1	-1	0	2000	0	8000		144	200000	0	40306	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85405	金属荒古魔魂	1818	1	205	1	1	4	30	50	-1	-1	0	2000	0	8000		14437	200001	0	40307	1	-1	-1	-1	-1	400	1	10000	100000	0			1	0	0	-1	0	-1	-1		
85500	死亡美人鱼	0	1	250	1	1	4	30	50	-1	-1	0	2000	0	8000		241	200000	0	40308	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85501	碧蓝海妖	37	1	250	1	1	4	30	50	-1	-1	0	2000	0	8000		241	200000	0	40309	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85502	大海怪	0	1	250	1	1	4	30	50	-1	-1	0	2000	0	8000		241	200000	0	40310	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85503	长弓海妖	38	1	250	1	1	4	30	50	-1	-1	0	2000	0	8000		241	200000	0	40311	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85504	荒古魔蜥	35	1	250	1	1	4	30	50	-1	-1	0	2000	0	8000		241	200000	0	40312	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85505	金属荒古魔魂	1820	1	255	1	1	4	30	50	-1	-1	0	2000	0	8000		24075	200001	0	40313	1	-1	-1	-1	-1	400	1	10000	100000	0			1	0	0	-1	0	-1	-1		
85600	沙漠巨蜥	0	1	300	1	1	4	30	50	-1	-1	0	2000	0	8000		373	200000	0	40314	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85601	魔化沙兵	0	1	300	1	1	4	30	50	-1	-1	0	2000	0	8000		373	200000	0	40315	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85602	人面毒蝎	0	1	300	1	1	4	30	50	-1	-1	0	2000	0	8000		373	200000	0	40316	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85603	蛇发女妖	53	1	300	1	1	4	30	50	-1	-1	0	2000	0	8000		373	200000	0	40317	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85604	破坏骑兵	0	1	300	1	1	4	30	50	-1	-1	0	2000	0	8000		373	200000	0	40318	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85605	金属荒古魔魂	1822	1	305	1	1	4	30	50	-1	-1	0	2000	0	8000		37275	200001	0	40319	1	-1	-1	-1	-1	400	1	10000	100000	0			1	0	0	-1	0	-1	-1		
85700	阿卡莫斯	0	1	350	1	1	4	30	50	-1	-1	0	2000	0	8000		546	200000	0	40320	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85701	幻影骑士	0	1	350	1	1	4	30	50	-1	-1	0	2000	0	8000		546	200000	0	40321	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85702	风后	0	1	350	1	1	4	30	50	-1	-1	0	2000	0	8000		546	200000	0	40322	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85703	蓝魔龙	0	1	350	1	1	4	30	50	-1	-1	0	2000	0	8000		546	200000	0	40323	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85704	虚空恐魔	0	1	350	1	1	4	30	50	-1	-1	0	2000	0	8000		546	200000	0	40324	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85705	金属荒古魔魂	1824	1	355	1	1	4	30	50	-1	-1	0	2000	0	8000		54600	200001	0	40325	1	-1	-1	-1	-1	400	1	10000	100000	0			1	0	0	-1	0	-1	-1		
85800	阿卡莫斯	0	1	400	1	1	4	30	50	-1	-1	0	2000	0	8000		766	200000	0	40326	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85801	幻影骑士	0	1	400	1	1	4	30	50	-1	-1	0	2000	0	8000		766	200000	0	40327	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85802	风后	0	1	400	1	1	4	30	50	-1	-1	0	2000	0	8000		766	200000	0	40328	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85803	蓝魔龙	0	1	400	1	1	4	30	50	-1	-1	0	2000	0	8000		766	200000	0	40329	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85804	虚空恐魔	0	1	400	1	1	4	30	50	-1	-1	0	2000	0	8000		766	200000	0	40330	1	-1	-1	-1	-1	400	1	750	100000	0			1	0	0	-1	0	-1	-1		
85805	金属荒古魔魂	1826	1	400	1	1	4	30	50	-1	-1	0	2000	0	8000		76612	200001	0	40331	1	-1	-1	-1	-1	400	1	10000	100000	0			1	0	0	-1	0	-1	-1		
90000	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90001	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90002	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90003	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90004	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90005	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90006	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90007	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90008	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90009	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90010	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90011	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90012	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90013	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90014	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90015	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90016	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90017	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90018	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90019	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90020	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90021	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90022	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90023	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90024	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90025	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90026	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
90027	世界践踏者·火龙王	2100	4	400	1	1	3	10	30	-1	-1	0	2000	0	8000		0	300000	0	40050	1	-1	-1	-1	-1	200	1	2000000	-1	0			1	0	0	-1	0	-1	-1		
