INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT
6597	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112838	0	0	2	3	-1	6	0	0	10112839	0	0	2	3	-1	7	0	0	10112840	0	0	2	3	-1	8	0	0	10112841	0	0		0	-1	-1
6598	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112842	0	0	2	3	-1	10	0	0	10112843	0	0	2	3	-1	11	0	0	10112844	0	0	2	3	-1	12	0	0	10112845	0	0		0	-1	-1
6599	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112846	0	0	2	3	-1	19	0	0	10112847	0	0	2	3	-1	20	0	0	10112848	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6600	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110077	0	0	2	3	-1	6	0	0	10110078	0	0	2	3	-1	7	0	0	10110079	0	0	2	3	-1	8	0	0	10110080	0	0		0	-1	-1
6601	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110081	0	0	2	3	-1	10	0	0	10110082	0	0	2	3	-1	11	0	0	10110083	0	0	2	3	-1	12	0	0	10110084	0	0		0	-1	-1
6602	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110085	0	0	2	3	-1	19	0	0	10110086	0	0	2	3	-1	20	0	0	10110087	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6603	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110770	0	0	2	3	-1	6	0	0	10110771	0	0	2	3	-1	7	0	0	10110772	0	0	2	3	-1	8	0	0	10110773	0	0		0	-1	-1
6604	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110774	0	0	2	3	-1	10	0	0	10110775	0	0	2	3	-1	11	0	0	10110776	0	0	2	3	-1	12	0	0	10110777	0	0		0	-1	-1
6605	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110778	0	0	2	3	-1	19	0	0	10110779	0	0	2	3	-1	20	0	0	10110780	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6606	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111463	0	0	2	3	-1	6	0	0	10111464	0	0	2	3	-1	7	0	0	10111465	0	0	2	3	-1	8	0	0	10111466	0	0		0	-1	-1
6607	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111467	0	0	2	3	-1	10	0	0	10111468	0	0	2	3	-1	11	0	0	10111469	0	0	2	3	-1	12	0	0	10111470	0	0		0	-1	-1
6608	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111471	0	0	2	3	-1	19	0	0	10111472	0	0	2	3	-1	20	0	0	10111473	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6609	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112156	0	0	2	3	-1	6	0	0	10112157	0	0	2	3	-1	7	0	0	10112158	0	0	2	3	-1	8	0	0	10112159	0	0		0	-1	-1
6610	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112160	0	0	2	3	-1	10	0	0	10112161	0	0	2	3	-1	11	0	0	10112162	0	0	2	3	-1	12	0	0	10112163	0	0		0	-1	-1
6611	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112164	0	0	2	3	-1	19	0	0	10112165	0	0	2	3	-1	20	0	0	10112166	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6612	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112849	0	0	2	3	-1	6	0	0	10112850	0	0	2	3	-1	7	0	0	10112851	0	0	2	3	-1	8	0	0	10112852	0	0		0	-1	-1
6613	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112853	0	0	2	3	-1	10	0	0	10112854	0	0	2	3	-1	11	0	0	10112855	0	0	2	3	-1	12	0	0	10112856	0	0		0	-1	-1
6614	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112857	0	0	2	3	-1	19	0	0	10112858	0	0	2	3	-1	20	0	0	10112859	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6615	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110088	0	0	2	3	-1	6	0	0	10110089	0	0	2	3	-1	7	0	0	10110090	0	0	2	3	-1	8	0	0	10110091	0	0		0	-1	-1
6616	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110092	0	0	2	3	-1	10	0	0	10110093	0	0	2	3	-1	11	0	0	10110094	0	0	2	3	-1	12	0	0	10110095	0	0		0	-1	-1
6617	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110096	0	0	2	3	-1	19	0	0	10110097	0	0	2	3	-1	20	0	0	10110098	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6618	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110781	0	0	2	3	-1	6	0	0	10110782	0	0	2	3	-1	7	0	0	10110783	0	0	2	3	-1	8	0	0	10110784	0	0		0	-1	-1
6619	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110785	0	0	2	3	-1	10	0	0	10110786	0	0	2	3	-1	11	0	0	10110787	0	0	2	3	-1	12	0	0	10110788	0	0		0	-1	-1
6620	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110789	0	0	2	3	-1	19	0	0	10110790	0	0	2	3	-1	20	0	0	10110791	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6621	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111474	0	0	2	3	-1	6	0	0	10111475	0	0	2	3	-1	7	0	0	10111476	0	0	2	3	-1	8	0	0	10111477	0	0		0	-1	-1
6622	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111478	0	0	2	3	-1	10	0	0	10111479	0	0	2	3	-1	11	0	0	10111480	0	0	2	3	-1	12	0	0	10111481	0	0		0	-1	-1
6623	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111482	0	0	2	3	-1	19	0	0	10111483	0	0	2	3	-1	20	0	0	10111484	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6624	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112167	0	0	2	3	-1	6	0	0	10112168	0	0	2	3	-1	7	0	0	10112169	0	0	2	3	-1	8	0	0	10112170	0	0		0	-1	-1
6625	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112171	0	0	2	3	-1	10	0	0	10112172	0	0	2	3	-1	11	0	0	10112173	0	0	2	3	-1	12	0	0	10112174	0	0		0	-1	-1
6626	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112175	0	0	2	3	-1	19	0	0	10112176	0	0	2	3	-1	20	0	0	10112177	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6627	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112860	0	0	2	3	-1	6	0	0	10112861	0	0	2	3	-1	7	0	0	10112862	0	0	2	3	-1	8	0	0	10112863	0	0		0	-1	-1
6628	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112864	0	0	2	3	-1	10	0	0	10112865	0	0	2	3	-1	11	0	0	10112866	0	0	2	3	-1	12	0	0	10112867	0	0		0	-1	-1
6629	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112868	0	0	2	3	-1	19	0	0	10112869	0	0	2	3	-1	20	0	0	10112870	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6630	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110154	0	0	2	3	-1	6	0	0	10110155	0	0	2	3	-1	7	0	0	10110156	0	0	2	3	-1	8	0	0	10110157	0	0		0	-1	-1
6631	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110158	0	0	2	3	-1	10	0	0	10110159	0	0	2	3	-1	11	0	0	10110160	0	0	2	3	-1	12	0	0	10110161	0	0		0	-1	-1
6632	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110162	0	0	2	3	-1	19	0	0	10110163	0	0	2	3	-1	20	0	0	10110164	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6633	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110847	0	0	2	3	-1	6	0	0	10110848	0	0	2	3	-1	7	0	0	10110849	0	0	2	3	-1	8	0	0	10110850	0	0		0	-1	-1
6634	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110851	0	0	2	3	-1	10	0	0	10110852	0	0	2	3	-1	11	0	0	10110853	0	0	2	3	-1	12	0	0	10110854	0	0		0	-1	-1
6635	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110855	0	0	2	3	-1	19	0	0	10110856	0	0	2	3	-1	20	0	0	10110857	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6636	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111540	0	0	2	3	-1	6	0	0	10111541	0	0	2	3	-1	7	0	0	10111542	0	0	2	3	-1	8	0	0	10111543	0	0		0	-1	-1
6637	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111544	0	0	2	3	-1	10	0	0	10111545	0	0	2	3	-1	11	0	0	10111546	0	0	2	3	-1	12	0	0	10111547	0	0		0	-1	-1
6638	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111548	0	0	2	3	-1	19	0	0	10111549	0	0	2	3	-1	20	0	0	10111550	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6639	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112233	0	0	2	3	-1	6	0	0	10112234	0	0	2	3	-1	7	0	0	10112235	0	0	2	3	-1	8	0	0	10112236	0	0		0	-1	-1
6640	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112237	0	0	2	3	-1	10	0	0	10112238	0	0	2	3	-1	11	0	0	10112239	0	0	2	3	-1	12	0	0	10112240	0	0		0	-1	-1
6641	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112241	0	0	2	3	-1	19	0	0	10112242	0	0	2	3	-1	20	0	0	10112243	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6642	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112926	0	0	2	3	-1	6	0	0	10112927	0	0	2	3	-1	7	0	0	10112928	0	0	2	3	-1	8	0	0	10112929	0	0		0	-1	-1
6643	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112930	0	0	2	3	-1	10	0	0	10112931	0	0	2	3	-1	11	0	0	10112932	0	0	2	3	-1	12	0	0	10112933	0	0		0	-1	-1
6644	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112934	0	0	2	3	-1	19	0	0	10112935	0	0	2	3	-1	20	0	0	10112936	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6645	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110110	0	0	2	3	-1	6	0	0	10110111	0	0	2	3	-1	7	0	0	10110112	0	0	2	3	-1	8	0	0	10110113	0	0		0	-1	-1
6646	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110114	0	0	2	3	-1	10	0	0	10110115	0	0	2	3	-1	11	0	0	10110116	0	0	2	3	-1	12	0	0	10110117	0	0		0	-1	-1
6647	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110118	0	0	2	3	-1	19	0	0	10110119	0	0	2	3	-1	20	0	0	10110120	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6648	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110803	0	0	2	3	-1	6	0	0	10110804	0	0	2	3	-1	7	0	0	10110805	0	0	2	3	-1	8	0	0	10110806	0	0		0	-1	-1
6649	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110807	0	0	2	3	-1	10	0	0	10110808	0	0	2	3	-1	11	0	0	10110809	0	0	2	3	-1	12	0	0	10110810	0	0		0	-1	-1
6650	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110811	0	0	2	3	-1	19	0	0	10110812	0	0	2	3	-1	20	0	0	10110813	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6651	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111496	0	0	2	3	-1	6	0	0	10111497	0	0	2	3	-1	7	0	0	10111498	0	0	2	3	-1	8	0	0	10111499	0	0		0	-1	-1
6652	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111500	0	0	2	3	-1	10	0	0	10111501	0	0	2	3	-1	11	0	0	10111502	0	0	2	3	-1	12	0	0	10111503	0	0		0	-1	-1
6653	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111504	0	0	2	3	-1	19	0	0	10111505	0	0	2	3	-1	20	0	0	10111506	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6654	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112189	0	0	2	3	-1	6	0	0	10112190	0	0	2	3	-1	7	0	0	10112191	0	0	2	3	-1	8	0	0	10112192	0	0		0	-1	-1
6655	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112193	0	0	2	3	-1	10	0	0	10112194	0	0	2	3	-1	11	0	0	10112195	0	0	2	3	-1	12	0	0	10112196	0	0		0	-1	-1
6656	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112197	0	0	2	3	-1	19	0	0	10112198	0	0	2	3	-1	20	0	0	10112199	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6657	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112882	0	0	2	3	-1	6	0	0	10112883	0	0	2	3	-1	7	0	0	10112884	0	0	2	3	-1	8	0	0	10112885	0	0		0	-1	-1
6658	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112886	0	0	2	3	-1	10	0	0	10112887	0	0	2	3	-1	11	0	0	10112888	0	0	2	3	-1	12	0	0	10112889	0	0		0	-1	-1
6659	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112890	0	0	2	3	-1	19	0	0	10112891	0	0	2	3	-1	20	0	0	10112892	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6660	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110176	0	0	2	3	-1	6	0	0	10110177	0	0	2	3	-1	7	0	0	10110178	0	0	2	3	-1	8	0	0	10110179	0	0		0	-1	-1
6661	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110180	0	0	2	3	-1	10	0	0	10110181	0	0	2	3	-1	11	0	0	10110182	0	0	2	3	-1	12	0	0	10110183	0	0		0	-1	-1
6662	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110184	0	0	2	3	-1	19	0	0	10110185	0	0	2	3	-1	20	0	0	10110186	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6663	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110869	0	0	2	3	-1	6	0	0	10110870	0	0	2	3	-1	7	0	0	10110871	0	0	2	3	-1	8	0	0	10110872	0	0		0	-1	-1
6664	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110873	0	0	2	3	-1	10	0	0	10110874	0	0	2	3	-1	11	0	0	10110875	0	0	2	3	-1	12	0	0	10110876	0	0		0	-1	-1
6665	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110877	0	0	2	3	-1	19	0	0	10110878	0	0	2	3	-1	20	0	0	10110879	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6666	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111562	0	0	2	3	-1	6	0	0	10111563	0	0	2	3	-1	7	0	0	10111564	0	0	2	3	-1	8	0	0	10111565	0	0		0	-1	-1
6667	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111566	0	0	2	3	-1	10	0	0	10111567	0	0	2	3	-1	11	0	0	10111568	0	0	2	3	-1	12	0	0	10111569	0	0		0	-1	-1
6668	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111570	0	0	2	3	-1	19	0	0	10111571	0	0	2	3	-1	20	0	0	10111572	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6669	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112255	0	0	2	3	-1	6	0	0	10112256	0	0	2	3	-1	7	0	0	10112257	0	0	2	3	-1	8	0	0	10112258	0	0		0	-1	-1
6670	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112259	0	0	2	3	-1	10	0	0	10112260	0	0	2	3	-1	11	0	0	10112261	0	0	2	3	-1	12	0	0	10112262	0	0		0	-1	-1
6671	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112263	0	0	2	3	-1	19	0	0	10112264	0	0	2	3	-1	20	0	0	10112265	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6672	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112948	0	0	2	3	-1	6	0	0	10112949	0	0	2	3	-1	7	0	0	10112950	0	0	2	3	-1	8	0	0	10112951	0	0		0	-1	-1
6673	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112952	0	0	2	3	-1	10	0	0	10112953	0	0	2	3	-1	11	0	0	10112954	0	0	2	3	-1	12	0	0	10112955	0	0		0	-1	-1
6674	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112956	0	0	2	3	-1	19	0	0	10112957	0	0	2	3	-1	20	0	0	10112958	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6675	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110242	0	0	2	3	-1	6	0	0	10110243	0	0	2	3	-1	7	0	0	10110244	0	0	2	3	-1	8	0	0	10110245	0	0		0	-1	-1
6676	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110246	0	0	2	3	-1	10	0	0	10110247	0	0	2	3	-1	11	0	0	10110248	0	0	2	3	-1	12	0	0	10110249	0	0		0	-1	-1
6677	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110250	0	0	2	3	-1	19	0	0	10110251	0	0	2	3	-1	20	0	0	10110252	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6678	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110935	0	0	2	3	-1	6	0	0	10110936	0	0	2	3	-1	7	0	0	10110937	0	0	2	3	-1	8	0	0	10110938	0	0		0	-1	-1
6679	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110939	0	0	2	3	-1	10	0	0	10110940	0	0	2	3	-1	11	0	0	10110941	0	0	2	3	-1	12	0	0	10110942	0	0		0	-1	-1
6680	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110943	0	0	2	3	-1	19	0	0	10110944	0	0	2	3	-1	20	0	0	10110945	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6681	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111628	0	0	2	3	-1	6	0	0	10111629	0	0	2	3	-1	7	0	0	10111630	0	0	2	3	-1	8	0	0	10111631	0	0		0	-1	-1
6682	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111632	0	0	2	3	-1	10	0	0	10111633	0	0	2	3	-1	11	0	0	10111634	0	0	2	3	-1	12	0	0	10111635	0	0		0	-1	-1
6683	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111636	0	0	2	3	-1	19	0	0	10111637	0	0	2	3	-1	20	0	0	10111638	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6684	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112321	0	0	2	3	-1	6	0	0	10112322	0	0	2	3	-1	7	0	0	10112323	0	0	2	3	-1	8	0	0	10112324	0	0		0	-1	-1
6685	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112325	0	0	2	3	-1	10	0	0	10112326	0	0	2	3	-1	11	0	0	10112327	0	0	2	3	-1	12	0	0	10112328	0	0		0	-1	-1
6686	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112329	0	0	2	3	-1	19	0	0	10112330	0	0	2	3	-1	20	0	0	10112331	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6687	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10113014	0	0	2	3	-1	6	0	0	10113015	0	0	2	3	-1	7	0	0	10113016	0	0	2	3	-1	8	0	0	10113017	0	0		0	-1	-1
6688	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10113018	0	0	2	3	-1	10	0	0	10113019	0	0	2	3	-1	11	0	0	10113020	0	0	2	3	-1	12	0	0	10113021	0	0		0	-1	-1
6689	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10113022	0	0	2	3	-1	19	0	0	10113023	0	0	2	3	-1	20	0	0	10113024	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6690	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110220	0	0	2	3	-1	6	0	0	10110221	0	0	2	3	-1	7	0	0	10110222	0	0	2	3	-1	8	0	0	10110223	0	0		0	-1	-1
6691	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110224	0	0	2	3	-1	10	0	0	10110225	0	0	2	3	-1	11	0	0	10110226	0	0	2	3	-1	12	0	0	10110227	0	0		0	-1	-1
6692	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110228	0	0	2	3	-1	19	0	0	10110229	0	0	2	3	-1	20	0	0	10110230	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6693	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110913	0	0	2	3	-1	6	0	0	10110914	0	0	2	3	-1	7	0	0	10110915	0	0	2	3	-1	8	0	0	10110916	0	0		0	-1	-1
6694	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110917	0	0	2	3	-1	10	0	0	10110918	0	0	2	3	-1	11	0	0	10110919	0	0	2	3	-1	12	0	0	10110920	0	0		0	-1	-1
6695	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110921	0	0	2	3	-1	19	0	0	10110922	0	0	2	3	-1	20	0	0	10110923	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6696	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111606	0	0	2	3	-1	6	0	0	10111607	0	0	2	3	-1	7	0	0	10111608	0	0	2	3	-1	8	0	0	10111609	0	0		0	-1	-1
6697	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111610	0	0	2	3	-1	10	0	0	10111611	0	0	2	3	-1	11	0	0	10111612	0	0	2	3	-1	12	0	0	10111613	0	0		0	-1	-1
6698	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111614	0	0	2	3	-1	19	0	0	10111615	0	0	2	3	-1	20	0	0	10111616	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
