INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
40027	-1	-1	-1	-1	-1	-1	5000	40134	1	1	-1	40	40135	1	1	-1	20	40136	1	1	-1	5	40137	1	1	-1	225	40138	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40028	-1	-1	-1	-1	-1	-1	5000	40139	1	1	-1	40	40140	1	1	-1	20	40141	1	1	-1	5	40142	1	1	-1	225	40143	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40029	-1	-1	-1	-1	-1	-1	5000	40144	1	1	-1	40	40145	1	1	-1	20	40146	1	1	-1	5	40147	1	1	-1	225	40148	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40030	-1	-1	-1	-1	-1	-1	5000	40149	1	1	-1	40	40150	1	1	-1	20	40151	1	1	-1	5	40152	1	1	-1	225	40153	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40031	-1	-1	-1	-1	-1	-1	5000	40154	1	1	-1	40	40155	1	1	-1	20	40156	1	1	-1	5	40157	1	1	-1	94	40158	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40032	-1	-1	-1	-1	-1	-1	5000	40159	1	1	-1	40	40160	1	1	-1	20	40161	1	1	-1	5	40162	1	1	-1	225	40163	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40033	-1	-1	-1	-1	-1	-1	5000	40164	1	1	-1	40	40165	1	1	-1	20	40166	1	1	-1	5	40167	1	1	-1	250	40168	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40034	-1	-1	-1	-1	-1	-1	5000	40169	1	1	-1	40	40170	1	1	-1	20	40171	1	1	-1	5	40172	1	1	-1	250	40173	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40035	-1	-1	-1	-1	-1	-1	5000	40174	1	1	-1	40	40175	1	1	-1	20	40176	1	1	-1	5	40177	1	1	-1	250	40178	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40036	-1	-1	-1	-1	-1	-1	5000	40179	1	1	-1	40	40180	1	1	-1	20	40181	1	1	-1	5	40182	1	1	-1	250	40183	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40037	-1	-1	-1	-1	-1	-1	5000	40184	1	1	-1	40	40185	1	1	-1	20	40186	1	1	-1	5	40187	1	1	-1	250	40188	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40038	-1	-1	-1	-1	-1	-1	5000	40189	1	1	-1	40	40190	1	1	-1	20	40191	1	1	-1	5	40192	1	1	-1	250	40193	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40039	-1	-1	-1	-1	-1	-1	5000	40194	1	1	-1	40	40195	1	1	-1	20	40196	1	1	-1	5	40197	1	1	-1	250	40198	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40040	-1	-1	-1	-1	-1	-1	5000	40199	1	1	-1	40	40200	1	1	-1	20	40201	1	1	-1	5	40202	1	1	-1	275	40203	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40041	-1	-1	-1	-1	-1	-1	5000	40204	1	1	-1	40	40205	1	1	-1	20	40206	1	1	-1	5	40207	1	1	-1	275	40208	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40042	-1	-1	-1	-1	-1	-1	5000	40209	1	1	-1	40	40210	1	1	-1	20	40211	1	1	-1	5	40212	1	1	-1	275	40213	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40043	-1	-1	-1	-1	-1	-1	5000	40214	1	1	-1	40	40215	1	1	-1	20	40216	1	1	-1	5	40217	1	1	-1	275	40218	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40044	-1	-1	-1	-1	-1	-1	5000	40219	1	1	-1	40	40220	1	1	-1	20	40221	1	1	-1	5	40222	1	1	-1	275	40223	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40045	-1	-1	-1	-1	-1	-1	5000	40224	1	1	-1	40	40225	1	1	-1	20	40226	1	1	-1	5	40227	1	1	-1	275	40228	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40046	-1	-1	-1	-1	-1	-1	10000	40379	1	1	-1	10000	40380	5	5	-1	6000	40381	5	5	-1	10000	40382	1	1	-1	10000	40383	5	10	-1	10000	42391	1	1	-1	2500	36093	1	3	-1	10000	144003	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40047	-1	-1	-1	-1	-1	-1	10000	40384	1	1	-1	10000	40385	5	5	-1	6000	40386	5	5	-1	10000	40387	1	1	-1	10000	40388	5	10	-1	10000	42392	1	1	-1	2500	36133	1	3	-1	10000	144005	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40048	-1	-1	-1	-1	-1	-1	10000	40389	1	1	-1	10000	40390	5	5	-1	6000	40391	5	5	-1	10000	40392	1	1	-1	10000	40393	5	10	-1	10000	42393	1	2	-1	2500	36173	1	3	-1	10000	144005	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40049	-1	-1	-1	-1	-1	-1	10000	40394	1	1	-1	10000	40395	5	5	-1	6000	40396	5	5	-1	10000	40397	1	1	-1	10000	40398	5	10	-1	10000	42394	1	2	-1	2500	36213	1	3	-1	10000	144007	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40050	-1	-1	-1	-1	-1	-1	10000	40399	1	1	-1	10000	40400	5	5	-1	6000	40401	5	5	-1	10000	40402	1	1	-1	10000	40403	5	10	-1	10000	42395	1	3	-1	2500	36253	1	3	-1	10000	144009	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40051	-1	-1	-1	-1	-1	-1	10000	40404	1	1	-1	10000	40405	5	5	-1	6000	40406	5	5	-1	10000	40407	1	1	-1	10000	40408	5	10	-1	10000	42396	1	3	-1	2500	36293	1	3	-1	10000	144009	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40052	-1	-1	-1	-1	-1	-1	10000	40409	1	1	-1	10000	40410	5	5	-1	6000	40411	5	5	-1	10000	40412	1	1	-1	10000	40413	5	10	-1	10000	42397	1	4	-1	2500	36333	1	3	-1	10000	144011	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40053	-1	-1	-1	-1	-1	-1	10000	40414	1	1	-1	10000	40415	5	5	-1	6000	40416	5	5	-1	10000	40417	1	1	-1	10000	40418	5	10	-1	10000	42398	1	4	-1	2500	36333	1	3	-1	10000	144011	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40054	-1	-1	-1	-1	-1	-1	5000	40419	1	1	-1	20	40420	1	1	-1	5	40421	1	1	-1	34	40422	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40055	-1	-1	-1	-1	-1	-1	5000	40423	1	1	-1	20	40424	1	1	-1	5	40425	1	1	-1	34	40426	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40056	-1	-1	-1	-1	-1	-1	5000	40427	1	1	-1	20	40428	1	1	-1	5	40429	1	1	-1	34	40430	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40057	-1	-1	-1	-1	-1	-1	10000	40431	1	1	-1	8000	40432	1	1	-1	10000	40433	2	2	-1	5000	40434	1	1	-1	10000	40435	1	1	-1	1034	0	1	1	-1	3000	810000	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40058	-1	-1	-1	-1	-1	-1	5000	40437	1	1	-1	20	40438	1	1	-1	5	40439	1	1	-1	34	40440	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40059	-1	-1	-1	-1	-1	-1	5000	40441	1	1	-1	20	40442	1	1	-1	5	40443	1	1	-1	34	40444	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40060	-1	-1	-1	-1	-1	-1	5000	40445	1	1	-1	20	40446	1	1	-1	5	40447	1	1	-1	34	40448	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40061	-1	-1	-1	-1	-1	-1	5000	40449	1	1	-1	20	40450	1	1	-1	5	40451	1	1	-1	34	40452	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40062	-1	-1	-1	-1	-1	-1	5000	40453	1	1	-1	20	40454	1	1	-1	5	40455	1	1	-1	34	40456	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40063	-1	-1	-1	-1	-1	-1	5000	40457	1	1	-1	20	40458	1	1	-1	5	40459	1	1	-1	34	40460	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40064	-1	-1	-1	-1	-1	-1	10000	40461	1	1	-1	6000	40462	2	2	-1	8000	40463	1	1	-1	10000	40464	1	1	-1	5000	40465	2	2	-1	10000	40466	1	1	-1	0	40467	1	1	-1	3000	810000	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40065	-1	-1	-1	-1	-1	-1	5000	40468	1	1	-1	20	40469	1	1	-1	5	40470	1	1	-1	34	40471	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40066	-1	-1	-1	-1	-1	-1	5000	40472	1	1	-1	20	40473	1	1	-1	5	40474	1	1	-1	34	40475	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40067	-1	-1	-1	-1	-1	-1	5000	40476	1	1	-1	20	40477	1	1	-1	5	40478	1	1	-1	34	40479	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40068	-1	-1	-1	-1	-1	-1	5000	40480	1	1	-1	20	40481	1	1	-1	5	40482	1	1	-1	34	40483	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40069	-1	-1	-1	-1	-1	-1	5000	40484	1	1	-1	20	40485	1	1	-1	5	40486	1	1	-1	34	40487	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40070	-1	-1	-1	-1	-1	-1	5000	40488	1	1	-1	20	40489	1	1	-1	5	40490	1	1	-1	34	40491	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40071	-1	-1	-1	-1	-1	-1	10000	40492	1	1	-1	5000	40493	2	2	-1	8000	40494	2	2	-1	10000	40495	1	1	-1	5000	40496	1	1	-1	10000	40497	1	1	-1	0	40498	1	1	-1	5000	810000	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40072	-1	-1	-1	-1	-1	-1	5000	40499	1	1	-1	20	40500	1	1	-1	5	40501	1	1	-1	34	40502	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40073	-1	-1	-1	-1	-1	-1	5000	40503	1	1	-1	20	40504	1	1	-1	5	40505	1	1	-1	34	40506	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40074	-1	-1	-1	-1	-1	-1	5000	40507	1	1	-1	20	40508	1	1	-1	5	40509	1	1	-1	34	40510	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40075	-1	-1	-1	-1	-1	-1	5000	40511	1	1	-1	20	40512	1	1	-1	5	40513	1	1	-1	34	40514	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40076	-1	-1	-1	-1	-1	-1	5000	40515	1	1	-1	20	40516	1	1	-1	5	40517	1	1	-1	34	40518	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40077	-1	-1	-1	-1	-1	-1	5000	40519	1	1	-1	20	40520	1	1	-1	5	40521	1	1	-1	34	40522	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40078	-1	-1	-1	-1	-1	-1	10000	40523	1	1	-1	8000	40524	1	1	-1	10000	40525	2	2	-1	5000	40526	1	1	-1	10000	40527	1	1	-1	0	40528	1	1	-1	3000	810001	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40079	-1	-1	-1	-1	-1	-1	5000	40529	1	1	-1	20	40530	1	1	-1	5	40531	1	1	-1	34	40532	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40080	-1	-1	-1	-1	-1	-1	5000	40533	1	1	-1	20	40534	1	1	-1	5	40535	1	1	-1	34	40536	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40081	-1	-1	-1	-1	-1	-1	5000	40537	1	1	-1	20	40538	1	1	-1	5	40539	1	1	-1	34	40540	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40082	-1	-1	-1	-1	-1	-1	10000	40541	1	1	-1	6000	40542	2	2	-1	8000	40543	1	1	-1	10000	40544	1	1	-1	5000	40545	2	2	-1	10000	40546	1	1	-1	0	40547	1	1	-1	3000	810001	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40083	-1	-1	-1	-1	-1	-1	5000	40548	1	1	-1	20	40549	1	1	-1	5	40550	1	1	-1	34	40551	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40084	-1	-1	-1	-1	-1	-1	5000	40552	1	1	-1	20	40553	1	1	-1	5	40554	1	1	-1	34	40555	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40085	-1	-1	-1	-1	-1	-1	5000	40556	1	1	-1	20	40557	1	1	-1	5	40558	1	1	-1	34	40559	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40086	-1	-1	-1	-1	-1	-1	10000	40560	1	1	-1	5000	40561	2	2	-1	8000	40562	2	2	-1	10000	40563	1	1	-1	5000	40564	1	1	-1	10000	40565	1	1	-1	0	40566	1	1	-1	5000	810001	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40087	-1	-1	-1	-1	-1	-1	5000	40567	1	1	-1	20	40568	1	1	-1	5	40569	1	1	-1	34	40570	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40088	-1	-1	-1	-1	-1	-1	5000	40571	1	1	-1	20	40572	1	1	-1	5	40573	1	1	-1	34	40574	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40089	-1	-1	-1	-1	-1	-1	5000	40575	1	1	-1	20	40576	1	1	-1	5	40577	1	1	-1	34	40578	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40090	-1	-1	-1	-1	-1	-1	10000	40579	1	1	-1	8000	40580	1	1	-1	10000	40581	2	2	-1	5000	40582	1	1	-1	10000	40583	1	1	-1	0	40584	1	1	-1	3000	810002	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40091	-1	-1	-1	-1	-1	-1	5000	40585	1	1	-1	20	40586	1	1	-1	5	40587	1	1	-1	34	40588	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40092	-1	-1	-1	-1	-1	-1	5000	40589	1	1	-1	20	40590	1	1	-1	5	40591	1	1	-1	34	40592	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40093	-1	-1	-1	-1	-1	-1	5000	40593	1	1	-1	20	40594	1	1	-1	5	40595	1	1	-1	34	40596	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40094	-1	-1	-1	-1	-1	-1	10000	40597	1	1	-1	6000	40598	2	2	-1	8000	40599	1	1	-1	10000	40600	1	1	-1	5000	40601	2	2	-1	10000	40602	1	1	-1	0	40603	1	1	-1	3000	810002	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40095	-1	-1	-1	-1	-1	-1	5000	40604	1	1	-1	20	40605	1	1	-1	5	40606	1	1	-1	34	40607	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40096	-1	-1	-1	-1	-1	-1	5000	40608	1	1	-1	20	40609	1	1	-1	5	40610	1	1	-1	34	40611	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40097	-1	-1	-1	-1	-1	-1	5000	40612	1	1	-1	20	40613	1	1	-1	5	40614	1	1	-1	34	40615	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40098	-1	-1	-1	-1	-1	-1	10000	40616	1	1	-1	5000	40617	2	2	-1	8000	40618	2	2	-1	10000	40619	1	1	-1	5000	40620	1	1	-1	10000	40621	1	1	-1	0	40622	1	1	-1	5000	810002	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40099	-1	-1	-1	-1	-1	-1	5000	40623	1	1	-1	20	40624	1	1	-1	5	40625	1	1	-1	34	40626	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40100	-1	-1	-1	-1	-1	-1	5000	40627	1	1	-1	20	40628	1	1	-1	5	40629	1	1	-1	34	40630	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40101	-1	-1	-1	-1	-1	-1	5000	40631	1	1	-1	20	40632	1	1	-1	5	40633	1	1	-1	34	40634	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40102	-1	-1	-1	-1	-1	-1	10000	40635	1	1	-1	8000	40636	1	1	-1	10000	40637	2	2	-1	5000	40638	1	1	-1	10000	40639	1	1	-1	0	40640	1	1	-1	3000	810003	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40103	-1	-1	-1	-1	-1	-1	5000	40641	1	1	-1	20	40642	1	1	-1	5	40643	1	1	-1	34	40644	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40104	-1	-1	-1	-1	-1	-1	5000	40645	1	1	-1	20	40646	1	1	-1	5	40647	1	1	-1	34	40648	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40105	-1	-1	-1	-1	-1	-1	5000	40649	1	1	-1	20	40650	1	1	-1	5	40651	1	1	-1	34	40652	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40106	-1	-1	-1	-1	-1	-1	10000	40653	1	1	-1	6000	40654	2	2	-1	8000	40655	1	1	-1	10000	40656	1	1	-1	5000	40657	2	2	-1	10000	40658	1	1	-1	0	40659	1	1	-1	3000	810003	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40107	-1	-1	-1	-1	-1	-1	5000	40660	1	1	-1	20	40661	1	1	-1	5	40662	1	1	-1	34	40663	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40108	-1	-1	-1	-1	-1	-1	5000	40664	1	1	-1	20	40665	1	1	-1	5	40666	1	1	-1	34	40667	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40109	-1	-1	-1	-1	-1	-1	5000	40668	1	1	-1	20	40669	1	1	-1	5	40670	1	1	-1	34	40671	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40110	-1	-1	-1	-1	-1	-1	10000	40672	1	1	-1	5000	40673	2	2	-1	8000	40674	2	2	-1	10000	40675	1	1	-1	5000	40676	1	1	-1	10000	40677	1	1	-1	0	40678	1	1	-1	5000	810003	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40111	-1	-1	-1	-1	-1	-1	5000	40679	1	1	-1	20	40680	1	1	-1	5	40681	1	1	-1	34	40682	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40112	-1	-1	-1	-1	-1	-1	5000	40683	1	1	-1	20	40684	1	1	-1	5	40685	1	1	-1	34	40686	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40113	-1	-1	-1	-1	-1	-1	5000	40687	1	1	-1	20	40688	1	1	-1	5	40689	1	1	-1	34	40690	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40114	-1	-1	-1	-1	-1	-1	10000	40691	1	1	-1	8000	40692	1	1	-1	10000	40693	2	2	-1	5000	40694	1	1	-1	10000	40695	1	1	-1	0	40696	1	1	-1	3000	810004	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40115	-1	-1	-1	-1	-1	-1	5000	40697	1	1	-1	20	40698	1	1	-1	5	40699	1	1	-1	34	40700	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
