INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT
120207	翅膀排行榜第8名		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		7	-1	-1	-1	1	450065,1|2,6000000|22017,12|22018,9	450070,1|2,6000000|22017,12|22018,9	450075,1|2,6000000|22017,12|22018,9	-1	-1	-1	-1
120208	翅膀排行榜第9名		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		8	-1	-1	-1	1	450065,1|2,4500000|22017,10|22018,7	450070,1|2,4500000|22017,10|22018,7	450075,1|2,4500000|22017,10|22018,7	-1	-1	-1	-1
120209	翅膀排行榜第10名		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		9	-1	-1	-1	1	450065,1|2,4000000|22017,8|22018,7	450070,1|2,4000000|22017,8|22018,7	450075,1|2,4000000|22017,8|22018,7	-1	-1	-1	-1
120210	翅膀排行榜第11名		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		10	-1	-1	-1	1	450035,1|2,3500000|22017,6|22018,6	450040,1|2,3500000|22017,6|22018,6	450045,1|2,3500000|22017,6|22018,6	-1	-1	-1	-1
120211	翅膀排行榜第12名		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		11	-1	-1	-1	1	450035,1|2,3500000|22017,6|22018,6	450040,1|2,3500000|22017,6|22018,6	450045,1|2,3500000|22017,6|22018,6	-1	-1	-1	-1
120212	翅膀排行榜第13名		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		12	-1	-1	-1	1	450035,1|2,3000000|22017,4|22018,4	450040,1|2,3000000|22017,4|22018,4	450045,1|2,3000000|22017,4|22018,4	-1	-1	-1	-1
120213	翅膀排行榜第14名		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		13	-1	-1	-1	1	450035,1|2,3000000|22017,4|22018,4	450040,1|2,3000000|22017,4|22018,4	450045,1|2,3000000|22017,4|22018,4	-1	-1	-1	-1
120214	翅膀排行榜第15名		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		14	-1	-1	-1	1	450035,1|2,2500000|22017,4|22018,2	450040,1|2,2500000|22017,4|22018,2	450045,1|2,2500000|22017,4|22018,2	-1	-1	-1	-1
120215	翅膀排行榜第16名		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		15	-1	-1	-1	1	450035,1|2,2500000|22017,4|22018,2	450040,1|2,2500000|22017,4|22018,2	450045,1|2,2500000|22017,4|22018,2	-1	-1	-1	-1
120216	翅膀排行榜第17名		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		16	-1	-1	-1	1	450035,1|2,2500000|22017,4|22018,2	450040,1|2,2500000|22017,4|22018,2	450045,1|2,2500000|22017,4|22018,2	-1	-1	-1	-1
120217	翅膀排行榜第18名		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		17	-1	-1	-1	1	450035,1|2,2000000|22017,4|22018,1	450040,1|2,2000000|22017,4|22018,1	450045,1|2,2000000|22017,4|22018,1	-1	-1	-1	-1
120218	翅膀排行榜第19名		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		18	-1	-1	-1	1	450035,1|2,2000000|22017,4|22018,1	450040,1|2,2000000|22017,4|22018,1	450045,1|2,2000000|22017,4|22018,1	-1	-1	-1	-1
120219	翅膀排行榜第20名		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		19	-1	-1	-1	1	450035,1|2,2000000|22017,4|22018,1	450040,1|2,2000000|22017,4|22018,1	450045,1|2,2000000|22017,4|22018,1	-1	-1	-1	-1
120220	翅膀战斗力达到20000		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		-1	20000	-1	-1	1	2,4000000|22018,10	2,4000000|22018,10	2,4000000|22018,10	-1	-1	-1	-1
120221	翅膀战斗力达到10000		1	1	-1	52	-1	-1	-1	-1	0	0	0	6	-1	-1	-1		-1	10000	-1	-1	1	2,2000000|22018,5	2,2000000|22018,5	2,2000000|22018,5	-1	-1	-1	-1
120300	等级排行榜第1名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		0	-1	-1	-1	1	450082,1|2,10000000|22000,10|22003,20	450087,1|2,10000000|22000,10|22003,20	450092,1|2,10000000|22000,10|22003,20	-1	-1	-1	-1
120301	等级排行榜第2名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		1	-1	-1	-1	1	450052,1|2,8000000|22000,8|22003,16	450057,1|2,8000000|22000,8|22003,16	450062,1|2,8000000|22000,8|22003,16	-1	-1	-1	-1
120302	等级排行榜第3名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		2	-1	-1	-1	1	450052,1|2,7500000|22000,7|22003,15	450057,1|2,7500000|22000,7|22003,15	450062,1|2,7500000|22000,7|22003,15	-1	-1	-1	-1
120303	等级排行榜第4名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		3	-1	-1	-1	1	450067,1|2,7000000|22000,7|22003,14	450072,1|2,7000000|22000,7|22003,14	450077,1|2,7000000|22000,7|22003,14	-1	-1	-1	-1
120304	等级排行榜第5名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		4	-1	-1	-1	1	450067,1|2,6500000|22000,6|22003,13	450072,1|2,6500000|22000,6|22003,13	450077,1|2,6500000|22000,6|22003,13	-1	-1	-1	-1
120305	等级排行榜第6名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		5	-1	-1	-1	1	450067,1|2,6000000|22000,6|22003,12	450072,1|2,6000000|22000,6|22003,12	450077,1|2,6000000|22000,6|22003,12	-1	-1	-1	-1
120306	等级排行榜第7名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		6	-1	-1	-1	1	450067,1|2,5500000|22000,5|22003,11	450072,1|2,5500000|22000,5|22003,11	450077,1|2,5500000|22000,5|22003,11	-1	-1	-1	-1
120307	等级排行榜第8名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		7	-1	-1	-1	1	450067,1|2,5000000|22000,5|22003,10	450072,1|2,5000000|22000,5|22003,10	450077,1|2,5000000|22000,5|22003,10	-1	-1	-1	-1
120308	等级排行榜第9名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		8	-1	-1	-1	1	450067,1|2,4500000|22000,4|22003,9	450072,1|2,4500000|22000,4|22003,9	450077,1|2,4500000|22000,4|22003,9	-1	-1	-1	-1
120309	等级排行榜第10名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		9	-1	-1	-1	1	450067,1|2,4000000|22000,4|22003,8	450072,1|2,4000000|22000,4|22003,8	450077,1|2,4000000|22000,4|22003,8	-1	-1	-1	-1
120310	等级排行榜第11名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		10	-1	-1	-1	1	450037,1|2,3500000|22000,4|22003,6	450042,1|2,3500000|22000,4|22003,6	450047,1|2,3500000|22000,4|22003,6	-1	-1	-1	-1
120311	等级排行榜第12名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		11	-1	-1	-1	1	450037,1|2,3500000|22000,4|22003,6	450042,1|2,3500000|22000,4|22003,6	450047,1|2,3500000|22000,4|22003,6	-1	-1	-1	-1
120312	等级排行榜第13名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		12	-1	-1	-1	1	450037,1|2,3000000|22000,3|22003,4	450042,1|2,3000000|22000,3|22003,4	450047,1|2,3000000|22000,3|22003,4	-1	-1	-1	-1
120313	等级排行榜第14名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		13	-1	-1	-1	1	450037,1|2,3000000|22000,3|22003,4	450042,1|2,3000000|22000,3|22003,4	450047,1|2,3000000|22000,3|22003,4	-1	-1	-1	-1
120314	等级排行榜第15名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		14	-1	-1	-1	1	450037,1|2,2500000|22000,2|22003,2	450042,1|2,2500000|22000,2|22003,2	450047,1|2,2500000|22000,2|22003,2	-1	-1	-1	-1
120315	等级排行榜第16名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		15	-1	-1	-1	1	450037,1|2,2500000|22000,2|22003,2	450042,1|2,2500000|22000,2|22003,2	450047,1|2,2500000|22000,2|22003,2	-1	-1	-1	-1
120316	等级排行榜第17名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		16	-1	-1	-1	1	450037,1|2,2500000|22000,2|22003,2	450042,1|2,2500000|22000,2|22003,2	450047,1|2,2500000|22000,2|22003,2	-1	-1	-1	-1
120317	等级排行榜第18名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		17	-1	-1	-1	1	450037,1|2,2000000|22000,1|22003,1	450042,1|2,2000000|22000,1|22003,1	450047,1|2,2000000|22000,1|22003,1	-1	-1	-1	-1
120318	等级排行榜第19名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		18	-1	-1	-1	1	450037,1|2,2000000|22000,1|22003,1	450042,1|2,2000000|22000,1|22003,1	450047,1|2,2000000|22000,1|22003,1	-1	-1	-1	-1
120319	等级排行榜第20名		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1		19	-1	-1	-1	1	450037,1|2,2000000|22000,1|22003,1	450042,1|2,2000000|22000,1|22003,1	450047,1|2,2000000|22000,1|22003,1	-1	-1	-1	-1
120320	等级达到150		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1	-1	-1	150	-1	-1	1	2,2000000|22003,20	2,2000000|22003,20	2,2000000|22003,20	-1	-1	-1	-1
120321	等级达到120		1	1	-1	51	-1	-1	-1	-1	0	0	0	4	-1	-1	-1	-1	-1	120	-1	-1	1	2,1000000|22003,10	2,1000000|22003,10	2,1000000|22003,10	-1	-1	-1	-1
120400	坐骑排行榜第1名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		0	-1	-1	-1	1	450078,1|2,10000000|22084,3|22066,16	450083,1|2,10000000|22084,3|22066,16	450088,1|2,10000000|22084,3|22003,10	-1	-1	-1	-1
120401	坐骑排行榜第2名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		1	-1	-1	-1	1	450048,1|2,8000000|22084,1|22066,14	450053,1|2,8000000|22084,1|22066,14	450058,1|2,8000000|22084,1|22003,10	-1	-1	-1	-1
120402	坐骑排行榜第3名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		2	-1	-1	-1	1	450048,1|2,7500000|22084,1|22066,13	450053,1|2,7500000|22084,1|22066,13	450058,1|2,7500000|22084,1|22003,10	-1	-1	-1	-1
120403	坐骑排行榜第4名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		3	-1	-1	-1	1	450063,1|2,7000000|22084,1|22066,12	450068,1|2,7000000|22084,1|22066,12	450073,1|2,7000000|22084,1|22003,10	-1	-1	-1	-1
120404	坐骑排行榜第5名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		4	-1	-1	-1	1	450063,1|2,6500000|22084,1|22066,11	450068,1|2,6500000|22084,1|22066,11	450073,1|2,6500000|22084,1|22003,10	-1	-1	-1	-1
120405	坐骑排行榜第6名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		5	-1	-1	-1	1	450063,1|2,6000000|22083,2|22066,10	450068,1|2,6000000|22083,2|22066,10	450073,1|2,6000000|22083,2|22003,10	-1	-1	-1	-1
120406	坐骑排行榜第7名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		6	-1	-1	-1	1	450063,1|2,5500000|22083,2|22066,9	450068,1|2,5500000|22083,2|22066,9	450073,1|2,5500000|22083,2|22003,9	-1	-1	-1	-1
120407	坐骑排行榜第8名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		7	-1	-1	-1	1	450063,1|2,5000000|22083,1|22066,8	450068,1|2,5000000|22083,1|22066,8	450073,1|2,5000000|22083,1|22003,8	-1	-1	-1	-1
120408	坐骑排行榜第9名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		8	-1	-1	-1	1	450063,1|2,4500000|22083,1|22066,7	450068,1|2,4500000|22083,1|22066,7	450073,1|2,4500000|22083,1|22003,7	-1	-1	-1	-1
120409	坐骑排行榜第10名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		9	-1	-1	-1	1	450063,1|2,4000000|22083,1|22066,6	450068,1|2,4000000|22083,1|22066,6	450073,1|2,4000000|22083,1|22003,6	-1	-1	-1	-1
120410	坐骑排行榜第11名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		10	-1	-1	-1	1	450033,1|2,3500000|22083,1|22066,5	450038,1|2,3500000|22083,1|22066,5	450043,1|2,3500000|22083,1|22003,5	-1	-1	-1	-1
120411	坐骑排行榜第12名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		11	-1	-1	-1	1	450033,1|2,3500000|22083,1|22066,5	450038,1|2,3500000|22083,1|22066,5	450043,1|2,3500000|22083,1|22003,5	-1	-1	-1	-1
120412	坐骑排行榜第13名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		12	-1	-1	-1	1	450033,1|2,3000000|22083,1|22066,4	450038,1|2,3000000|22083,1|22066,4	450043,1|2,3000000|22083,1|22003,4	-1	-1	-1	-1
120413	坐骑排行榜第14名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		13	-1	-1	-1	1	450033,1|2,3000000|22083,1|22066,4	450038,1|2,3000000|22083,1|22066,4	450043,1|2,3000000|22083,1|22003,4	-1	-1	-1	-1
120414	坐骑排行榜第15名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		14	-1	-1	-1	1	450033,1|2,2500000|22083,1|22066,2	450038,1|2,2500000|22083,1|22066,2	450043,1|2,2500000|22083,1|22003,2	-1	-1	-1	-1
120415	坐骑排行榜第16名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		15	-1	-1	-1	1	450033,1|2,2500000|22083,1|22066,2	450038,1|2,2500000|22083,1|22066,2	450043,1|2,2500000|22083,1|22003,2	-1	-1	-1	-1
120416	坐骑排行榜第17名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		16	-1	-1	-1	1	450033,1|2,2500000|22083,1|22066,2	450038,1|2,2500000|22083,1|22066,2	450043,1|2,2500000|22083,1|22003,2	-1	-1	-1	-1
120417	坐骑排行榜第18名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		17	-1	-1	-1	1	450033,1|2,2000000|22083,1|22066,1	450038,1|2,2000000|22083,1|22066,1	450043,1|2,1000000|22083,1|22003,1	-1	-1	-1	-1
120418	坐骑排行榜第19名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		18	-1	-1	-1	1	450033,1|2,2000000|22083,1|22066,1	450038,1|2,2000000|22083,1|22066,1	450043,1|2,1000000|22083,1|22003,1	-1	-1	-1	-1
120419	坐骑排行榜第20名		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		19	-1	-1	-1	1	450033,1|2,2000000|22083,1|22066,1	450038,1|2,2000000|22083,1|22066,1	450043,1|2,1000000|22083,1|22003,1	-1	-1	-1	-1
120420	坐骑战斗力达到20000		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		-1	20000	-1	-1	1	2,2000000|22066,5	2,2000000|22066,5	2,1000000|22003,10	-1	-1	-1	-1
120421	坐骑战斗力达到10000		1	1	-1	54	-1	-1	-1	-1	0	0	0	5	-1	-1	-1		-1	10000	-1	-1	1	2,1000000|22066,3	2,1000000|22066,3	2,1000000|22003,10	-1	-1	-1	-1
130000	开服第1天获得30个羽毛		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	22017	30	1	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130001	开服第2天10个小龙		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	1001	10	2	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130002	开服第3天通过副本黑袍巫魔		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	10000	1	4	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130003	开服第4天买个小红瓶		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	24000	1	7	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130004	开服第5天强化头盔1次		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	1	5	8	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130005	开服第6天精炼项链2次		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	2	2	9	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130006	开服第7天修理1次装备		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	1	1	11	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130007	开服第7天使用一次商店		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	0	1	11	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130008	开服第7天治疗1次		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	2	1	11	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130009	开服第7天打开1次仓库		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	3	1	11	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130010	开服第7天添加一个好友		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	-1	1	12	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130011	开服第7天合成一个邪恶之术		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	100	1	13	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130012	开服第7天增加天赋1次		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	-1	1	8	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130013	开服第7天使用钻石100		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	-1	100	16	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130014	开服第7天进入火龙窟泉水		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	100	1	3	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130015	开服第7天升级技能1次		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	-1	1	10	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130016	开服第7天竞技场获胜5次		1	1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	-1	-1	49	5	14	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130017	开服第7天探访爱丽丝1次		1	1	-1	-1	-1	-1	-1	-1	0	6	0	7	-1	-1	-1	10	1	5	-1	-1	1	1,1|2,2|3,3|20001,1|20002,2	1,1|2,2|3,3|20002,3|20003,4	1,1|2,2|3,3|20205,1|20206,5	-1	-1	-1	-1
130018	杀掉100只幼龙		1	1	-1	201	-1	-1	-1	-1	0	0	0	1	-1	-1	-1	1001	100	2	-1	-1	1	17,100	17,100	17,100	-1	-1	-1	-1
130019	完成任意难度暗夜神庙3次		1	1	-1	201	-1	-1	-1	-1	0	0	0	1	-1	-1	-1	0|1|2	3	4	-1	-1	1	17,50|1,20000	17,50|1,20000	17,50|1,20000	-1	-1	-1	-1
130020	添加1个好友		1	1	-1	201	-1	-1	-1	-1	0	0	0	1	-1	-1	-1	-1	1	12	-1	-1	1	17,10|2,10000	17,10|2,10000	17,10|2,10000	-1	-1	-1	-1
130021	添加5个好友		1	1	-1	201	-1	-1	-1	-1	0	0	0	1	-1	-1	-1	-1	5	12	-1	-1	1	17,20|2,50000	17,20|2,50000	17,20|2,50000	-1	-1	-1	-1
130022	达到120级		1	1	-1	201	-1	-1	-1	-1	0	0	0	1	-1	-1	-1	-1	120	19	-1	-1	1	17,100|2,20000	17,100|2,20000	17,100|2,20000	-1	-1	-1	-1
130023	强化装备1次		1	1	-1	202	-1	-1	-1	-1	0	1	1	1	-1	-1	-1	1|2|4|8|16|32|64|128|256|512|1024|2048	1	8	-1	-1	1	22000,1|2,20000	22000,1|2,20000	22000,1|2,20000	-1	-1	-1	-1
130024	强化装备5次		1	1	-1	202	-1	-1	-1	-1	0	1	1	1	-1	-1	-1	1|2|4|8|16|32|64|128|256|512|1024|2048	5	8	-1	-1	1	22000,5|2,100000	22000,5|2,100000	22000,5|2,100000	-1	-1	-1	-1
130025	强化装备10次		1	1	-1	202	-1	-1	-1	-1	0	1	1	1	-1	-1	-1	1|2|4|8|16|32|64|128|256|512|1024|2048	10	8	-1	-1	1	22000,5|22001,1|2,100000	22000,5|22001,1|2,100000	22000,5|22001,1|2,100000	-1	-1	-1	-1
130026	升级1次技能		1	1	-1	202	-1	-1	-1	-1	0	1	1	1	-1	-1	-1	4|5|6|7|8|9|10|11|12|104|105|106|107|108|109|110|111|112|204|205|206|207|208|209|210|211|212	1	10	-1	-1	1	17,50|2,10000	17,50|2,10000	17,50|2,10000	-1	-1	-1	-1
130027	升级5次技能		1	1	-1	202	-1	-1	-1	-1	0	1	1	1	-1	-1	-1	4|5|6|7|8|9|10|11|12|104|105|106|107|108|109|110|111|112|204|205|206|207|208|209|210|211|212	5	10	-1	-1	1	17,100|2,50000	17,100|2,50000	17,100|2,50000	-1	-1	-1	-1
130028	升级10次技能		1	1	-1	203	-1	-1	-1	-1	0	2	2	1	-1	-1	-1	4|5|6|7|8|9|10|11|12|104|105|106|107|108|109|110|111|112|204|205|206|207|208|209|210|211|212	10	10	-1	-1	1	17,150|20000,1	17,150|20100,1	17,150|20200,1	-1	-1	-1	-1
130029	精炼装备1次		1	1	-1	203	-1	-1	-1	-1	0	2	2	1	-1	-1	-1	1|2|4|8|16|32|64|128|256|512|1024|2048	1	9	-1	-1	1	22003,1|2,10000	22003,1|2,10000	22003,1|2,10000	-1	-1	-1	-1
130030	精炼装备5次		1	1	-1	203	-1	-1	-1	-1	0	2	2	1	-1	-1	-1	1|2|4|8|16|32|64|128|256|512|1024|2048	5	9	-1	-1	1	22003,5|2,50000	22003,5|2,50000	22003,5|2,50000	-1	-1	-1	-1
130031	精炼装备10次		1	1	-1	203	-1	-1	-1	-1	0	2	2	1	-1	-1	-1	1|2|4|8|16|32|64|128|256|512|1024|2048	10	9	-1	-1	1	22003,10|2,100000	22003,10|2,100000	22003,10|2,100000	-1	-1	-1	-1
130032	达到140级		1	1	-1	203	-1	-1	-1	-1	0	2	2	1	-1	-1	-1	-1	140	19	-1	-1	1	17,200|2,100000	17,200|2,100000	17,200|2,100000	-1	-1	-1	-1
130033	通关地狱监牢3次		1	1	-1	206	-1	-1	-1	-1	0	3	3	1	-1	-1	-1	5000|5001|5002|5003|5004|5005|5006|5007	3	18	-1	-1	1	22012,1|1,50000	22012,1|1,50000	22012,1|1,50000	-1	-1	-1	-1
130034	通关诅咒堡垒3次		1	1	-1	206	-1	-1	-1	-1	0	3	3	1	-1	-1	-1	4000|4001|4002|4003|4004|4005|4006|4007	3	18	-1	-1	1	22015,1|1,50000	22015,1|1,50000	22015,1|1,50000	-1	-1	-1	-1
130035	通关地狱监牢5次		1	1	-1	206	-1	-1	-1	-1	0	3	3	1	-1	-1	-1	5000|5001|5002|5003|5004|5005|5006|5007	5	18	-1	-1	1	22002,5|1,100000	22002,5|1,100000	22002,5|1,100000	-1	-1	-1	-1
130036	通关诅咒堡垒5次		1	1	-1	206	-1	-1	-1	-1	0	3	3	1	-1	-1	-1	4000|4001|4002|4003|4004|4005|4006|4007	5	18	-1	-1	1	22002,5|1,100000	22002,5|1,100000	22002,5|1,100000	-1	-1	-1	-1
130037	翅膀升阶5次		1	1	-1	204	-1	-1	-1	-1	0	4	4	1	-1	-1	-1	-1	5	21	-1	-1	1	22018,5|2,100000	22018,5|2,100000	22018,5|2,100000	-1	-1	-1	-1
130038	翅膀升阶10次		1	1	-1	204	-1	-1	-1	-1	0	4	4	1	-1	-1	-1	-1	10	21	-1	-1	1	22018,10|2,200000	22018,10|2,200000	22018,10|2,200000	-1	-1	-1	-1
130039	翅膀培养5次		1	1	-1	204	-1	-1	-1	-1	0	4	4	1	-1	-1	-1	-1	5	22	-1	-1	1	22017,5|2,100000	22017,5|2,100000	22017,5|2,100000	-1	-1	-1	-1
130040	翅膀培养10次		1	1	-1	204	-1	-1	-1	-1	0	4	4	1	-1	-1	-1	-1	10	22	-1	-1	1	22017,10|2,200000	22017,10|2,200000	22017,10|2,200000	-1	-1	-1	-1
130041	达到150级		1	1	-1	205	-1	-1	-1	-1	0	5	5	1	-1	-1	-1	-1	150	19	-1	-1	1	17,500|2,200000	17,500|2,200000	17,500|2,200000	-1	-1	-1	-1
130042	完成日常任务10个		1	1	-1	205	-1	-1	-1	-1	0	5	5	1	-1	-1	-1	7	10	20	-1	-1	1	17,50|25001,5	17,50|25005,5	17,50|25003,5	-1	-1	-1	-1
130043	完成日常任务20个		1	1	-1	205	-1	-1	-1	-1	0	5	5	1	-1	-1	-1	7	20	20	-1	-1	1	17,100|25007,5	17,100|25007,5	17,100|25007,5	-1	-1	-1	-1
